symbol	GSM1855317	GSM1855318	GSM1855319	GSM1855320	GSM1855321	GSM1855322	GSM2195410	GSM2195411	GSM2195412	GSM2195413	GSM2195414	GSM2195415	GSM2226784	GSM2226785	GSM2226786	GSM2226787	GSM2226788	GSM2226789	GSM2226790	GSM2226791	GSM2226792	GSM2226793	GSM2477389	GSM2477390	GSM2477391	GSM2477392	GSM2477393	GSM2477394	GSM2700243	GSM2700244	GSM2700245	GSM2700240	GSM2700241	GSM2700242	GSM2774691	GSM2774692	GSM2774693	GSM2774694	GSM2774695	GSM2774696	GSM3685851	GSM3685852	GSM3685853	GSM3685848	GSM3685849	GSM3685850	GSM3936838	GSM3936839	GSM3936840	GSM3936841
cg02494853	0.14958	0.071905	0.072246	0.097785	0.080442	0.071438	0.110442	0.061968	0.035076	0.020231	0.06119	0.023605	0.09999	0.035966	0.041649	0.114783	0.063223	0.059242	0.095928	0.115123	0.056197	0.094515	0.13955	0.065918	0.068213	0.069567	0.100824	0.088263	0.056369	0.018778	0.056338	0.083708	0.046251	0.072401	0.13284	0.050232	0.064016	0.104211	0.081421	0.052897	0.023698	0.050503	0.06009	0.02887	0.085584	0.120935	0.101771	0.104823	0.05958	0.070219
cg02839557	0.407435	0.48006	0.308407	0.097621	0.159317	0.279978	0.067537	0.348364	0.219654	0.091103	0.227175	0.048893	0.072019	0.583753	0.075087	0.332328	0.172141	0.368867	0.197775	0.379259	0.122751	0.296824	0.152706	0.260376	0.145775	0.373535	0.262882	0.376662	0.583652	0.102883	0.254254	0.100948	0.296839	0.110072	0.077611	0.330533	0.633055	0.081819	0.356635	0.248514	0.140521	0.13749	0.587338	0.281924	0.218772	0.061879	0.164677	0.073538	0.252598	0.406505
cg02842889	0.359136	0.40169	0.330875	0.120553	0.203326	0.198959	0.104007	0.339695	0.217889	0.132319	0.26747	0.050374	0.109514	0.513653	0.062456	0.283066	0.176683	0.368695	0.201544	0.327207	0.075574	0.316767	0.182165	0.261493	0.136543	0.369216	0.274179	0.361625	0.486598	0.078591	0.249849	0.122006	0.26427	0.107749	0.092578	0.267141	0.542543	0.106837	0.358327	0.226749	0.100144	0.131798	0.501416	0.241317	0.208667	0.089963	0.142882	0.082894	0.247544	0.361736
cg03052502	0.680664	0.754499	0.730244	0.757312	0.764779	0.813532	0.673491	0.755327	0.717471	0.703956	0.674668	0.733918	0.747948	0.718707	0.823341	0.711079	0.689846	0.679173	0.606978	0.720796	0.70099	0.749885	0.78379	0.808036	0.75503	0.764907	0.689785	0.773189	0.664415	0.721621	0.784612	0.749936	0.726526	0.766612	0.746295	0.781341	0.801737	0.74235	0.719048	0.760854	0.681972	0.786044	0.811878	0.697796	0.746954	0.753687	0.658247	0.747131	0.688775	0.854926
cg03155755	0.983048	0.985608	0.987426	0.986969	0.985862	0.983215	0.989293	0.988457	0.994958	0.995187	0.990175	0.989253	0.991813	0.989334	0.985654	0.991729	0.985779	0.98424	0.984053	0.989221	0.993106	0.986236	0.987246	0.993916	0.972514	0.994601	0.980123	0.983016	0.980165	0.99167	0.994189	0.993375	0.986016	0.989098	0.99178	0.995578	0.992142	0.99415	0.99411	0.993106	0.993866	0.976465	0.986145	0.992232	0.995462	0.992538	0.987812	0.992056	0.995037	0.995211
cg03244189	0.04393	0.022932	0.025584	0.020632	0.018977	0.015196	0.029271	0.019718	0.021167	0.032776	0.010467	0.021068	0.00896	0.021271	0.025465	0.028651	0.020138	0.022555	0.017208	0.031407	0.01549	0.031118	0.023733	0.007865	0.021883	0.016156	0.020943	0.017619	0.024903	0.015079	0.022174	0.020692	0.025571	0.017122	0.017441	0.022008	0.00601	0.014765	0.021132	0.028241	0.018723	0.019792	0.017471	0.020936	0.009274	0.023717	0.026414	0.017303	0.008436	0.013701
cg03443143	0.928473	0.963047	0.937029	0.952621	0.959267	0.960361	0.950241	0.951575	0.927598	0.948076	0.953371	0.963572	0.958699	0.96363	0.883024	0.959524	0.943619	0.944332	0.965661	0.936827	0.952176	0.954519	0.911489	0.969949	0.939712	0.945836	0.928041	0.93836	0.939238	0.954623	0.871934	0.948642	0.940582	0.968492	0.914056	0.947262	0.942793	0.949875	0.946105	0.945803	0.958198	0.941931	0.937847	0.95396	0.899688	0.881028	0.945399	0.962418	0.945236	0.951222
cg03683899	0.054608	0.062384	0.040144	0.087902	0.062621	0.010355	0	0.039983	0.038154	0.038071	0.075208	0.03981	0.040873	0.048874	0.064239	0.059033	0.029005	0.054869	0.048987	0.105954	0.100826	0.048477	0.065253	0.060554	0.074618	0.129192	0.074016	0.032686	0.037988	0.037215	0.046691	0.037568	0.049512	0.025572	0.04741	0.103593	0.079527	0.078025	0.046774	0.031698	0.045363	0.057812	0.064238	0.067596	0.075308	0.053379	0.053366	0.06215	0.051308	0.037056
cg03695421	0.429864	0.423108	0.377021	0.393807	0.187988	0.231656	0.30209	0.361863	0.096521	0.383697	0.188695	0.338731	0.283516	0.120378	0.171578	0.252973	0.313913	0.352049	0.398657	0.290919	0.42324	0.228677	0.337293	0.389354	0.362624	0.448314	0.388511	0.360425	0.166654	0.245639	0.326759	0.39621	0.33537	0.428488	0.326287	0.431848	0.396395	0.388396	0.383115	0.303051	0.129004	0.351351	0.469866	0.407355	0.328616	0.266949	0.352147	0.361726	0.368321	0.454979
cg03706273	0.893972	0.663403	0.908087	0.917492	0.934053	0.904434	0.95169	0.934622	0.947403	0.917668	0.95191	0.902911	0.935693	0.902555	0.881326	0.86716	0.916834	0.917225	0.842332	0.919694	0.882788	0.950722	0.892411	0.921607	0.925238	0.922726	0.90344	0.939386	0.924756	0.724365	0.937977	0.912352	0.921748	0.898576	0.94067	0.946034	0.917511	0.944171	0.943163	0.930665	0.599164	0.92979	0.955802	0.921733	0.906832	0.93392	0.881046	0.918164	0.898516	0.959648
cg03750315	0.033339	0.018783	0.01365	0	0	0.019294	0.030937	0.011862	0.005258	0	0.008071	0.01135	0.003861	0.014122	0.032227	0.005908	0.014413	0.009988	0.008468	0.003981	0.010249	0.001045	0.01566	0	0.005168	0.014897	0.008117	0.000161	0.004073	0.009135	0	0.019774	0.003714	0.021667	0.024919	0	0.013822	0	0.007063	0.004656	0.000741	0.005457	0.009204	0.015112	0	0.010802	0.006636	0.005282	0.014278	0
cg03767353	0.013044	0.007035	0.006355	0.008447	0.004511	0.030001	0.010704	0.007151	0.007178	0.011411	0.009858	0.008157	0.010417	0.007832	0.007665	0.007616	0.01545	0.007749	0.010644	0.017921	0.009886	0.010563	0.009322	0.011533	0.011384	0.004011	0.004777	0.012849	0.01744	0.012061	0.003603	0.011991	0.012004	0.020912	0.005875	0.007275	0.006049	0.014972	0.010118	0.00983	0.005314	0.007189	0.014757	0.013868	0.045687	0.009087	0.012101	0.007535	0.000192	0.024014
cg04016144	0.019122	0.030473	0.019519	0.025583	0.033222	0.006723	0.033299	0.03308	0.028637	0.022098	0.02304	0.042172	0.015714	0.014187	0.019869	0.031702	0.031226	0.034167	0.031273	0.012187	0.029763	0.025209	0.028062	0.016696	0.030028	0.027913	0.022198	0.03165	0.02827	0.019349	0.035168	0.028453	0.027595	0.026203	0.028794	0.011858	0.023447	0.022246	0.030781	0.031021	0.026057	0.048918	0.017806	0.025094	0.020582	0.024807	0.031998	0.025212	0.020852	0.030635
cg04023335	0.530999	0.521604	0.38976	0.255643	0.314258	0.405627	0.197521	0.519259	0.406144	0.19286	0.357472	0.087934	0.159579	0.729823	0.215372	0.378402	0.315877	0.497792	0.236901	0.379047	0.133287	0.386442	0.406941	0.458584	0.346995	0.368161	0.466145	0.493923	0.696942	0.153072	0.403394	0.195321	0.487406	0.234318	0.203399	0.499238	0.683806	0.21033	0.525195	0.552579	0.199889	0.253119	0.679876	0.413916	0.245312	0.266389	0.233901	0.228936	0.467378	0.495889
cg04042030	0.641803	0.752035	0.645737	0.770695	0.572324	0.857004	0.791671	0.773273	0.746659	0.494426	0.585228	0.798266	0.657852	0.742708	0.675189	0.529797	0.305633	0.610515	0.627318	0.593403	0.795673	0.776007	0.632617	0.73476	0.66203	0.501342	0.646295	0.609745	0.822241	0.511408	0.802173	0.756	0.479122	0.619563	0.668434	0.431212	0.62931	0.572024	0.761035	0.56807	0.555883	0.661903	0.703397	0.511646	0.61388	0.484131	0.548257	0.60214	0.742349	0.729556
cg04303809	0.645212	0.548319	0.701132	0.637577	0.642053	0.80761	0.563544	0.612709	0.469733	0.422881	0.578222	0.558432	0.687586	0.591154	0.602013	0.601997	0.563453	0.568578	0.573359	0.595653	0.587896	0.581989	0.607173	0.616146	0.408882	0.557394	0.604029	0.595845	0.534491	0.438654	0.499331	0.571287	0.450414	0.588159	0.689983	0.641512	0.513493	0.562263	0.54145	0.481217	0.47722	0.518715	0.552389	0.492639	0.663354	0.710279	0.637909	0.656301	0.624429	0.638112
cg04448376	0.383898	0.411138	0.377995	0.246291	0.288258	0.405296	0.199801	0.371517	0.338723	0.211028	0.36875	0.151522	0.185042	0.457896	0.174502	0.361615	0.2546	0.391247	0.277261	0.416082	0.216592	0.372253	0.296195	0.312905	0.264658	0.383536	0.347072	0.375617	0.450321	0.171514	0.339436	0.183713	0.32905	0.211384	0.186756	0.342293	0.458019	0.201203	0.377394	0.31034	0.22275	0.205482	0.423004	0.321518	0.303708	0.184384	0.222416	0.220295	0.304559	0.35719
cg04462340	0.627648	0.658127	0.63737	0.687858	0.632561	0.708871	0.604802	0.668005	0.619583	0.647407	0.620116	0.64701	0.69003	0.739721	0.704924	0.692656	0.548154	0.620037	0.642873	0.652266	0.635261	0.60429	0.615742	0.657248	0.581377	0.708061	0.650029	0.618323	0.630975	0.640794	0.60753	0.613629	0.659345	0.61663	0.625715	0.639421	0.739824	0.654589	0.658767	0.586772	0.614243	0.621786	0.628784	0.633548	0.619096	0.597145	0.592585	0.578566	0.580728	0.601011
cg04689676	0.465913	0.371263	0.427838	0.514629	0.238214	0.435165	0.380031	0.303848	0.350839	0.28446	0.321481	0.350797	0.28952	0.32987	0.597205	0.326189	0.410004	0.47143	0.361276	0.291169	0.460686	0.289948	0.288821	0.27353	0.225253	0.245934	0.403015	0.294449	0.249674	0.306077	0.623374	0.333209	0.378213	0.262487	0.25472	0.270353	0.326236	0.51465	0.312579	0.315306	0.234657	0.50106	0.317675	0.339021	0.475682	0.227126	0.21903	0.293536	0.50879	0.454007
cg04792227	0.410906	0.726729	0.419736	0.728124	0.743902	0.803477	0.441433	0.746658	0.73102	0.761716	0.442031	0.820779	0.776747	0.440929	0.810783	0.738319	0.771006	0.739155	0.682859	0.720537	0.504397	0.693711	0.731691	0.736088	0.736435	0.76231	0.420268	0.753932	0.766839	0.781369	0.711361	0.744121	0.779127	0.759631	0.723173	0.735685	0.681097	0.697576	0.427299	0.747673	0.735219	0.765129	0.709759	0.450931	0.746979	0.722158	0.769968	0.745877	0.678031	0.450911
cg04840163	0.50281	0.437142	0.417873	0.253728	0.305478	0.375142	0.182759	0.473362	0.36194	0.190002	0.367504	0.116791	0.190169	0.599096	0.172716	0.357391	0.279743	0.462296	0.239913	0.392613	0.166322	0.402006	0.290423	0.386162	0.277308	0.350064	0.375661	0.420997	0.574252	0.166852	0.337332	0.187393	0.381762	0.177923	0.179559	0.420726	0.591026	0.186711	0.437731	0.343902	0.216154	0.172413	0.558941	0.345239	0.26805	0.18505	0.236163	0.196501	0.409207	0.414777
cg04964672	0.150105	0.091475	0.105435	0.121288	0.149256	0.125919	0.11183	0.102093	0.07848	0.074753	0.073265	0.059887	0.110741	0.060962	0.079531	0.107758	0.059407	0.098669	0.10398	0.129282	0.078979	0.119631	0.112559	0.095934	0.071464	0.07295	0.143678	0.107189	0.064139	0.049185	0.085963	0.08823	0.07853	0.114308	0.128568	0.093932	0.125642	0.102605	0.112053	0.092844	0.076569	0.08502	0.072012	0.083071	0.102718	0.120798	0.112714	0.153884	0.097913	0.116166
cg05213048	0.316236	0.119423	0.344466	0.213414	0.214414	0.075847	0.091216	0.535362	0.099402	0.058416	0.13136	0.07183	0.128752	0.30179	0.210052	0.132627	0.13686	0.437983	0.087187	0.058828	0.050307	0.327847	0.281687	0.296775	0.19388	0.087309	0.23246	0.220123	0.292469	0.038048	0.1397	0.136109	0.368506	0.160233	0.177542	0.221809	0.414849	0.092708	0.278306	0.339233	0.179375	0.119253	0.336434	0.063493	0.073887	0.232609	0.151971	0.227782	0.317964	0.250505
cg05230942	0.562885	0.437887	0.326172	0.260928	0.26847	0.251925	0.140005	0.4974	0.329029	0.137589	0.241028	0.060023	0.100852	0.837972	0.202366	0.284341	0.357668	0.460268	0.199513	0.239448	0.113511	0.351466	0.387493	0.472708	0.357114	0.268003	0.494698	0.527824	0.726134	0.10918	0.326027	0.14993	0.50459	0.186944	0.158482	0.505869	0.753005	0.17132	0.512183	0.579007	0.12216	0.207985	0.716094	0.348143	0.156135	0.237913	0.186472	0.23837	0.472991	0.502056
cg05480730	0.43316	0.452048	0.390683	0.461653	0.379046	0.462982	0.354801	0.396417	0.342827	0.41945	0.362235	0.327345	0.299052	0.316398	0.394568	0.409775	0.324106	0.303742	0.469914	0.353566	0.323879	0.38092	0.400255	0.328954	0.350368	0.37277	0.380631	0.40793	0.351543	0.337307	0.379019	0.345918	0.309569	0.419636	0.371181	0.382664	0.399102	0.339497	0.392501	0.294956	0.419794	0.40193	0.44509	0.420466	0.349282	0.400269	0.404724	0.375599	0.284621	0.399988
cg05544622	0.89828	0.836019	0.922713	0.862134	0.873777	0.850521	0.851762	0.908724	0.899228	0.893889	0.576556	0.876161	0.427262	0.918493	0.845481	0.864651	0.879713	0.876258	0.843845	0.875891	0.875514	0.859233	0.850804	0.902923	0.856867	0.89186	0.863286	0.86529	0.89496	0.863045	0.878929	0.540061	0.883812	0.875788	0.893085	0.900646	0.89073	0.883068	0.867681	0.838177	0.896074	0.891674	0.86549	0.495421	0.916046	0.830268	0.855888	0.490628	0.938237	0.870732
cg05621349	0.835817	0.842877	0.870187	0.851796	0.880152	0.893325	0.859081	0.847941	0.861301	0.850073	0.857002	0.889061	0.877471	0.871898	0.868308	0.879845	0.816946	0.856222	0.864846	0.853492	0.87879	0.807151	0.831786	0.893327	0.857757	0.873203	0.833084	0.862104	0.869027	0.88826	0.849664	0.85291	0.856377	0.842639	0.855531	0.872444	0.854964	0.836012	0.829326	0.851953	0.852627	0.864938	0.808349	0.837781	0.888245	0.862164	0.793955	0.826951	0.873696	0.833804
cg05865243	0.388783	0.358198	0.290811	0.360237	0.414241	0.408221	0.316037	0.3367	0.324675	0.358813	0.359605	0.209384	0.423793	0.327059	0.465028	0.36767	0.343205	0.342574	0.372552	0.279301	0.321491	0.444091	0.398588	0.381915	0.33283	0.375375	0.385608	0.376216	0.291328	0.376074	0.356522	0.418242	0.297917	0.412442	0.342229	0.405514	0.421966	0.327564	0.426447	0.460125	0.350099	0.357724	0.431748	0.424429	0.323702	0.346118	0.419309	0.500626	0.34942	0.453267
cg05890011	0.286026	0.415865	0.398684	0.305366	0.297373	0.265947	0.379011	0.364139	0.288892	0.250771	0.397067	0.275189	0.156012	0.312657	0.325441	0.270722	0.31363	0.251265	0.216914	0.243896	0.256674	0.306096	0.349074	0.432566	0.305816	0.2676	0.204935	0.249783	0.198535	0.208386	0.279359	0.303073	0.350085	0.33154	0.233657	0.264149	0.344226	0.387434	0.29771	0.221758	0.352663	0.309717	0.341061	0.305391	0.209594	0.312742	0.277185	0.30903	0.409623	0.399893
cg06322277	0.525627	0.536826	0.503685	0.549325	0.520743	0.477378	0.507815	0.551251	0.431369	0.423414	0.496234	0.539197	0.509336	0.45324	0.503252	0.456399	0.317245	0.484129	0.487893	0.476558	0.514517	0.430959	0.373285	0.450074	0.33548	0.49872	0.510594	0.478528	0.447711	0.453015	0.478322	0.482347	0.483529	0.478242	0.409484	0.423148	0.449826	0.39086	0.490868	0.578211	0.410042	0.425805	0.493346	0.573774	0.419276	0.467132	0.458672	0.362393	0.546956	0.550114
cg06479204	0.675003	0.615972	0.40969	0.398693	0.357701	0.720856	0.078453	0.686801	0.728463	0.637858	0.694641	0.755929	0.690237	0.685465	0.394856	0.701585	0.69765	0.708837	0.413257	0.426361	0.425516	0.65198	0.043747	0.393278	0.313074	0.662312	0.589659	0.689039	0.666539	0.345724	0.448591	0.010715	0.760732	0.044948	0.652031	0.332585	0.389675	0.650176	0.588917	0.559829	0.39211	0.383547	0.320471	0.418692	0.709289	0.560583	0.401046	0.370444	0.35959	0.378509
cg07731488	0.552217	0.52191	0.489967	0.513711	0.508997	0.602892	0.546415	0.537556	0.543054	0.534944	0.546893	0.492874	0.467341	0.45487	0.494182	0.514289	0.476424	0.447112	0.480696	0.539193	0.45119	0.437603	0.458304	0.439	0.315966	0.499511	0.456811	0.461491	0.417207	0.479345	0.497646	0.435575	0.422649	0.425343	0.486149	0.447985	0.469869	0.546498	0.469004	0.363194	0.401021	0.584909	0.459683	0.455679	0.465715	0.473883	0.42836	0.393091	0.480424	0.459275
cg07747963	0.739747	0.765266	0.814913	0.791786	0.749376	0.789424	0.775675	0.795075	0.82217	0.788912	0.818951	0.859147	0.829949	0.791355	0.779959	0.776686	0.790101	0.820765	0.783506	0.730514	0.816027	0.769119	0.740804	0.774763	0.755459	0.783029	0.73265	0.787668	0.788462	0.790052	0.763463	0.765558	0.82098	0.738006	0.74744	0.76123	0.75611	0.818096	0.764361	0.761428	0.774974	0.780074	0.792116	0.771727	0.803512	0.74321	0.745691	0.714531	0.79239	0.711479
cg07939587	0.111479	0.113511	0.10717	0.106435	0.108199	0.104429	0.143632	0.126675	0.08845	0.093007	0.108061	0.098291	0.076319	0.076972	0.112419	0.096595	0.083255	0.10531	0.106099	0.137862	0.142686	0.075181	0.09634	0.102617	0.139185	0.076101	0.087142	0.109262	0.090755	0.071969	0.097443	0.098493	0.111335	0.094848	0.127098	0.119866	0.103772	0.103313	0.090747	0.082003	0.091118	0.092693	0.092344	0.105425	0.137141	0.121003	0.114111	0.10303	0.100985	0.079994
cg08242338	0.801604	0.834891	0.834934	0.866703	0.813897	0.892235	0.817899	0.82391	0.782531	0.811641	0.862866	0.835523	0.836061	0.775882	0.846905	0.777769	0.631038	0.894037	0.815082	0.776556	0.761608	0.807546	0.846349	0.845376	0.866466	0.816942	0.825572	0.840049	0.766374	0.874303	0.722044	0.843189	0.822049	0.829306	0.785742	0.851368	0.75507	0.86266	0.811052	0.807223	0.822794	0.843219	0.838394	0.727937	0.785461	0.877455	0.687215	0.800822	0.893513	0.830814
cg08265308	0.246613	0.255974	0.221221	0.241938	0.213084	0.196521	0.239545	0.165264	0.250825	0.176453	0.176396	0.173368	0.208944	0.219689	0.25195	0.220918	0.144697	0.212107	0.251292	0.182932	0.201647	0.235637	0.173156	0.14871	0.194938	0.178011	0.209956	0.219614	0.251933	0.179234	0.227078	0.277817	0.206083	0.195973	0.16576	0.170925	0.223448	0.21696	0.213124	0.195024	0.181646	0.199773	0.259964	0.211049	0.241125	0.208191	0.198602	0.235186	0.215964	0.246535
cg08921682	0.72673	0.745374	0.761757	0.759315	0.770646	0.829319	0.749192	0.716825	0.780677	0.760931	0.820244	0.771723	0.761383	0.721226	0.799515	0.760946	0.779085	0.740669	0.752517	0.741651	0.74755	0.731106	0.669223	0.712488	0.702145	0.61157	0.705362	0.705645	0.731169	0.750591	0.77084	0.683844	0.706677	0.704139	0.682354	0.699459	0.653327	0.695535	0.724688	0.724473	0.684475	0.75735	0.671252	0.825607	0.6929	0.602597	0.741244	0.677829	0.685965	0.782816
cg09350919	0.432602	0.45376	0.255737	0.505459	0.586404	0.440998	0.427631	0.534304	0.327008	0.468348	0.377319	0.203408	0.491163	0.231484	0.381279	0.328971	0.456559	0.322862	0.385543	0.517747	0.390095	0.314495	0.471871	0.484214	0.247782	0.265065	0.561899	0.359783	0.286736	0.32065	0.409299	0.40532	0.224673	0.444044	0.36753	0.4451	0.52574	0.378081	0.47617	0.468368	0.531863	0.381326	0.404243	0.40704	0.300878	0.274326	0.426041	0.43184	0.449501	0.428542
cg09460641	0.034712	0.061687	0.047605	0.056843	0.0412	0.031645	0.048321	0.057482	0.041071	0.043944	0.036842	0.04802	0.052466	0.027152	0.023727	0.046074	0.035502	0.04647	0.04144	0.045464	0.043585	0.038879	0.037499	0.032741	0.043414	0.037976	0.245088	0.035193	0.033267	0.04557	0.032614	0.035114	0.03987	0.039644	0.036989	0.035983	0.035234	0.050716	0.048609	0.043315	0.03456	0.048896	0.031212	0.03673	0.040504	0.036098	0.065864	0.043728	0.039091	0.035552
cg09856092	0.236203	0.202944	0.103084	0.197853	0.23286	0.3756	0.251832	0.203254	0.219091	0.162051	0.270977	0.201941	0.104931	0.096572	0.191838	0.139164	0.101124	0.206929	0.317833	0.118258	0.114708	0.205558	0.223465	0.086539	0.096782	0.258806	0.198172	0.224653	0.333677	0.11388	0.216985	0.084802	0.15455	0.149966	0.178619	0.319177	0.172299	0.246205	0.124597	0.140238	0.177719	0.199077	0.261674	0.271465	0.272563	0.158708	0.311889	0.14925	0.23774	0.183367
cg10076560	0.9268	0.883597	0.950536	0.895339	0.916702	0.921174	0.920456	0.931347	0.894974	0.915478	0.879704	0.925797	0.867529	0.916707	0.876981	0.945241	0.915187	0.612789	0.901582	0.803824	0.886784	0.9004	0.629073	0.924122	0.966866	0.893525	0.912434	0.641222	0.892063	0.847779	0.922796	0.937622	0.583276	0.926759	0.943967	0.929586	0.937576	0.901401	0.904843	0.952532	0.929009	0.950355	0.946705	0.90756	0.944128	0.582426	0.884016	0.908275	0.916634	0.934203
cg10213302	0.593415	0.5485	0.472269	0.509815	0.615933	0.640312	0.637453	0.526434	0.467535	0.385699	0.509908	0.5821	0.519957	0.447237	0.445389	0.477664	0.473216	0.483989	0.567279	0.603955	0.537808	0.498704	0.296251	0.448002	0.256606	0.38185	0.542149	0.475528	0.454134	0.424997	0.496119	0.533996	0.383008	0.516567	0.523858	0.551848	0.522288	0.659542	0.437199	0.478138	0.494822	0.724932	0.538896	0.478151	0.586533	0.48338	0.470123	0.513456	0.578825	0.564103
