Marker1	Marker2	sampleSize	variableSize	F	coefficient.0	tvalue.0	pvalue.0	coefficient.1	tvalue.1	pvalue.1
cg00050873	LINC00393	50	2	0.040898	6.82616	10.557082	4.167094e-14	0.200174	0.202233	0.84059
cg00050873	LINC00397	50	2	0.370075	6.153096	14.499117	3.66107e-19	0.395203	0.608338	0.545831
cg00050873	LINC00398	50	2	0.020577	7.047442	8.573523	3.035262e-11	0.180502	0.143445	0.886539
cg00050873	LINC00399	50	2	0.625939	6.026752	15.128364	6.821255e-20	0.482481	0.791163	0.432741
cg00050873	LINC00400	50	2	0.055299	6.447543	22.490219	3.864161e-27	-0.1032	-0.235156	0.815088
cg00050873	LINC00402	50	2	0.574466	6.580347	17.589628	1.456342e-22	-0.434058	-0.757936	0.452195
cg00050873	LINC00404	50	2	0.226952	6.938221	7.720078	5.846962e-10	0.655415	0.476395	0.635955
cg00050873	LINC00408	50	2	0.034649	6.754696	9.940917	3.074084e-13	0.193619	0.186142	0.853118
cg00050873	LINC00411	50	2	0.002819	6.76302	14.307272	6.16783e-19	-0.03842	-0.053095	0.957877
cg00050873	LINC00412	50	2	0.133203	6.921444	6.998018	7.404733e-09	0.552588	0.36497	0.716737
cg00050873	LINC00421	50	2	0.102666	7.041662	9.620995	8.835311e-13	0.358998	0.320415	0.750044
cg00050873	LINC00423	50	2	0.004332	7.161683	10.687705	2.744652e-14	0.067517	0.065821	0.947794
cg00050873	LINC00424	50	2	1.538152	5.959455	29.706604	1.482116e-32	0.380869	1.240222	0.220922
cg00050873	LINC00426	50	2	0.707444	7.142619	14.71601	2.040784e-19	-0.624937	-0.841097	0.404464
cg00050873	LINC00430	50	2	0.010765	7.068297	13.255988	1.164056e-17	-0.08469	-0.103755	0.917796
cg00050873	LINC00431	50	2	1.346295	6.442171	22.69924	2.573077e-27	-0.504097	-1.160299	0.251666
cg00050873	LINC00433	50	2	0.007962	6.460598	13.050145	2.102613e-17	0.067625	0.089233	0.929268
cg00050873	LINC00437	50	2	0.653449	7.198087	15.350061	3.815143e-20	-0.580278	-0.808362	0.422871
cg00050873	LINC00440	50	2	0.090137	6.657895	9.351701	2.168588e-12	0.327207	0.300229	0.765299
cg00050873	LINC00442	50	2	3.9e-05	6.507659	14.269995	6.829207e-19	0.004379	0.006273	0.995021
cg00050873	LINC00443	50	2	1.395609	7.318445	11.016912	9.674234e-15	-1.201334	-1.181359	0.24328
cg00050873	LINC00445	50	2	0.019642	7.821486	8.534696	3.467902e-11	0.196617	0.140151	0.889127
cg00050873	LINC00446	50	2	0.232787	6.214598	5.357244	2.364248e-06	0.85679	0.48248	0.631658
cg00050873	LINC00448	50	2	0.218664	6.729881	7.69423	6.40036e-10	0.626115	0.467615	0.642176
cg00050873	LINC00449	50	2	0.372709	7.312724	16.104998	5.498155e-21	-0.424353	-0.610499	0.544411
cg00050873	LINC00454	50	2	0.329831	6.209918	22.747614	2.343011e-27	0.240004	0.574309	0.56844
cg00050873	LINC00456	50	2	0.50333	6.821769	10.294702	9.703123e-14	0.719669	0.709458	0.481473
cg00050873	LINC00457	50	2	0.31114	6.793584	12.743256	5.127643e-17	0.455218	0.557799	0.579574
cg00050873	LINC00458	50	2	0.416887	7.145184	6.804951	1.46422e-08	1.037817	0.645668	0.521569
cg00050873	LINC00459	50	2	1.193125	7.851869	11.746904	1.006836e-15	-1.117675	-1.092302	0.280152
cg00212031	LINC00269	50	2	0.068395	6.510559	44.169155	1.566217e-40	0.274562	0.261524	0.794808
cg00212031	LINC00271	50	2	0.174969	6.487803	45.264774	4.963732e-41	-0.427022	-0.418294	0.677598
cg00212031	LINC00272	50	2	0.536114	6.091911	79.938751	1.000123e-52	-0.397426	-0.732198	0.467608
cg00212031	LINC00273	50	2	0.262818	7.258043	21.098209	6.294834e-26	1.256123	0.512657	0.610542
cg00212031	LINC00276	50	2	0.025656	6.357118	40.990513	5.15616e-39	-0.176932	-0.160176	0.873414
cg00212031	LINC00278	50	2	0.462736	5.889243	243.892609	6.532409e-76	-0.116992	-0.680246	0.499617
cg00212031	LINC00280	50	2	0.046755	6.391123	44.985931	6.63309e-41	0.218799	0.216229	0.829726
cg00212031	LINC00290	50	2	0.103575	6.845176	24.838228	4.76105e-29	-0.631717	-0.321831	0.748978
cg00212031	LINC00293	50	2	0.334066	6.766686	26.479956	2.706778e-30	-1.051976	-0.577984	0.565977
cg00212031	LINC00294	50	2	1.385825	7.907975	15.619608	1.896533e-20	4.245028	1.177211	0.244916
cg00212031	LINC00297	50	2	0.533389	7.121243	30.079411	8.392447e-33	-1.231514	-0.730335	0.468735
cg00212031	LINC00298	50	2	0.140176	6.154276	60.526016	5.529143e-47	-0.271145	-0.3744	0.709756
cg00212031	LINC00299	50	2	0.067212	6.71353	25.094978	3.008482e-29	0.493991	0.259253	0.796549
cg00212031	LINC00301	50	2	0.002678	6.249602	53.241596	2.38384e-44	0.043263	0.051746	0.958945
cg00212031	LINC00303	50	2	0.212313	5.863007	190.844437	8.371016e-71	0.100823	0.460775	0.647041
cg00212031	LINC00304	50	2	0.022079	6.038048	87.433655	1.394238e-54	0.073086	0.148589	0.8825
cg00212031	LINC00305	50	2	0.004942	5.987144	83.812798	1.048071e-53	0.035768	0.070299	0.944248
cg00212031	LINC00308	50	2	0.011688	6.204633	49.474144	7.591282e-43	0.096569	0.108111	0.914358
cg00212031	LINC00309	50	2	0.428508	6.17707	61.845062	1.989818e-47	-0.46568	-0.654605	0.515847
cg00212031	LINC00310	50	2	0.117264	8.301936	13.956445	1.619402e-18	-1.450836	-0.342439	0.733516
cg00212031	LINC00311	50	2	0.304219	6.131826	61.918297	1.881231e-47	0.389041	0.551561	0.583808
cg00212031	LINC00313	50	2	0.054658	7.233391	24.085981	1.871242e-28	-0.500075	-0.23379	0.816142
cg00212031	LINC00314	50	2	0.263344	7.746269	14.005637	1.413127e-18	-2.021539	-0.51317	0.610186
cg00212031	LINC00315	50	2	0.246579	6.809906	34.197285	2.324676e-35	-0.704302	-0.496568	0.621761
cg00212031	LINC00319	50	2	0.37072	7.646999	14.67801	2.259908e-19	-2.259321	-0.608868	0.545483
cg00212031	LINC00320	50	2	0.193459	7.283486	18.358658	2.423158e-23	-1.242866	-0.43984	0.662027
cg00212031	LINC00322	50	2	0.02757	7.786062	16.690468	1.277609e-21	-0.551698	-0.166043	0.86882
cg00212031	LINC00324	50	2	0.201185	6.804962	31.161533	1.668379e-33	0.697647	0.448537	0.655784
cg00212031	LINC00326	50	2	0.093099	7.627318	17.855659	7.780366e-23	-0.928326	-0.305122	0.761592
cg00212031	LINC00327	50	2	0.73861	7.591635	20.812437	1.137144e-25	-2.232806	-0.859424	0.394378
cg00212031	LINC00330	50	2	0.001798	7.213449	19.823322	9.271281e-25	-0.109911	-0.042408	0.96635
cg00212031	LINC00331	50	2	0.011646	6.23147	64.620232	2.479776e-48	-0.07412	-0.107915	0.914513
cg00212031	LINC00332	50	2	0.898281	6.396329	41.628342	2.506577e-39	1.037239	0.947777	0.34799
cg00212031	LINC00334	50	2	2.9e-05	7.058393	27.911221	2.515986e-31	0.009693	0.005382	0.995728
cg00212031	LINC00337	50	2	0.007199	7.106935	24.508038	8.643672e-29	0.175244	0.084847	0.932736
cg00212031	LINC00339	50	2	1.364865	7.09643	24.067064	1.937677e-28	2.453537	1.168275	0.248466
cg00212031	LINC00342	50	2	0.007959	7.431284	20.798605	1.170358e-25	-0.227035	-0.089214	0.929283
cg00212031	LINC00343	50	2	1.465958	6.933941	29.829479	1.227913e-32	-2.004593	-1.210768	0.231912
cg00212031	LINC00345	50	2	0.161456	8.050752	11.979608	4.965834e-16	-1.923323	-0.401816	0.689603
cg00212031	LINC00346	50	2	0.034365	6.610218	35.115334	6.837828e-36	-0.248545	-0.185377	0.853714
cg00212031	LINC00347	50	2	6e-06	6.591732	32.20644	3.677126e-34	0.003643	0.002499	0.998016
cg00212031	LINC00348	50	2	0.383458	7.420813	18.294741	2.806568e-23	-1.789019	-0.61924	0.538687
cg00212031	LINC00350	50	2	0.291658	6.922909	47.073803	7.880277e-42	0.565689	0.540054	0.591657
cg00212031	LINC00351	50	2	0.514072	6.251158	65.244278	1.571356e-48	-0.489284	-0.716988	0.476856
cg00212031	LINC00353	50	2	0.099492	7.184732	17.727758	1.050798e-22	-0.910503	-0.315423	0.753808
cg00212031	LINC00354	50	2	0.116434	7.293637	25.483925	1.512413e-29	-0.695584	-0.341225	0.734423
cg00212031	LINC00355	50	2	0.033309	8.075328	20.77359	1.232955e-25	0.505314	0.182508	0.855953
cg00212031	LINC00358	50	2	0.135915	6.734781	22.233414	6.39597e-27	-0.795394	-0.368667	0.713997
cg00212031	LINC00362	50	2	0.018639	7.13433	25.877262	7.613887e-30	0.268089	0.136525	0.891977
cg00212031	LINC00363	50	2	0.05824	6.232152	38.394394	1.08814e-37	0.279006	0.241331	0.810327
cg00212031	LINC00364	50	2	0.061273	6.85198	22.034285	9.485259e-27	-0.548253	-0.247533	0.805552
cg00212031	LINC00365	50	2	0.081505	7.064466	21.74025	1.706487e-26	-0.660751	-0.285491	0.776497
cg00212031	LINC00366	50	2	2.18592	6.995987	30.717018	3.219484e-33	2.398381	1.478486	0.14581
cg00212031	LINC00368	50	2	0.060296	6.685044	26.016203	5.98769e-30	-0.449403	-0.245553	0.807076
cg00212031	LINC00370	50	2	1.409863	6.798132	35.032955	7.622149e-36	-1.64109	-1.187377	0.240922
cg00212031	LINC00374	50	2	0.242032	6.401399	49.35244	8.524888e-43	-0.4545	-0.491968	0.624985
cg00212031	LINC00375	50	2	0.037235	6.433777	43.309769	3.932064e-40	-0.204168	-0.192964	0.847801
cg00212031	LINC00376	50	2	0.691092	6.254481	58.076633	3.912347e-46	-0.63766	-0.83132	0.409909
cg00212031	LINC00377	50	2	0.282493	6.517264	43.262821	4.136913e-40	-0.570276	-0.5315	0.597523
cg00212031	LINC00379	50	2	0.834744	6.792965	38.183422	1.405977e-37	-1.15769	-0.913643	0.365471
cg00212031	LINC00380	50	2	0.482895	6.713215	27.887033	2.616688e-31	-1.191477	-0.694907	0.490464
cg00212031	LINC00381	50	2	0.004732	5.948331	123.892822	8.142158e-62	0.023523	0.068788	0.945444
cg00212031	LINC00382	50	2	0.056574	5.928028	96.261055	1.413974e-56	0.104327	0.237852	0.813008
cg00212031	LINC00383	50	2	0.546092	6.017969	78.455475	2.441092e-52	-0.40373	-0.73898	0.463517
cg00212031	LINC00384	50	2	1.219311	6.976502	21.36409	3.652136e-26	-2.568275	-1.104224	0.275001
cg00212031	LINC00385	50	2	0.023885	7.188603	23.214664	9.565309e-28	-0.340857	-0.154547	0.877827
cg00212031	LINC00388	50	2	0.673851	6.438437	32.615925	2.057847e-34	1.154154	0.820885	0.41577
cg00212031	LINC00390	50	2	1.640996	7.055295	22.421059	4.42374e-27	-2.87107	-1.281014	0.206344
cg00212031	LINC00391	50	2	0.027154	6.429295	46.623138	1.238422e-41	-0.16185	-0.164786	0.869805
cg00212031	LINC00392	50	2	0.137187	6.919397	27.996267	2.192214e-31	0.652011	0.370387	0.712723
cg00212031	LINC00393	50	2	0.145182	7.017653	24.85939	4.583577e-29	-0.766107	-0.381028	0.704864
cg00212031	LINC00397	50	2	1.168558	6.522579	35.455448	4.378162e-36	-1.416422	-1.080999	0.285099
cg00212031	LINC00398	50	2	0.51711	7.321872	20.48538	2.255565e-25	-1.830631	-0.719104	0.475563
cg00212031	LINC00399	50	2	1.789008	6.469798	37.600395	2.87452e-37	-1.639214	-1.337538	0.18735
cg00212031	LINC00400	50	2	0.005334	6.389901	50.971573	1.862547e-43	-0.065214	-0.073037	0.94208
cg00212031	LINC00402	50	2	0.87142	6.216662	38.137207	1.487425e-37	1.08381	0.933499	0.355235
cg00212031	LINC00404	50	2	0.665286	7.544072	19.293209	2.954162e-24	-2.271624	-0.815651	0.418729
cg00212031	LINC00408	50	2	0.075589	6.925659	23.330658	7.67519e-28	-0.58129	-0.274934	0.784547
cg00212031	LINC00411	50	2	0.003152	6.746768	32.656811	1.94268e-34	-0.08261	-0.056141	0.955463
cg00212031	LINC00412	50	2	0.304385	7.412641	17.178391	3.891905e-22	-1.695637	-0.551711	0.583706
cg00212031	LINC00421	50	2	0.883914	7.452127	23.484632	5.738374e-28	-2.12487	-0.940167	0.351839
cg00212031	LINC00423	50	2	0.000182	7.205712	24.602991	7.276353e-29	-0.028103	-0.013472	0.989307
cg00212031	LINC00424	50	2	1.101304	6.25244	70.995842	2.836961e-50	-0.658265	-1.04943	0.299235
cg00212031	LINC00426	50	2	0.811444	6.636932	31.320122	1.322313e-33	1.359578	0.900802	0.372191
cg00212031	LINC00430	50	2	0.000123	7.017857	30.110229	8.009287e-33	-0.018374	-0.011068	0.991215
cg00212031	LINC00431	50	2	0.973619	6.054053	48.622749	1.718851e-42	0.875049	0.986722	0.328727
cg00212031	LINC00433	50	2	0.025437	6.524122	30.158108	7.449076e-33	-0.245744	-0.15949	0.873952
cg00212031	LINC00437	50	2	0.036749	6.816098	33.046017	1.126502e-34	0.281626	0.191702	0.848785
cg00212031	LINC00440	50	2	0.028638	6.892617	22.137079	7.736473e-27	-0.375291	-0.169228	0.866328
cg00212031	LINC00442	50	2	0.044586	6.537101	32.813004	1.559963e-34	-0.29962	-0.211155	0.83366
cg00212031	LINC00443	50	2	1.103735	6.385149	21.927319	1.17357e-26	2.178958	1.050588	0.298709
cg00212031	LINC00445	50	2	0.020898	7.979215	19.921635	7.498326e-25	-0.412403	-0.144563	0.885662
cg00212031	LINC00446	50	2	1.39558	7.117824	14.20721	8.11042e-19	-4.215479	-1.181347	0.243285
cg00212031	LINC00448	50	2	0.34056	7.256589	19.006361	5.58821e-24	-1.586944	-0.583576	0.562238
cg00212031	LINC00449	50	2	9e-06	7.051394	35.394619	4.74018e-36	0.004137	0.002916	0.997686
cg00212031	LINC00454	50	2	0.246481	6.395209	53.553795	1.80873e-44	-0.422267	-0.496469	0.62183
cg00212031	LINC00456	50	2	1.623141	7.496291	26.180616	4.51239e-30	-2.598219	-1.274026	0.208789
cg00212031	LINC00457	50	2	1.067296	7.225399	31.251881	1.461237e-33	-1.701215	-1.033101	0.306734
cg00212031	LINC00458	50	2	0.501468	7.989854	17.425684	2.150629e-22	-2.312606	-0.708144	0.48228
cg00212031	LINC00459	50	2	0.882637	6.989474	23.849558	2.898819e-28	1.961039	0.939487	0.352184
cg00213748	LINC00269	50	2	1.058484	6.775933	26.082359	5.342506e-30	-0.506687	-1.028827	0.308718
cg00213748	LINC00271	50	2	0.45165	6.603797	25.950737	6.704477e-30	-0.324206	-0.672049	0.504775
cg00213748	LINC00272	50	2	0.208919	6.112512	44.895653	7.288525e-41	-0.117972	-0.457077	0.649678
cg00213748	LINC00273	50	2	1.987244	8.13478	13.515894	5.559576e-18	-1.60843	-1.409696	0.165076
cg00213748	LINC00276	50	2	0.121551	6.254651	22.673	2.707374e-27	0.182326	0.348642	0.728883
cg00213748	LINC00278	50	2	0.074529	5.889419	136.431549	8.065463e-64	-0.022341	-0.272999	0.786025
cg00213748	LINC00280	50	2	0.06673	6.46953	25.580688	1.27637e-29	-0.12385	-0.258321	0.797263
cg00213748	LINC00290	50	2	0.188893	6.596761	13.455543	6.595343e-18	0.403936	0.434618	0.665787
cg00213748	LINC00293	50	2	0.156414	6.835233	14.994936	9.703421e-20	-0.34176	-0.395492	0.694232
cg00213748	LINC00294	50	2	0.999155	9.102168	10.057555	2.098331e-13	-1.714922	-0.999577	0.322528
cg00213748	LINC00297	50	2	0.019138	7.064134	16.668976	1.347053e-21	-0.111142	-0.138341	0.890549
cg00213748	LINC00298	50	2	0.708439	5.99355	33.300232	7.916351e-35	0.287186	0.841689	0.404136
cg00213748	LINC00299	50	2	0.832373	7.146183	15.121304	6.949296e-20	-0.817371	-0.912345	0.366147
cg00213748	LINC00301	50	2	0.010425	6.234235	29.830917	1.225217e-32	0.040451	0.102102	0.919101
cg00213748	LINC00303	50	2	1.833798	5.937666	110.358955	2.060179e-59	-0.138121	-1.35418	0.18202
cg00213748	LINC00304	50	2	0.980865	6.153237	50.539177	2.783026e-43	-0.228589	-0.990387	0.326952
cg00213748	LINC00305	50	2	0.854119	6.095344	48.344402	2.252011e-42	-0.220895	-0.924186	0.360013
cg00213748	LINC00308	50	2	1.088375	6.005635	27.194851	8.149556e-31	0.436754	1.043252	0.302058
cg00213748	LINC00309	50	2	0.002963	6.144258	34.397362	1.775933e-35	-0.018433	-0.054434	0.956816
cg00213748	LINC00310	50	2	0.432014	8.797722	8.333571	6.930926e-11	-1.315417	-0.657278	0.514142
cg00213748	LINC00311	50	2	1.142992	6.334984	36.237865	1.593421e-36	-0.354307	-1.069108	0.290368
cg00213748	LINC00313	50	2	0.00693	7.148614	13.362206	8.597508e-18	0.084425	0.083244	0.934004
cg00213748	LINC00314	50	2	0.110187	7.86085	7.969652	2.447381e-10	-0.620683	-0.331944	0.741377
cg00213748	LINC00315	50	2	0.449953	6.960913	19.673414	1.283468e-24	-0.449931	-0.670786	0.505572
cg00213748	LINC00319	50	2	0.208712	7.827843	8.424409	5.067277e-11	-0.804732	-0.45685	0.64984
cg00213748	LINC00320	50	2	0.391327	6.775123	9.610769	9.140348e-13	0.835997	0.625562	0.534566
cg00213748	LINC00322	50	2	0.502726	8.264931	9.999477	2.537245e-13	-1.110972	-0.709032	0.481735
cg00213748	LINC00324	50	2	0.355971	7.075969	18.227409	3.277624e-23	-0.43908	-0.596633	0.553556
cg00213748	LINC00326	50	2	0.045409	7.690572	10.106408	1.789064e-13	-0.307402	-0.213093	0.832157
cg00213748	LINC00327	50	2	0.014443	7.321434	11.18878	5.643885e-15	0.149082	0.120181	0.904841
cg00213748	LINC00330	50	2	0.014089	7.134342	11.012671	9.804178e-15	0.145772	0.118696	0.906011
cg00213748	LINC00331	50	2	0.014869	6.205985	36.145405	1.793668e-36	0.03969	0.12194	0.903455
cg00213748	LINC00332	50	2	0.479766	6.660434	24.240635	1.408123e-28	-0.360785	-0.692652	0.491866
cg00213748	LINC00334	50	2	0.601701	7.372059	16.474663	2.178579e-21	-0.658018	-0.775694	0.441735
cg00213748	LINC00337	50	2	0.018817	7.186399	13.920015	1.79167e-18	-0.134251	-0.137174	0.891467
cg00213748	LINC00339	50	2	1.813703	7.949762	15.210813	5.491981e-20	-1.334321	-1.346738	0.184389
cg00213748	LINC00342	50	2	0.756673	7.905873	12.523629	9.776546e-17	-1.040996	-0.869869	0.388701
cg00213748	LINC00343	50	2	0.269837	6.558846	15.65407	1.73543e-20	0.412598	0.519459	0.605828
cg00213748	LINC00345	50	2	0.159643	8.309905	6.944544	8.943139e-09	-0.906364	-0.399554	0.691258
cg00213748	LINC00346	50	2	0.670776	6.833786	20.523443	2.081826e-25	-0.516982	-0.819009	0.416829
cg00213748	LINC00347	50	2	0.143257	6.716172	18.457027	1.934325e-23	-0.261092	-0.378493	0.706734
cg00213748	LINC00348	50	2	0.169514	7.529662	10.402497	6.849366e-14	-0.564958	-0.41172	0.682377
cg00213748	LINC00350	50	2	0.93219	7.199749	27.676996	3.683919e-31	-0.476131	-0.9655	0.339134
cg00213748	LINC00351	50	2	0.042538	6.175615	36.023918	2.096427e-36	0.067028	0.206248	0.837469
cg00213748	LINC00353	50	2	0.118847	7.327587	10.156433	1.520013e-13	-0.471508	-0.344741	0.731795
cg00213748	LINC00354	50	2	0.224142	7.448714	14.633179	2.549424e-19	-0.456856	-0.473436	0.638049
cg00213748	LINC00355	50	2	0.34116	8.483598	12.296129	1.920125e-16	-0.763952	-0.584089	0.561896
cg00213748	LINC00358	50	2	0.221566	6.892354	12.790453	4.467223e-17	-0.48085	-0.470709	0.639981
cg00213748	LINC00362	50	2	1.516449	7.69472	15.917597	8.840815e-21	-1.128508	-1.231442	0.224157
cg00213748	LINC00363	50	2	1.253825	6.545138	22.926313	1.660071e-27	-0.606008	-1.119743	0.268395
cg00213748	LINC00364	50	2	0.142616	6.614762	11.95677	5.320882e-16	0.396059	0.377645	0.707359
