symbol	GSM1855317	GSM1855318	GSM1855319	GSM1855320	GSM1855321	GSM1855322	GSM2195410	GSM2195411	GSM2195412	GSM2195413	GSM2195414	GSM2195415	GSM2226784	GSM2226785	GSM2226786	GSM2226787	GSM2226788	GSM2226789	GSM2226790	GSM2226791	GSM2226792	GSM2226793	GSM2477389	GSM2477390	GSM2477391	GSM2477392	GSM2477393	GSM2477394	GSM2700243	GSM2700244	GSM2700245	GSM2700240	GSM2700241	GSM2700242	GSM2774691	GSM2774692	GSM2774693	GSM2774694	GSM2774695	GSM2774696	GSM3685851	GSM3685852	GSM3685853	GSM3685848	GSM3685849	GSM3685850	GSM3936838	GSM3936839	GSM3936840	GSM3936841
cg02494853	0.079419	0.036009	0.017927	0.034534	0.018325	0.022198	0.018484	0.032387	0.020345	0.039002	0.02637	0.020039	0.031195	0.076474	0.02329	0.033403	0.01542	0.019159	0.033063	0.019476	0.013772	0.022748	0.041562	0.015396	0.018798	0.023814	0.046649	0.038715	0.0534	0.026939	0.03281	0.016119	0.075373	0.059314	0.020079	0.061465	0.0301	0.031235	0.022352	0.040484	0.010092	0.01758	0.038009	0.023627	0.030191	0.021556	0.023764	0.060314	0.03064	0.055154
cg02839557	0.281592	0.216986	0.031186	0.20022	0.037051	0.132779	0.320315	0.037907	0.020064	0.260376	0.308026	0.036348	0.306005	0.175461	0.246454	0.284084	0.215905	0.015357	0.021929	0.023489	0.041363	0.034942	0.042112	0.273699	0.078749	0.035251	0.051044	0.049939	0.069118	0.016468	0.189238	0.02227	0.05208	0.373981	0.050465	0.053279	0.24589	0.03649	0.338831	0.049246	0.256163	0.354106	0.092748	0.030635	0.237096	0.057674	0.025452	0.046403	0.040249	0.205424
cg02842889	0.190637	0.227168	0.029414	0.24998	0.049545	0.439454	0	0.030283	0.020019	0.28995	0.257506	0.011517	0.277841	0.297691	0	0.197185	0.064611	0.036972	0.023621	0.01293	0.03503	0.01842	0.020414	0.0883	0.013398	0.029119	0.018289	0.01774	0.022068	0.025305	0.169839	0.02473	0.007546	0.112502	0.026004	0.009313	0.283078	0.031752	0.109481	0.012389	0.216232	0.094789	0.018003	0.019475	0.208603	0.003933	0.022871	0.011343	0.018964	0.253318
cg03052502	0.383349	0.166585	0.971121	0.164431	0.970442	0.188756	0	0.972543	0.979925	0.22953	0.250911	0.962568	0.293442	0.220894	0.326843	0.315596	0.525059	0.981949	0.975651	0.96719	0.977788	0.960319	0.980589	0.397861	0.976691	0.959257	0.982518	0.974878	0.968131	0.969873	0.130762	0.971658	0.978681	0.46947	0.970841	0.975633	0	0.966444	0.086165	0.971699	0.350075	0.265099	0.978223	0.973246	0.178264	0.97236	0.965855	0.96966	0.970491	0.342011
cg03155755	0.499841	0.481799	0.877667	0.386583	0.880626	0.467288	0.413576	0.884746	0.882514	0.405365	0.455678	0.866869	0.431528	0.415464	0.59555	0.510984	0.437577	0.886136	0.901758	0.861131	0.891788	0.881681	0.883493	0.513703	0.871085	0.86386	0.883546	0.872509	0.858228	0.858245	0.423335	0.830886	0.888643	0.420497	0.861103	0.888183	0.359324	0.862973	0.538832	0.897203	0.496255	0.523465	0.858476	0.861986	0.384473	0.889694	0.875276	0.85818	0.878517	0.4783
cg03244189	0.107096	0.07549	0.08463	0.121877	0.072217	0.102791	0.064414	0.044413	0.055888	0.096425	0.086346	0.057646	0.092348	0.124037	0.087267	0.098861	0.125455	0.063806	0.071563	0.0794	0.103586	0.050392	0.068996	0.125145	0.06931	0.063478	0.07695	0.063601	0.079935	0.069614	0.102767	0.081192	0.107681	0.099068	0.086769	0.098383	0.086476	0.091069	0.095698	0.051351	0.096437	0.138119	0.086676	0.063392	0.097062	0.080267	0.097706	0.092524	0.079905	0.105178
cg03443143	0.260517	0.41762	0.842203	0.233347	0.870314	0.331834	0.299959	0.883251	0.861824	0.245233	0.304898	0.862852	0.381625	0.240364	0.211775	0.36082	0.379739	0.870569	0.883388	0.847705	0.862517	0.841618	0.871836	0.406959	0.838936	0.836425	0.865074	0.836192	0.856001	0.860155	0.389244	0.831059	0.885591	0.351858	0.846949	0.880701	0.250156	0.837666	0.447273	0.872241	0.261346	0.491111	0.85798	0.851128	0.390681	0.842995	0.845064	0.845293	0.838979	0.362744
cg03683899	0.129113	0.124815	0.006112	0.055022	0.000258	0.091813	0	0.010274	0.008275	0.208294	0	0.008162	0	0.035213	0	0.078698	0.111375	0.007453	0.003294	0.017452	0.018777	0.014268	0.000543	0.128799	0.010539	0.01571	0.016874	0.004279	0.011016	0	0	0.000293	0.008731	0.073549	0.019607	0	0	0.004494	0.114479	0.016141	0.133952	0	0	0.006536	0	0.004471	0.002033	0	0.012871	0.033184
cg03695421	0.089184	0.192752	0.649418	0.1635	0.645803	0.237274	0.127393	0.666058	0.658632	0.217251	0.186895	0.655069	0.179142	0.215589	0.246585	0.158417	0.194598	0.707521	0.758228	0.629388	0.614882	0.528463	0.66237	0.247476	0.636448	0.593966	0.712166	0.602195	0.622069	0.551224	0.187299	0.554841	0.752012	0.167533	0.684408	0.628005	0.259735	0.627147	0.157156	0.657156	0.189096	0.201166	0.685763	0.631262	0.146644	0.594397	0.585242	0.656293	0.530012	0.158923
cg03706273	0.033963	0.088503	0.018382	0.028065	0.021753	0.028806	0.01894	0.039818	0.024603	0.041341	0.055634	0.032757	0.056283	0.05685	0.028408	0.032992	0.01449	0.022286	0.034458	0.021272	0.03115	0.037681	0.027942	0.01638	0.01174	0.021244	0.046383	0.016533	0.04746	0.022253	0.025287	0.022405	0.091365	0.082537	0.024879	0.07227	0.044255	0.031196	0.025114	0.045153	0.034585	0.011903	0.089943	0.028071	0.020495	0.029286	0.024348	0.061649	0.026306	0.110883
cg03750315	0	0	0.050985	0.116685	0.097016	0	0	0.050496	0.083256	0	0.363527	0.054187	0.01291	0.286594	0.055608	0.271485	0.303506	0.039412	0.068642	0.035887	0.049647	0.048159	0.055614	0.317966	0.075094	0.048591	0.046967	0.066825	0.05048	0.064234	0.03485	0.052224	0.060627	0.420148	0.062377	0.052589	0	0.053708	0.335578	0.063115	0	0.053717	0.062202	0.084382	0.241499	0.03757	0.063892	0.057471	0.095489	0
cg03767353	0.23088	0.103797	0.774409	0.266053	0.758145	0.130401	0.317789	0.812572	0.774626	0.28666	0.25074	0.806881	0.061882	0.256873	0.254172	0.427703	0.201409	0.890165	0.759238	0.651624	0.646669	0.791958	0.711686	0.322239	0.710234	0.635218	0.766025	0.735804	0.7357	0.655531	0.142991	0.770684	0.630855	0.312674	0.751988	0.698039	0.314374	0.558308	0.184534	0.857667	0.512574	0.156786	0.756371	0.737041	0.328313	0.719616	0.667281	0.658818	0.819589	0.419012
cg04016144	0.220749	0.245677	0.9351	0.361458	0.913381	0.440544	0.217994	0.927445	0.911772	0.218647	0.426992	0.920248	0.314912	0.345669	0.258328	0.268357	0.268073	0.946657	0.942364	0.899301	0.931347	0.907326	0.919342	0.274896	0.93824	0.921992	0.92249	0.941791	0.909101	0.875708	0.322407	0.93869	0.897506	0.267128	0.921441	0.947668	0.395437	0.931025	0.322506	0.931556	0.412063	0.27809	0.911817	0.955761	0.347041	0.917153	0.9286	0.941402	0.931525	0.171375
cg04023335	0.161508	0.173966	0.523676	0.179861	0.528571	0.216918	0.220716	0.559903	0.51697	0.159905	0.183656	0.522127	0.159093	0.192106	0.183418	0.178119	0.172455	0.460168	0.539418	0.522597	0.529267	0.514042	0.518992	0.144615	0.532239	0.47959	0.612859	0.501095	0.510898	0.523543	0.174882	0.508492	0.580924	0.208578	0.473718	0.551319	0.199322	0.488912	0.195018	0.545969	0.159606	0.146828	0.570028	0.496984	0.183073	0.58216	0.499971	0.528433	0.481731	0.198111
cg04042030	0.300245	0.153725	0.0037	0	0.012353	0.107578	0	0.012303	0.015254	0.207	0.12745	0.019927	0.276635	0.317171	0.006462	0.29685	0.249693	0.011118	0.021397	0.0131	0.014597	0.02478	0.008215	0.178105	0.042756	0.018174	0.017342	0.020892	0.028367	0.012826	0.172761	0.01579	0.019222	0.34633	0.018177	0.029342	0.264913	0.014513	0.034454	0.011723	0.023157	0.320679	0.027674	0.012944	0.167866	0.011444	0.013286	0.022248	0.017407	0.310694
cg04303809	0.195788	0.21018	0.131893	0.23138	0.097752	0.396748	0.223617	0.119691	0.08021	0.232381	0.220665	0.15421	0.299507	0.177125	0.108929	0.105661	0.154585	0.078733	0.092585	0.119388	0.130516	0.088829	0.061955	0.246785	0.072726	0.067129	0.093664	0.14115	0.087993	0.109345	0.247396	0.07816	0.131127	0.177155	0.089052	0.091976	0.237695	0.061499	0.220431	0.096202	0.276725	0.308454	0.06964	0.113243	0.166034	0.104617	0.064765	0.101413	0.054794	0.221583
cg04448376	0.160354	0.27834	0.052108	0.194558	0.052781	0.145202	0.040657	0.054988	0.057943	0.378407	0.115974	0.093139	0.169064	0.225025	0.174528	0.166186	0.135599	0.060135	0.048472	0.072863	0.054508	0.065324	0.068019	0.112395	0.062631	0.057091	0.12874	0.029784	0.058696	0.05252	0.129017	0.078296	0.069979	0.193015	0.074432	0.069414	0.359751	0	0.153798	0.041475	0	0.289859	0.043318	0.063065	0.183218	0.051956	0.082203	0.058454	0.055114	0.220914
cg04462340	0.795077	0.83835	0.877833	0.857622	0.907351	0.806421	0.864127	0.917077	0.874417	0.826852	0.864539	0.837563	0.894537	0.849108	0.879667	0.871415	0.877821	0.855866	0.844839	0.860559	0.903058	0.857706	0.864521	0.810408	0.884783	0.877911	0.865635	0.834492	0.855017	0.887073	0.839798	0.81894	0.897329	0.85058	0.861857	0.903309	0.847926	0.876664	0.862295	0.878451	0.862595	0.834305	0.90167	0.871317	0.859382	0.883119	0.848241	0.880571	0.864856	0.816536
cg04689676	0.056555	0.069538	0.025783	0.117795	0.038427	0.045055	0.031153	0.02046	0.028102	0.043329	0.064698	0.015242	0.062738	0.074628	0.029511	0.045603	0.047149	0.043964	0.032121	0.037931	0.034303	0.029358	0.030835	0.064061	0.030575	0.03508	0.031742	0.028989	0.031134	0.043677	0.038069	0.036283	0.032543	0.012693	0.025831	0.023899	0.061891	0.032163	0.046029	0.021707	0.062795	0.057589	0.024478	0.031362	0.053211	0.024442	0.009369	0.025202	0.03705	0.057609
cg04792227	0.175403	0.120069	0.340615	0.166404	0.306109	0.236896	0.179475	0.278021	0.290969	0.221074	0.236747	0.284499	0.180873	0.195335	0.170676	0.226587	0.229292	0.298846	0.217588	0.169973	0.35049	0.321715	0.256828	0.234226	0.305418	0.272305	0.28901	0.284175	0.316026	0.29623	0.20269	0.34228	0.362647	0.224916	0.350429	0.400687	0.195771	0.206577	0.151533	0.385279	0.26216	0.259466	0.406785	0.400929	0.229361	0.385943	0.353352	0.284561	0.21702	0.220219
cg04840163	0.195807	0.144841	0.165869	0.224535	0.138621	0.070971	0.165324	0.150809	0.160902	0.408931	0.117846	0.135909	0.169339	0.097313	0	0.087626	0.331626	0.141658	0.144563	0.122256	0.135967	0.147419	0.130585	0.290127	0.150299	0.093785	0.149365	0.133894	0.118204	0.133896	0.287901	0.104656	0.14569	0.290943	0.134623	0.134397	0.230343	0.128323	0.251446	0.139768	0	0.016434	0.108712	0.148298	0.461096	0.140161	0.140722	0.145472	0.123355	0
cg04964672	0.574257	0.582562	0.782716	0.537145	0.833007	0.578469	0.588351	0.855558	0.81096	0.576372	0.566043	0.822129	0.556096	0.603801	0.560998	0.552901	0.599124	0.824881	0.845546	0.810939	0.845	0.82572	0.846049	0.575217	0.81085	0.806137	0.812657	0.807731	0.803283	0.833027	0.601995	0.802184	0.83613	0.544676	0.802075	0.825448	0.586149	0.807079	0.617562	0.836489	0.531673	0.569338	0.84167	0.822326	0.600588	0.842216	0.803603	0.813954	0.784636	0.507732
cg05213048	0.633686	0.639249	0.801714	0.653835	0.825622	0.755729	0.728124	0.810937	0.791415	0.692818	0.685464	0.856555	0.587678	0.744983	0.666598	0.599732	0.643485	0.829227	0.843694	0.798575	0.806084	0.884692	0.764205	0.536568	0.780478	0.721146	0.773144	0.790953	0.733856	0.803889	0.703693	0.745224	0.836037	0.799181	0.801226	0.7599	0.747522	0.790805	0.764879	0.871117	0.692758	0.530168	0.817792	0.727329	0.697656	0.833821	0.80735	0.756262	0.766695	0.69114
cg05230942	0.284892	0.267061	0.557411	0.3541	0.624504	0.236501	0.241114	0.552228	0.496706	0.328792	0.24559	0.488662	0.400511	0.25604	0.424849	0.313721	0.231542	0.507384	0.498345	0.591346	0.618527	0.532866	0.603692	0.370709	0.46325	0.569235	0.602469	0.508123	0.539589	0.646903	0.383512	0.493492	0.63363	0.305646	0.510221	0.561445	0.334893	0.562774	0.28902	0.57136	0.294074	0.256287	0.557517	0.568939	0.338126	0.55141	0.57254	0.524697	0.462918	0.335819
cg05480730	0.125047	0.286581	0.019997	0.201111	0.02749	0.095276	0.142771	0.03139	0.021413	0.161619	0.252426	0.015478	0.126128	0.080969	0.208896	0.377755	0.33728	0.011503	0.023797	0.019445	0.025334	0.031511	0.021479	0.239234	0.016199	0.030158	0.01506	0.014524	0.016236	0.021021	0.197433	0.033667	0.043208	0.084845	0.033789	0.015426	0.224984	0.018787	0.256859	0.014464	0.395509	0.239818	0.008848	0.025646	0.191896	0.015556	0.028098	0.015219	0.041117	0.379448
cg05544622	0.324843	0.206221	0.907603	0.353816	0.911339	0.297586	0.180113	0.93022	0.905065	0.26439	0.274289	0.925874	0.220642	0.26967	0.335649	0.241442	0.250167	0.898312	0.910883	0.91956	0.90972	0.88069	0.909888	0.284104	0.897697	0.895372	0.914371	0.920738	0.925731	0.908867	0.258794	0.91623	0.929913	0.218639	0.908871	0.932925	0.13803	0.902862	0.200533	0.917459	0.263557	0.276691	0.909728	0.914279	0.243587	0.929184	0.908658	0.928811	0.907079	0.215396
cg05621349	0.229965	0.249125	0.04111	0.121848	0.04855	0.251254	0.112428	0.021233	0.032775	0.114995	0	0.017584	0.210208	0.108173	0.145082	0.087246	0.044757	0.0381	0.018647	0.025127	0.02362	0.017471	0.031749	0.201307	0.024859	0.025636	0.035079	0.041164	0.017366	0.050467	0	0.023174	0.010332	0	0.038809	0.043938	0.035754	0.04276	0.034326	0.035362	0.181476	0.082128	0.028026	0.05264	0	0.034142	0.049906	0.032099	0.030004	0.071497
cg05865243	0.375504	0.382752	0.972526	0.494476	0.964808	0.48349	0.397736	0.979202	0.972786	0.336982	0.389285	0.971211	0.409882	0.352279	0.411806	0.406433	0.366775	0.974496	0.978407	0.962143	0.97097	0.957879	0.972113	0.254531	0.973247	0.960131	0.976587	0.970853	0.967695	0.963572	0.305324	0.965593	0.969666	0.295485	0.97273	0.967663	0.28502	0.965983	0.269302	0.966185	0.509387	0.360598	0.963451	0.96752	0.189754	0.971107	0.974708	0.96668	0.962423	0.446237
cg05890011	0.157802	0.159552	0.021168	0.263635	0.022405	0.158145	0	0.016899	0.015851	0.174475	0.098471	0.01374	0.212389	0.072492	0.147358	0.196756	0.161919	0.008769	0.007881	0.017517	0.003221	0.011415	0.017353	0.168499	0.014135	0.012334	0.013139	0.014189	0.022085	0.01422	0.144491	0.025965	0.026876	0.20345	0.026199	0.0231	0.201335	0.019412	0.188238	0.011451	0.228938	0.279496	0.030716	0.014246	0.146706	0.020197	0.024221	0.038743	0.011785	0.116134
cg06322277	0.10766	0.264691	0.820965	0.268042	0.877466	0.178984	0.140362	0.86214	0.883303	0.013259	0.070096	0.850331	0.100808	0.123525	0.018535	0.478454	0.232758	0.833345	0.893449	0.855686	0.874692	0.808063	0.907233	0.300704	0.878202	0.877942	0.89419	0.886988	0.860162	0.896183	0.0926	0.820417	0.88879	0.298749	0.880193	0.842939	0.18324	0.861681	0.063932	0.850946	0.324827	0.098483	0.885512	0.843324	0.387746	0.873202	0.873353	0.871398	0.882367	0.047876
cg06479204	0.085659	0.239591	0.094158	0.098807	0.084348	0.275558	0.322771	0.069852	0.076695	0.081316	0.207216	0.109221	0.180708	0.221075	0.219975	0	0.013671	0.093126	0.157126	0.08611	0.069628	0.095031	0.054902	0.229153	0.069813	0.068916	0.217803	0.074146	0.085222	0.069911	0.139266	0.089004	0.079971	0.125327	0.144903	0.082153	0.010373	0.084554	0.267258	0.071856	0.144365	0	0.059754	0.08472	0.076475	0.064264	0.076291	0.084707	0.104801	0.102846
cg07731488	0	0.056597	0.006215	0.152766	0.003788	0.044123	0	0.005782	0	0.02152	0	0.003952	0.055447	0	0	0	0	0.010838	0.007432	0	0.005124	0.001262	0.014451	0	0.008855	0.011142	0.010395	0.007479	0.007501	0.00581	0.072181	0.010406	0.016596	0	0.011172	0.016011	0.067423	0.015076	0	0.00347	0.163043	0	0.009647	0.010267	0	0.007891	0.029935	0.005178	0.011099	0.232857
cg07747963	0.408528	0.273354	0.753113	0.427785	0.77642	0.374032	0.452544	0.831222	0.771762	0.243925	0.19505	0.811962	0.15594	0.015538	0.339362	0.379749	0.288437	0.694047	0.805078	0.789759	0.819375	0.780982	0.800758	0.152091	0.767517	0.787584	0.812423	0.795075	0.765199	0.833648	0.20747	0.737953	0.818585	0.219397	0.780345	0.820575	0.458866	0.815693	0.158762	0.817778	0.179159	0.108018	0.822553	0.838951	0.30288	0.799471	0.800156	0.824718	0.764715	0.423237
cg07939587	0.502428	0.550084	0.782813	0.390978	0.772609	0.548072	0.508964	0.778969	0.727054	0.494715	0.418791	0.802525	0.3542	0.428746	0.40805	0.390797	0.55391	0.874445	0.659582	0.608154	0.604267	0.762766	0.63489	0.576705	0.672242	0.589957	0.776881	0.77047	0.674148	0.620757	0.404495	0.77231	0.641294	0.470507	0.733927	0.716234	0.367181	0.595835	0.396281	0.847129	0.481384	0.287017	0.704779	0.716398	0.403904	0.693716	0.628295	0.559945	0.817011	0.475679
cg08242338	0.320694	0.457002	0.961732	0.244587	0.971034	0.455273	0.488538	0.975598	0.968361	0.274171	0.330995	0.964754	0.119844	0.144864	0.174916	0.410842	0.307712	0.975442	0.972541	0.9599	0.971385	0.963384	0.971724	0.280466	0.962468	0.960433	0.964896	0.959982	0.952783	0.964985	0.330501	0.956483	0.961871	0.308008	0.966384	0.962187	0.27013	0.963263	0.431632	0.972919	0.451614	0.228057	0.96991	0.965321	0.154231	0.963093	0.956171	0.974737	0.965546	0.041751
cg08265308	0.203194	0.117249	0.74592	0.238952	0.792203	0.193077	0.207547	0.798083	0.7311	0.280166	0.275941	0.731196	0.161036	0.262353	0.264164	0.130057	0.150506	0.718373	0.781454	0.801998	0.791687	0.777326	0.804537	0.238595	0.782798	0.7081	0.798836	0.75586	0.73221	0.648584	0.206953	0.692542	0.7759	0.21937	0.748557	0.79778	0.296494	0.723293	0.169127	0.788993	0.172595	0.268688	0.71207	0.764157	0.144928	0.81372	0.760462	0.745599	0.710378	0.148776
cg08921682	0.415999	0.305512	0.373102	0.326267	0.387982	0.138787	0.220551	0.220912	0.213295	0.357991	0.158036	0.266059	0.106791	0.14366	0.450264	0.244628	0	0.139011	0.195423	0.499345	0.335608	0.199025	0.207581	0.269056	0.274841	0.360857	0.262916	0.318683	0.337231	0.438506	0.067353	0.196528	0.393768	0.21603	0.243309	0.285873	0.176387	0.39926	0.341977	0.248842	0.008328	0.332127	0.290809	0.255991	0	0.314476	0.326623	0.364201	0.263144	0.226175
cg09350919	0.19242	0.266593	0.925527	0.250219	0.923986	0.332688	0.28087	0.933046	0.927981	0.357641	0.307322	0.937898	0.06178	0.039435	0.16995	0.326824	0.106144	0.926828	0.929771	0.931808	0.924184	0.908346	0.940041	0.280688	0.932427	0.920977	0.930406	0.918936	0.919201	0.931824	0.360189	0.918056	0.941184	0.205181	0.928378	0.950632	0.248078	0.923939	0.136882	0.938567	0.195565	0.07401	0.926555	0.937215	0.143232	0.928806	0.924943	0.934008	0.907048	0.255853
cg09460641	0.19959	0.193809	0.87914	0.208168	0.879887	0.292433	0.105295	0.904962	0.890729	0.18131	0.227999	0.886943	0.234802	0.11315	0.218463	0.191799	0.239583	0.866609	0.904361	0.878986	0.872671	0.887144	0.911281	0.230571	0.890723	0.894514	0.892088	0.905496	0.876301	0.902458	0.119867	0.869436	0.898396	0.25228	0.876011	0.892838	0.108738	0.885119	0.282971	0.905151	0.201452	0.212962	0.892667	0.87474	0.161931	0.903912	0.895123	0.88845	0.869635	0.168516
cg09856092	0.183937	0.067749	0.022433	0.228344	0.023748	0.145106	0.155137	0.012089	0.017789	0.127454	0.060732	0.01518	0.181904	0.107686	0.116788	0.290829	0	0.022179	0.011602	0.021249	0.018557	0.014386	0.008265	0.084898	0.014417	0.019413	0.00987	0.018678	0.016766	0.009715	0.297776	0.016167	0.009554	0.160158	0.025554	0.020385	0.402973	0.003638	0.261083	0.015128	0.384406	0.194592	0.011341	0.017492	0	0.014411	0.018247	0.025844	0.01389	0.08028
cg10076560	0.188689	0.145845	0.258466	0.122018	0.216742	0.068283	0.135217	0.228529	0.237397	0.253638	0.043512	0.22119	0.113082	0.249281	0.123427	0.111326	0.215188	0.222927	0.198919	0.213157	0.230472	0.21656	0.2265	0.203426	0.206957	0.209379	0.245524	0.214886	0.21392	0.214306	0.251669	0.236214	0.244751	0.161004	0.218395	0.224067	0.076723	0.231711	0.189042	0.22528	0.166183	0.225296	0.226331	0.224234	0.180276	0.225873	0.248986	0.232256	0.228056	0.154429
cg10213302	0.542478	0.565936	0.177338	0.486563	0.18593	0.479182	0.703511	0.125756	0.152562	0.464521	0.509988	0.168645	0.460268	0.509155	0.559842	0.370546	0.605574	0.249458	0.186755	0.203644	0.19856	0.169099	0.16208	0.478784	0.145126	0.170841	0.135958	0.094063	0.15448	0.159048	0.619291	0.159453	0.185133	0.646436	0.198156	0.19242	0.666422	0.178293	0.531606	0.133382	0.598855	0.600618	0.171142	0.207272	0.69868	0.153643	0.163417	0.173624	0.179218	0.529341
