Model	SNP1	SNP2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
aa*Bb_vs_other	0	26	15	35	15	35	1.000000	0.425107	2.352348	0.047619	0.827259
aa*Bb_vs_other	0	27	6	44	15	35	0.318182	0.111826	0.905331	3.857746	0.049517
aa*Bb_vs_other	0	28	15	35	15	35	1.000000	0.425107	2.352348	0.047619	0.827259
aa*Bb_vs_other	0	29	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*Bb_vs_other	0	30	15	35	14	36	1.102041	0.464351	2.615467	0.000000	1.000000
aa*Bb_vs_other	0	31	15	35	14	36	1.102041	0.464351	2.615467	0.000000	1.000000
aa*Bb_vs_other	0	32	15	35	15	35	1.000000	0.425107	2.352348	0.047619	0.827259
aa*Bb_vs_other	0	33	16	34	15	35	1.098039	0.470299	2.563666	0.000000	1.000000
aa*Bb_vs_other	0	34	14	36	15	35	0.907407	0.382341	2.153544	0.000000	1.000000
aa*Bb_vs_other	0	35	15	35	15	35	1.000000	0.425107	2.352348	0.047619	0.827259
aa*Bb_vs_other	0	36	14	36	15	35	0.907407	0.382341	2.153544	0.000000	1.000000
aa*Bb_vs_other	0	37	14	36	15	35	0.907407	0.382341	2.153544	0.000000	1.000000
aa*Bb_vs_other	0	38	14	36	12	38	1.231481	0.502824	3.016061	0.051975	0.819661
aa*Bb_vs_other	0	39	14	36	13	37	1.106838	0.457526	2.677639	0.000000	1.000000
aa*Bb_vs_other	0	40	14	36	15	35	0.907407	0.382341	2.153544	0.000000	1.000000
aa*Bb_vs_other	0	41	11	39	14	36	0.725275	0.291820	1.802559	0.213333	0.644167
aa*Bb_vs_other	0	42	18	32	16	34	1.195312	0.521951	2.737369	0.044563	0.832809
aa*Bb_vs_other	0	43	15	35	16	34	0.910714	0.390066	2.126306	0.000000	1.000000
aa*Bb_vs_other	0	44	14	36	13	37	1.106838	0.457526	2.677639	0.000000	1.000000
aa*Bb_vs_other	0	45	7	43	14	36	0.418605	0.152528	1.148838	2.169982	0.140728
aa*Bb_vs_other	0	46	17	33	13	37	1.466200	0.619676	3.469144	0.428571	0.512691
aa*Bb_vs_other	0	47	14	36	15	35	0.907407	0.382341	2.153544	0.000000	1.000000
aa*Bb_vs_other	0	48	9	41	16	34	0.466463	0.183185	1.187804	1.920000	0.165857
aa*Bb_vs_other	0	49	14	36	15	35	0.907407	0.382341	2.153544	0.000000	1.000000
aa*Bb_vs_other	0	50	16	34	14	36	1.210084	0.513675	2.850642	0.047619	0.827259
aa*Bb_vs_other	0	51	14	36	16	34	0.826389	0.350798	1.946756	0.047619	0.827259
aa*Bb_vs_other	0	52	14	36	14	36	1.000000	0.417674	2.394210	0.049603	0.823755
aa*Bb_vs_other	0	53	14	36	14	36	1.000000	0.417674	2.394210	0.049603	0.823755
aa*Bb_vs_other	0	54	9	41	16	34	0.466463	0.183185	1.187804	1.920000	0.165857
aa*Bb_vs_other	0	55	14	36	16	34	0.826389	0.350798	1.946756	0.047619	0.827259
aa*Bb_vs_other	0	56	12	38	14	36	0.812030	0.331558	1.988769	0.051975	0.819661
aa*Bb_vs_other	0	57	16	34	15	35	1.098039	0.470299	2.563666	0.000000	1.000000
aa*Bb_vs_other	0	58	5	45	14	36	0.285714	0.094045	0.868014	4.158545	0.041425
aa*Bb_vs_other	0	59	14	36	12	38	1.231481	0.502824	3.016061	0.051975	0.819661
aa*Bb_vs_other	0	60	14	36	12	38	1.231481	0.502824	3.016061	0.051975	0.819661
aa*Bb_vs_other	0	61	14	36	14	36	1.000000	0.417674	2.394210	0.049603	0.823755
aa*Bb_vs_other	0	62	13	37	15	35	0.819820	0.341834	1.966169	0.049603	0.823755
aa*Bb_vs_other	0	63	17	33	11	39	1.826446	0.750873	4.442705	1.240079	0.265456
aa*Bb_vs_other	0	64	14	36	16	34	0.826389	0.350798	1.946756	0.047619	0.827259
aa*Bb_vs_other	0	65	15	35	12	38	1.357143	0.558890	3.295524	0.202943	0.652356
aa*Bb_vs_other	0	66	17	33	12	38	1.631313	0.680814	3.908825	0.777076	0.378037
aa*Bb_vs_other	0	67	14	36	12	38	1.231481	0.502824	3.016061	0.051975	0.819661
aa*Bb_vs_other	0	68	14	36	16	34	0.826389	0.350798	1.946756	0.047619	0.827259
aa*Bb_vs_other	0	69	6	44	14	36	0.350649	0.122345	1.004986	3.062500	0.080118
aa*Bb_vs_other	0	70	10	40	16	34	0.531250	0.213233	1.323558	1.299376	0.254327
aa*Bb_vs_other	0	71	10	40	16	34	0.531250	0.213233	1.323558	1.299376	0.254327
aa*Bb_vs_other	0	72	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*Bb_vs_other	0	73	5	45	12	38	0.351852	0.113760	1.088257	2.551382	0.110198
aa*Bb_vs_other	0	74	6	44	11	39	0.483471	0.163510	1.429544	1.133948	0.286935
aa*Bb_vs_other	0	75	10	40	19	31	0.407895	0.166178	1.001203	3.108305	0.077894
aa*Bb_vs_other	0	76	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*Bb_vs_other	0	77	16	34	17	33	0.913495	0.396757	2.103231	0.000000	1.000000
aa*Bb_vs_other	0	78	17	33	17	33	1.000000	0.437135	2.287621	0.044563	0.832809
aa*Bb_vs_other	0	79	10	40	11	39	0.886364	0.338266	2.322555	0.000000	1.000000
aa*Bb_vs_other	0	80	19	31	16	34	1.302419	0.571259	2.969399	0.175824	0.674987
aa*Bb_vs_other	0	81	18	32	14	36	1.446429	0.621119	3.368366	0.413603	0.520146
aa*Bb_vs_other	0	82	17	33	16	34	1.094697	0.475459	2.520432	0.000000	1.000000
aa*Bb_vs_other	0	83	17	33	16	34	1.094697	0.475459	2.520432	0.000000	1.000000
aa*Bb_vs_other	0	84	19	31	14	36	1.576037	0.679735	3.654207	0.723654	0.394948
aa*Bb_vs_other	0	85	19	31	14	36	1.576037	0.679735	3.654207	0.723654	0.394948
aa*Bb_vs_other	0	86	19	31	14	36	1.576037	0.679735	3.654207	0.723654	0.394948
aa*Bb_vs_other	0	87	19	31	14	36	1.576037	0.679735	3.654207	0.723654	0.394948
aa*Bb_vs_other	0	88	19	31	14	36	1.576037	0.679735	3.654207	0.723654	0.394948
aa*Bb_vs_other	0	89	18	32	14	36	1.446429	0.621119	3.368366	0.413603	0.520146
aa*Bb_vs_other	0	90	17	33	17	33	1.000000	0.437135	2.287621	0.044563	0.832809
aa*Bb_vs_other	0	91	17	33	14	36	1.324675	0.565853	3.101095	0.187003	0.665423
aa*Bb_vs_other	0	92	17	33	14	36	1.324675	0.565853	3.101095	0.187003	0.665423
aa*Bb_vs_other	0	93	17	33	14	36	1.324675	0.565853	3.101095	0.187003	0.665423
aa*Bb_vs_other	0	94	17	33	14	36	1.324675	0.565853	3.101095	0.187003	0.665423
aa*Bb_vs_other	0	95	17	33	14	36	1.324675	0.565853	3.101095	0.187003	0.665423
aa*Bb_vs_other	0	96	17	33	14	36	1.324675	0.565853	3.101095	0.187003	0.665423
aa*Bb_vs_other	0	97	9	41	8	42	1.152439	0.405268	3.277131	0.000000	1.000000
aa*Bb_vs_other	0	98	18	32	13	37	1.600962	0.680153	3.768383	0.748013	0.387106
aa*Bb_vs_other	0	99	15	35	13	37	1.219780	0.508603	2.925392	0.049603	0.823755
aa*Bb_vs_other	1	2	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*Bb_vs_other	1	3	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*Bb_vs_other	1	4	4	46	4	46	1.000000	0.235762	4.241560	0.135870	0.712422
aa*Bb_vs_other	1	5	7	43	14	36	0.418605	0.152528	1.148838	2.169982	0.140728
aa*Bb_vs_other	1	6	7	43	15	35	0.379845	0.139458	1.034594	2.855478	0.091063
aa*Bb_vs_other	1	7	6	44	13	37	0.388112	0.134254	1.121984	2.339181	0.126156
aa*Bb_vs_other	1	8	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*Bb_vs_other	1	9	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*Bb_vs_other	1	10	13	37	15	35	0.819820	0.341834	1.966169	0.049603	0.823755
aa*Bb_vs_other	1	11	16	34	17	33	0.913495	0.396757	2.103231	0.000000	1.000000
aa*Bb_vs_other	1	12	12	38	11	39	1.119617	0.440785	2.843884	0.000000	1.000000
aa*Bb_vs_other	1	13	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
aa*Bb_vs_other	1	14	11	39	15	35	0.658120	0.267037	1.621955	0.467775	0.494012
aa*Bb_vs_other	1	15	11	39	14	36	0.725275	0.291820	1.802559	0.213333	0.644167
aa*Bb_vs_other	1	16	11	39	14	36	0.725275	0.291820	1.802559	0.213333	0.644167
aa*Bb_vs_other	1	17	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	1	18	15	35	13	37	1.219780	0.508603	2.925392	0.049603	0.823755
aa*Bb_vs_other	1	19	13	37	10	40	1.405405	0.550180	3.590031	0.225861	0.634610
aa*Bb_vs_other	1	20	13	37	10	40	1.405405	0.550180	3.590031	0.225861	0.634610
aa*Bb_vs_other	1	21	13	37	10	40	1.405405	0.550180	3.590031	0.225861	0.634610
aa*Bb_vs_other	1	22	11	39	9	41	1.284900	0.480306	3.437326	0.062500	0.802587
aa*Bb_vs_other	1	23	11	39	9	41	1.284900	0.480306	3.437326	0.062500	0.802587
aa*Bb_vs_other	1	24	11	39	12	38	0.893162	0.351632	2.268678	0.000000	1.000000
aa*Bb_vs_other	1	25	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*Bb_vs_other	1	26	8	42	12	38	0.603175	0.222687	1.633774	0.562500	0.453255
aa*Bb_vs_other	1	27	7	43	16	34	0.345930	0.127821	0.936211	3.613778	0.057303
aa*Bb_vs_other	1	28	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*Bb_vs_other	1	29	10	40	4	46	2.875000	0.836527	9.880889	2.076412	0.149591
aa*Bb_vs_other	1	30	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*Bb_vs_other	1	31	11	39	12	38	0.893162	0.351632	2.268678	0.000000	1.000000
aa*Bb_vs_other	1	32	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*Bb_vs_other	1	33	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*Bb_vs_other	1	34	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	1	35	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.634610
aa*Bb_vs_other	1	36	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	1	37	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	1	38	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	1	39	9	41	11	39	0.778270	0.290924	2.082005	0.062500	0.802587
aa*Bb_vs_other	1	40	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	1	41	10	40	14	36	0.642857	0.254132	1.626183	0.493421	0.482405
aa*Bb_vs_other	1	42	12	38	14	36	0.812030	0.331558	1.988769	0.051975	0.819661
aa*Bb_vs_other	1	43	13	37	16	34	0.746622	0.313605	1.777533	0.194269	0.659387
aa*Bb_vs_other	1	44	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	1	45	7	43	15	35	0.379845	0.139458	1.034594	2.855478	0.091063
aa*Bb_vs_other	1	46	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	1	47	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	1	48	7	43	16	34	0.345930	0.127821	0.936211	3.613778	0.057303
aa*Bb_vs_other	1	49	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	1	50	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
aa*Bb_vs_other	1	51	12	38	16	34	0.671053	0.278354	1.617764	0.446429	0.504036
aa*Bb_vs_other	1	52	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	1	53	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	1	54	7	43	16	34	0.345930	0.127821	0.936211	3.613778	0.057303
aa*Bb_vs_other	1	55	11	39	16	34	0.599359	0.244930	1.466671	0.811771	0.367597
aa*Bb_vs_other	1	56	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
aa*Bb_vs_other	1	57	12	38	13	37	0.898785	0.363288	2.223624	0.000000	1.000000
aa*Bb_vs_other	1	58	6	44	16	34	0.289773	0.102468	0.819461	4.720280	0.029809
aa*Bb_vs_other	1	59	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	1	60	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	1	61	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	1	62	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*Bb_vs_other	1	63	10	40	3	47	3.916667	1.007896	15.220099	3.183024	0.074407
aa*Bb_vs_other	1	64	11	39	16	34	0.599359	0.244930	1.466671	0.811771	0.367597
aa*Bb_vs_other	1	65	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	1	66	11	39	4	46	3.243590	0.956331	11.001292	2.823529	0.092892
aa*Bb_vs_other	1	67	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	1	68	11	39	16	34	0.599359	0.244930	1.466671	0.811771	0.367597
aa*Bb_vs_other	1	69	7	43	16	34	0.345930	0.127821	0.936211	3.613778	0.057303
aa*Bb_vs_other	1	70	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*Bb_vs_other	1	71	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*Bb_vs_other	1	72	6	44	15	35	0.318182	0.111826	0.905331	3.857746	0.049517
aa*Bb_vs_other	1	73	6	44	16	34	0.289773	0.102468	0.819461	4.720280	0.029809
aa*Bb_vs_other	1	74	7	43	15	35	0.379845	0.139458	1.034594	2.855478	0.091063
aa*Bb_vs_other	1	75	8	42	16	34	0.404762	0.154726	1.058852	2.686404	0.101208
aa*Bb_vs_other	1	76	9	41	16	34	0.466463	0.183185	1.187804	1.920000	0.165857
aa*Bb_vs_other	1	77	10	40	10	40	1.000000	0.375311	2.664456	0.062500	0.802587
aa*Bb_vs_other	1	78	12	38	12	38	1.000000	0.399375	2.503911	0.054825	0.814871
aa*Bb_vs_other	1	79	9	41	11	39	0.778270	0.290924	2.082005	0.062500	0.802587
aa*Bb_vs_other	1	80	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*Bb_vs_other	1	81	12	38	13	37	0.898785	0.363288	2.223624	0.000000	1.000000
aa*Bb_vs_other	1	82	11	39	14	36	0.725275	0.291820	1.802559	0.213333	0.644167
aa*Bb_vs_other	1	83	9	41	14	36	0.564460	0.218397	1.458879	0.903444	0.341860
aa*Bb_vs_other	1	84	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.634610
aa*Bb_vs_other	1	85	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.634610
aa*Bb_vs_other	1	86	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.634610
aa*Bb_vs_other	1	87	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.634610
aa*Bb_vs_other	1	88	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.634610
aa*Bb_vs_other	1	89	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.634610
aa*Bb_vs_other	1	90	9	41	14	36	0.564460	0.218397	1.458879	0.903444	0.341860
aa*Bb_vs_other	1	91	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	1	92	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	1	93	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	1	94	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	1	95	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	1	96	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	1	97	4	46	5	45	0.782609	0.197374	3.103133	0.000000	1.000000
aa*Bb_vs_other	1	98	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*Bb_vs_other	1	99	8	42	10	40	0.761905	0.273203	2.124788	0.067751	0.794640
aa*Bb_vs_other	2	3	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	2	4	5	45	5	45	1.000000	0.270721	3.693841	0.111111	0.738883
aa*Bb_vs_other	2	5	6	44	14	36	0.350649	0.122345	1.004986	3.062500	0.080118
aa*Bb_vs_other	2	6	6	44	15	35	0.318182	0.111826	0.905331	3.857746	0.049517
aa*Bb_vs_other	2	7	5	45	13	37	0.316239	0.103246	0.968632	3.319783	0.068451
aa*Bb_vs_other	2	8	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*Bb_vs_other	2	9	9	41	8	42	1.152439	0.405268	3.277131	0.000000	1.000000
aa*Bb_vs_other	2	10	14	36	15	35	0.907407	0.382341	2.153544	0.000000	1.000000
aa*Bb_vs_other	2	11	15	35	17	33	0.831933	0.358587	1.930107	0.045956	0.830256
aa*Bb_vs_other	2	12	11	39	11	39	1.000000	0.388176	2.576152	0.058275	0.809243
aa*Bb_vs_other	2	13	10	40	8	42	1.312500	0.470635	3.660278	0.067751	0.794640
aa*Bb_vs_other	2	14	10	40	16	34	0.531250	0.213233	1.323558	1.299376	0.254327
aa*Bb_vs_other	2	15	10	40	14	36	0.642857	0.254132	1.626183	0.493421	0.482405
aa*Bb_vs_other	2	16	10	40	14	36	0.642857	0.254132	1.626183	0.493421	0.482405
aa*Bb_vs_other	2	17	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
aa*Bb_vs_other	2	18	14	36	13	37	1.106838	0.457526	2.677639	0.000000	1.000000
aa*Bb_vs_other	2	19	12	38	10	40	1.263158	0.488791	3.264317	0.058275	0.809243
aa*Bb_vs_other	2	20	12	38	10	40	1.263158	0.488791	3.264317	0.058275	0.809243
aa*Bb_vs_other	2	21	12	38	10	40	1.263158	0.488791	3.264317	0.058275	0.809243
aa*Bb_vs_other	2	22	10	40	9	41	1.138889	0.418818	3.096969	0.000000	1.000000
aa*Bb_vs_other	2	23	10	40	9	41	1.138889	0.418818	3.096969	0.000000	1.000000
aa*Bb_vs_other	2	24	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*Bb_vs_other	2	25	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	26	6	44	12	38	0.431818	0.147848	1.261211	1.693767	0.193105
aa*Bb_vs_other	2	27	7	43	17	33	0.316005	0.117395	0.850629	4.440790	0.035090
aa*Bb_vs_other	2	28	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	29	9	41	4	46	2.524390	0.722685	8.817879	1.414677	0.234281
aa*Bb_vs_other	2	30	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	31	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*Bb_vs_other	2	32	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	33	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	34	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	35	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.634610
aa*Bb_vs_other	2	36	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	37	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	38	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
aa*Bb_vs_other	2	39	9	41	11	39	0.778270	0.290924	2.082005	0.062500	0.802587
aa*Bb_vs_other	2	40	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	41	11	39	15	35	0.658120	0.267037	1.621955	0.467775	0.494012
aa*Bb_vs_other	2	42	12	38	14	36	0.812030	0.331558	1.988769	0.051975	0.819661
aa*Bb_vs_other	2	43	13	37	16	34	0.746622	0.313605	1.777533	0.194269	0.659387
aa*Bb_vs_other	2	44	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
aa*Bb_vs_other	2	45	7	43	16	34	0.345930	0.127821	0.936211	3.613778	0.057303
aa*Bb_vs_other	2	46	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
aa*Bb_vs_other	2	47	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	2	48	7	43	16	34	0.345930	0.127821	0.936211	3.613778	0.057303
aa*Bb_vs_other	2	49	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*Bb_vs_other	2	50	9	41	8	42	1.152439	0.405268	3.277131	0.000000	1.000000
aa*Bb_vs_other	2	51	12	38	16	34	0.671053	0.278354	1.617764	0.446429	0.504036
aa*Bb_vs_other	2	52	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	53	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	54	7	43	16	34	0.345930	0.127821	0.936211	3.613778	0.057303
aa*Bb_vs_other	2	55	11	39	16	34	0.599359	0.244930	1.466671	0.811771	0.367597
aa*Bb_vs_other	2	56	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*Bb_vs_other	2	57	11	39	13	37	0.802761	0.319799	2.015099	0.054825	0.814871
aa*Bb_vs_other	2	58	7	43	17	33	0.316005	0.117395	0.850629	4.440790	0.035090
aa*Bb_vs_other	2	59	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
aa*Bb_vs_other	2	60	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
aa*Bb_vs_other	2	61	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	2	62	8	42	15	35	0.444444	0.168774	1.170385	2.032750	0.153942
aa*Bb_vs_other	2	63	9	41	3	47	3.439024	0.871998	13.562976	2.367424	0.123891
aa*Bb_vs_other	2	64	11	39	16	34	0.599359	0.244930	1.466671	0.811771	0.367597
aa*Bb_vs_other	2	65	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
aa*Bb_vs_other	2	66	10	40	4	46	2.875000	0.836527	9.880889	2.076412	0.149591
aa*Bb_vs_other	2	67	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
aa*Bb_vs_other	2	68	11	39	16	34	0.599359	0.244930	1.466671	0.811771	0.367597
aa*Bb_vs_other	2	69	6	44	16	34	0.289773	0.102468	0.819461	4.720280	0.029809
aa*Bb_vs_other	2	70	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
aa*Bb_vs_other	2	71	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
aa*Bb_vs_other	2	72	5	45	15	35	0.259259	0.085927	0.782241	5.062500	0.024449
aa*Bb_vs_other	2	73	5	45	16	34	0.236111	0.078710	0.708278	6.027728	0.014083
aa*Bb_vs_other	2	74	6	44	15	35	0.318182	0.111826	0.905331	3.857746	0.049517
aa*Bb_vs_other	2	75	9	41	16	34	0.466463	0.183185	1.187804	1.920000	0.165857
aa*Bb_vs_other	2	76	9	41	16	34	0.466463	0.183185	1.187804	1.920000	0.165857
aa*Bb_vs_other	2	77	10	40	11	39	0.886364	0.338266	2.322555	0.000000	1.000000
aa*Bb_vs_other	2	78	13	37	13	37	1.000000	0.409146	2.444115	0.051975	0.819661
aa*Bb_vs_other	2	79	8	42	12	38	0.603175	0.222687	1.633774	0.562500	0.453255
aa*Bb_vs_other	2	80	9	41	14	36	0.564460	0.218397	1.458879	0.903444	0.341860
aa*Bb_vs_other	2	81	14	36	14	36	1.000000	0.417674	2.394210	0.049603	0.823755
aa*Bb_vs_other	2	82	12	38	15	35	0.736842	0.303442	1.789260	0.202943	0.652356
aa*Bb_vs_other	2	83	10	40	15	35	0.583333	0.232512	1.463488	0.853333	0.355611
aa*Bb_vs_other	2	84	11	39	13	37	0.802761	0.319799	2.015099	0.054825	0.814871
aa*Bb_vs_other	2	85	11	39	13	37	0.802761	0.319799	2.015099	0.054825	0.814871
aa*Bb_vs_other	2	86	11	39	13	37	0.802761	0.319799	2.015099	0.054825	0.814871
aa*Bb_vs_other	2	87	11	39	13	37	0.802761	0.319799	2.015099	0.054825	0.814871
aa*Bb_vs_other	2	88	11	39	13	37	0.802761	0.319799	2.015099	0.054825	0.814871
