Marker1	Marker2	group1_spearman	group1_lower	group1_upper	group1_t	group1_n	group1_se	group2_spearman	group2_lower	group2_upper	group2_t	group2_n	group2_se	z_test	z_pvalue
A1BG	ABCA6	0.177692	-0.233865	0.535248	0.865963	25	0.213201	0.366154	-0.033886	0.665068	1.887060	25	0.213201	-0.677837	0.497875
A1BG	ABCA7	-0.175385	-0.533547	0.236116	-0.854358	25	0.213201	0.266590	-0.143683	0.598664	1.326526	25	0.213201	-1.493827	0.135221
A1BG	ABCA8	-0.113077	-0.486478	0.295253	-0.545799	25	0.213201	0.681538	0.391955	0.848243	4.466552	25	0.213201	-3.136014	0.001713
A1BG	ABCA9	0.090769	-0.315691	0.469082	0.437118	25	0.213201	-0.010769	-0.404187	0.386011	-0.051650	25	0.213201	0.337597	0.735667
A1BG	ABCB1	0.032308	-0.367521	0.422057	0.155023	25	0.213201	0.243077	-0.168218	0.582286	1.201802	25	0.213201	-0.715471	0.474318
A1BG	ABCB10	0.460000	0.079271	0.723611	2.484554	25	0.213201	0.810769	0.611552	0.913313	6.642534	25	0.213201	-2.095970	0.036085
A1BG	ABCB11	-0.073846	-0.455687	0.330948	-0.355123	25	0.213201	0.685385	0.398047	0.850255	4.513971	25	0.213201	-3.028675	0.002456
A1BG	ABCB4	-0.027692	-0.418253	0.371510	-0.132859	25	0.213201	-0.213846	-0.561535	0.198024	-1.049856	25	0.213201	0.628497	0.529678
A1BG	ABCB5	0.170769	-0.240603	0.530135	0.831190	25	0.213201	0.555876	0.205982	0.779745	3.207025	25	0.213201	-1.507029	0.131803
A1BG	ABCB6	0.217692	-0.194145	0.564290	1.069669	25	0.213201	0.801538	0.594778	0.908832	6.428777	25	0.213201	-2.924163	0.003454
A1BG	ABCB7	0.300000	-0.107932	0.621468	1.508219	25	0.213201	0.406154	0.013123	0.690479	2.131577	25	0.213201	-0.402894	0.687026
A1BG	ABCB8	0.160769	-0.250267	0.522702	0.781184	25	0.213201	-0.156154	-0.519252	0.254699	-0.758188	25	0.213201	1.060054	0.289120
A1BG	ABCB9	-0.243077	-0.582286	0.168218	-1.201802	25	0.213201	-0.204615	-0.554889	0.207281	-1.002512	25	0.213201	-0.134313	0.893155
A1BG	ABCC1	-0.203077	-0.553777	0.208817	-0.994648	25	0.213201	0.647172	0.338630	0.830048	4.071296	25	0.213201	-3.238210	0.001203
A1BG	ABCC10	0.063077	-0.340548	0.447071	0.303110	25	0.213201	0.242308	-0.169012	0.581746	1.197761	25	0.213201	-0.610469	0.541551
A1BG	ABCC11	-0.488462	-0.740647	-0.115645	-2.684642	25	0.213201	-0.087324	-0.466370	0.318814	-0.420399	25	0.213201	-1.480840	0.138649
A1BG	ABCC12	0.331538	-0.073187	0.642506	1.685322	25	0.213201	0.216195	-0.195656	0.563219	1.061952	25	0.213201	0.414227	0.678708
A1BG	ABCC13	0.086154	-0.319873	0.465446	0.414721	25	0.213201	-0.083077	-0.463015	0.322652	-0.399805	25	0.213201	0.562622	0.573692
A1BG	ABCC2	0.090769	-0.315691	0.469082	0.437118	25	0.213201	0.637692	0.324261	0.824960	3.970271	25	0.213201	-2.199768	0.027823
A1BG	ABCC3	-0.323846	-0.637417	0.081753	-1.641577	25	0.213201	0.533846	0.175790	0.767157	3.027781	25	0.213201	-3.089260	0.002007
A1BG	ABCC4	0.390000	-0.006073	0.680301	2.031216	25	0.213201	0.056154	-0.346676	0.441495	0.269730	25	0.213201	1.179349	0.238259
A1BG	ABCC5	-0.020769	-0.412521	0.377466	-0.099627	25	0.213201	0.230000	-0.181646	0.573057	1.133428	25	0.213201	-0.845612	0.397769
A1BG	ABCC6	-0.173846	-0.532411	0.237614	-0.846629	25	0.213201	0.692308	0.409076	0.853865	4.601136	25	0.213201	-3.409503	0.000651
A1BG	ABCC6P1	0.047692	-0.354118	0.434639	0.228985	25	0.213201	0.477692	0.101763	0.734239	2.607696	25	0.213201	-1.566314	0.117275
A1BG	ABCC6P2	0.108462	-0.299512	0.482903	0.523250	25	0.213201	-0.050000	-0.436513	0.352094	-0.240092	25	0.213201	0.527116	0.598113
A1BG	ABCC8	0.062308	-0.341231	0.446453	0.299399	25	0.213201	-0.375385	-0.670994	0.023193	-1.942325	25	0.213201	1.515913	0.129541
A1BG	ABCC9	-0.210769	-0.559325	0.201118	-1.034043	25	0.213201	0.938462	0.863545	0.972847	13.031023	25	0.213201	-6.430836	1.269043e-10
A1BG	ABCD1	-0.241538	-0.581205	0.169805	-1.193722	25	0.213201	-0.266154	-0.598363	0.144143	-1.324192	25	0.213201	0.087269	0.930458
A1BG	ABCD1P2	-0.080769	-0.461188	0.324732	-0.388625	25	0.213201	0.690000	0.405390	0.852663	4.571817	25	0.213201	-3.080817	0.002064
A1BG	ABCD2	0.463846	0.084128	0.725932	2.510993	25	0.213201	0.455175	0.073204	0.720691	2.451638	25	0.213201	0.036457	0.970918
A1BG	ABCD3	0.375385	-0.023193	0.670994	1.942325	25	0.213201	0.151538	-0.259114	0.515791	0.735244	25	0.213201	0.802496	0.422266
A1BG	ABCD4	0.242308	-0.169012	0.581746	1.197761	25	0.213201	0.566154	0.220299	0.785556	3.293922	25	0.213201	-1.308805	0.190600
A1BG	ABCE1	0.456923	0.075399	0.721750	2.463531	25	0.213201	0.548182	0.195362	0.775369	3.143376	25	0.213201	-0.405834	0.684864
A1BG	ABCF1	-0.080769	-0.461188	0.324732	-0.388625	25	0.213201	0.726923	0.465491	0.871683	5.076605	25	0.213201	-3.326962	0.000878
A1BG	ABCF2	0.096923	-0.310090	0.473911	0.467026	25	0.213201	0.411538	0.019586	0.693847	2.165554	25	0.213201	-1.128427	0.259139
A1BG	ABCF3	-0.143846	-0.509996	0.266435	-0.697112	25	0.213201	0.487692	0.114648	0.740191	2.679093	25	0.213201	-2.248270	0.024559
A1BG	ABCG1	-0.122308	-0.493591	0.286685	-0.591004	25	0.213201	0.242354	-0.168964	0.581779	1.198006	25	0.213201	-1.227804	0.219520
A1BG	ABCG2	0.485385	0.111664	0.738821	2.662497	25	0.213201	-0.265385	-0.597831	0.144953	-1.320074	25	0.213201	2.659591	0.007824
A1BG	ABCG4	-0.179231	-0.536381	0.232363	-0.873708	25	0.213201	-0.140769	-0.507668	0.269350	-0.681895	25	0.213201	-0.130932	0.895829
A1BG	ABCG5	-0.316923	-0.632814	0.089411	-1.602518	25	0.213201	-0.277692	-0.606302	0.131920	-1.386288	25	0.213201	-0.142758	0.886481
A1BG	ABCG8	0.031538	-0.368187	0.421424	0.151328	25	0.213201	-0.467692	-0.728248	-0.089003	-2.537612	25	0.213201	1.786538	0.074012
A1BG	ABHD1	0.031538	-0.368187	0.421424	0.151328	25	0.213201	0.007309	-0.388952	0.401287	0.035054	25	0.213201	0.080394	0.935924
A1BG	ABHD10	0.372308	-0.026768	0.669023	1.923830	25	0.213201	0.880000	0.743336	0.946144	8.885401	25	0.213201	-3.265775	0.001092
A1BG	ABHD11	-0.394615	-0.683220	0.000618	-2.059658	25	0.213201	0.746297	0.498022	0.881492	5.377176	25	0.213201	-4.582912	4.585441e-06
A1BG	ABHD12	0.103077	-0.304461	0.478716	0.496987	25	0.213201	0.237399	-0.174067	0.578290	1.172032	25	0.213201	-0.459590	0.645810
A1BG	ABHD12B	-0.177692	-0.535248	0.233865	-0.865963	25	0.213201	0.415385	0.024223	0.696245	2.189989	25	0.213201	-2.061946	0.039213
A1BG	ABHD13	0.493077	0.121639	0.743379	2.718107	25	0.213201	0.758462	0.518810	0.887591	5.581332	25	0.213201	-1.500658	0.133444
A1BG	ABHD14A	-0.102308	-0.478117	0.305166	-0.493239	25	0.213201	0.741681	0.490207	0.879165	5.302965	25	0.213201	-3.505250	0.000456
A1BG	ABHD14A-ACY1	-0.311538	-0.629219	0.095335	-1.572336	25	0.213201	0.607040	0.278769	0.808296	3.663477	25	0.213201	-3.404412	0.000663
A1BG	ABHD14B	-0.135385	-0.503583	0.274434	-0.655315	25	0.213201	0.518462	0.155098	0.758259	2.907790	25	0.213201	-2.356311	0.018457
A1BG	ABHD15	-0.127692	-0.497717	0.281656	-0.617445	25	0.213201	-0.055385	-0.440874	0.347354	-0.266024	25	0.213201	-0.241954	0.808816
A1BG	ABHD16A	0.296154	-0.112102	0.618870	1.487011	25	0.213201	0.186190	-0.225541	0.541489	0.908826	25	0.213201	0.387751	0.698200
A1BG	ABHD16B	-0.360769	-0.661594	0.040082	-1.855122	25	0.213201	-0.538462	-0.769809	-0.182061	-3.064583	25	0.213201	0.743642	0.457093
A1BG	ABHD17A	-0.131538	-0.500654	0.278051	-0.636366	25	0.213201	-0.681538	-0.848243	-0.391955	-4.466552	25	0.213201	2.320564	0.020310
A1BG	ABHD17B	0.051538	-0.350742	0.437761	0.247499	25	0.213201	0.096923	-0.310090	0.473911	0.467026	25	0.213201	-0.151385	0.879672
A1BG	ABHD17C	0.033077	-0.366855	0.422690	0.158718	25	0.213201	0.496923	0.126655	0.745650	2.746225	25	0.213201	-1.698520	0.089410
A1BG-AS1	A1CF	0.060000	-0.343276	0.444597	0.288269	25	0.213201	-0.469796	-0.729511	-0.091677	-2.552251	25	0.213201	1.890081	0.058747
A1BG-AS1	A2M	0.180000	-0.231611	0.536947	0.877584	25	0.213201	0.227692	-0.183999	0.571419	1.121431	25	0.213201	-0.165073	0.868886
A1BG-AS1	A2M-AS1	0.310769	-0.096179	0.628704	1.568038	25	0.213201	-0.428462	-0.704351	-0.040116	-2.274148	25	0.213201	2.585002	0.009738
A1BG-AS1	A2ML1	0.001538	-0.393838	0.396435	0.007378	25	0.213201	0.176923	-0.234616	0.534681	0.862093	25	0.213201	-0.587925	0.556583
A1BG-AS1	A2MP1	-0.029231	-0.419523	0.370182	-0.140246	25	0.213201	-0.009231	-0.402899	0.387319	-0.044271	25	0.213201	-0.066359	0.947092
A1BG-AS1	A4GALT	0.016923	-0.380760	0.409323	0.081172	25	0.213201	0.447778	0.063957	0.716196	2.401703	25	0.213201	-1.542209	0.123023
A1BG-AS1	A4GNT	-0.116923	-0.489448	0.291691	-0.564616	25	0.213201	0.326923	-0.078333	0.639456	1.659030	25	0.213201	-1.515165	0.129731
A1BG-AS1	AA06	0.036154	-0.364186	0.425217	0.173501	25	0.213201	0.676159	0.383478	0.845421	4.401389	25	0.213201	-2.606320	0.009152
A1BG-AS1	AAAS	0.335385	-0.068881	0.645039	1.707335	25	0.213201	0.710000	0.437642	0.863019	4.835320	25	0.213201	-1.785342	0.074206
A1BG-AS1	AACS	-0.010769	-0.404187	0.386011	-0.051650	25	0.213201	0.617692	0.294413	0.814124	3.766879	25	0.213201	-2.427885	0.015187
A1BG-AS1	AACSP1	0.030000	-0.369518	0.420157	0.143940	25	0.213201	-0.548462	-0.775528	-0.195746	-3.145666	25	0.213201	2.143161	0.032100
A1BG-AS1	AADAC	-0.108462	-0.482903	0.299512	-0.523250	25	0.213201	0.440469	0.054884	0.711733	2.352966	25	0.213201	-1.929290	0.053695
A1BG-AS1	AADACL2	-0.020000	-0.411882	0.378126	-0.095936	25	0.213201	0.660769	0.359494	0.837294	4.221934	25	0.213201	-2.700331	0.006927
A1BG-AS1	AADACP1	-0.080000	-0.460578	0.325424	-0.384900	25	0.213201	0.563846	0.217072	0.784254	3.274219	25	0.213201	-2.383411	0.017153
A1BG-AS1	AADAT	0.205385	-0.206512	0.555445	1.006446	25	0.213201	0.351991	-0.050117	0.655902	1.803507	25	0.213201	-0.528558	0.597112
A1BG-AS1	AAED1	0.073077	-0.331637	0.455074	0.351404	25	0.213201	0.726923	0.465491	0.871683	5.076605	25	0.213201	-2.815695	0.004867
A1BG-AS1	AAGAB	-0.010000	-0.403543	0.386665	-0.047961	25	0.213201	0.586923	0.249693	0.797182	3.476576	25	0.213201	-2.265121	0.023505
A1BG-AS1	AAK1	0.139231	-0.270805	0.506503	0.674295	25	0.213201	-0.444615	-0.714267	-0.060023	-2.380540	25	0.213201	2.050038	0.040361
A1BG-AS1	AAMDC	-0.365385	-0.664573	0.034773	-1.882484	25	0.213201	0.560769	0.212780	0.782516	3.248122	25	0.213201	-3.373142	0.000743
A1BG-AS1	AAMP	-0.068462	-0.451388	0.335759	-0.329102	25	0.213201	0.790000	0.574061	0.903197	6.179522	25	0.213201	-3.780954	0.000156
A1BG-AS1	AANAT	0.083077	-0.322652	0.463015	0.399805	25	0.213201	0.582804	0.243815	0.794889	3.439563	25	0.213201	-1.935019	0.052988
A1BG-AS1	AAR2	0.246154	-0.165036	0.584445	1.217989	25	0.213201	0.719785	0.453680	0.868040	4.972600	25	0.213201	-2.175320	0.029606
A1BG-AS1	AARS	0.163846	-0.247302	0.524994	0.796543	25	0.213201	0.802308	0.596169	0.909207	6.446077	25	0.213201	-3.116696	0.001829
A1BG-AS1	AARS2	-0.040000	-0.428367	0.360841	-0.191987	25	0.213201	0.831538	0.649960	0.923304	7.179394	25	0.213201	-4.089808	0.000043
A1BG-AS1	AARSD1	0.345385	-0.057616	0.651596	1.765024	25	0.213201	0.760146	0.521711	0.888432	5.610653	25	0.213201	-2.110593	0.034807
A1BG-AS1	AASDH	-0.050769	-0.437137	0.351418	-0.243795	25	0.213201	0.847086	0.679331	0.930703	7.644062	25	0.213201	-4.300193	0.000017
A1BG-AS1	AASDHPPT	0.060769	-0.342595	0.445216	0.291979	25	0.213201	0.613846	0.288745	0.812024	3.729171	25	0.213201	-2.169821	0.030020
A1BG-AS1	AASS	-0.046154	-0.433387	0.355466	-0.221582	25	0.213201	0.663846	0.364257	0.838925	4.257020	25	0.213201	-2.805353	0.005026
A1BG-AS1	AATF	-0.002308	-0.397083	0.393188	-0.011067	25	0.213201	0.841741	0.669173	0.928167	7.477285	25	0.213201	-4.077540	0.000046
A1BG-AS1	AATK	-0.082308	-0.462406	0.323346	-0.396078	25	0.213201	0.570769	0.226778	0.788153	3.333672	25	0.213201	-2.424975	0.015309
A1BG-AS1	AB074162	0.101538	-0.305871	0.477517	0.489491	25	0.213201	0.323077	-0.082606	0.636907	1.637222	25	0.213201	-0.773401	0.439285
A1BG-AS1	AB488780	-0.031538	-0.421424	0.368187	-0.151328	25	0.213201	0.841700	0.669096	0.928148	7.476045	25	0.213201	-4.174059	0.000030
A1BG-AS1	ABAT	-0.433077	-0.707196	-0.045772	-2.304263	25	0.213201	0.631660	0.315192	0.821706	3.907581	25	0.213201	-4.005989	0.000062
A1BG-AS1	ABCA1	0.133846	-0.275882	0.502412	0.647732	25	0.213201	0.872308	0.728150	0.942562	8.555841	25	0.213201	-4.006475	0.000062
A1BG-AS1	ABCA11P	-0.154615	-0.518100	0.256173	-0.750535	25	0.213201	0.850327	0.685522	0.932237	7.749150	25	0.213201	-4.687047	2.771747e-06
A1BG-AS1	ABCA12	-0.066923	-0.450157	0.337129	-0.321673	25	0.213201	0.552308	0.201046	0.777718	3.177359	25	0.213201	-2.284223	0.022358
A1BG-AS1	ABCA13	-0.179231	-0.536381	0.232363	-0.873708	25	0.213201	-0.437692	-0.710031	-0.051454	-2.334602	25	0.213201	0.955801	0.339173
A1BG-AS1	ABCA17P	0.033077	-0.366855	0.422690	0.158718	25	0.213201	0.680000	0.389526	0.847437	4.447779	25	0.213201	-2.640116	0.008288
A1BG-AS1	ABCA2	0.463846	0.084128	0.725932	2.510993	25	0.213201	0.822624	0.633360	0.919031	6.938564	25	0.213201	-2.197861	0.027959
A1BG-AS1	ABCA3	-0.026154	-0.416982	0.372837	-0.125472	25	0.213201	0.577915	0.236867	0.792158	3.396141	25	0.213201	-2.273499	0.022996
A1BG-AS1	ABCA4	-0.212308	-0.560430	0.199572	-1.041945	25	0.213201	0.656154	0.352378	0.834841	4.170011	25	0.213201	-3.321985	0.000894
A1BG-AS1	ABCA5	-0.156923	-0.519828	0.253961	-0.762017	25	0.213201	0.510769	0.144870	0.753776	2.849264	25	0.213201	-2.394605	0.016638
A1BG-AS1	ABCA6	0.236154	-0.175346	0.577411	1.165520	25	0.213201	0.880769	0.744863	0.946501	8.919986	25	0.213201	-3.775947	0.000159
A1BG-AS1	ABCA7	-0.186923	-0.542026	0.224820	-0.912535	25	0.213201	0.762070	0.525031	0.889391	5.644456	25	0.213201	-3.947712	0.000079
A1BG-AS1	ABCA8	-0.266923	-0.598894	0.143332	-1.328312	25	0.213201	0.766154	0.532103	0.891425	5.717426	25	0.213201	-4.260191	0.000020
A1BG-AS1	ABCA9	0.062308	-0.341231	0.446453	0.299399	25	0.213201	0.640000	0.327745	0.826201	3.994576	25	0.213201	-2.307658	0.021018
A1BG-AS1	ABCB1	0.083077	-0.322652	0.463015	0.399805	25	0.213201	0.321538	-0.084311	0.635885	1.628525	25	0.213201	-0.829465	0.406841
A1BG-AS1	ABCB10	-0.043077	-0.430880	0.358157	-0.206782	25	0.213201	0.783077	0.561761	0.899797	6.038520	25	0.213201	-3.636281	0.000277
A1BG-AS1	ABCB11	0.132308	-0.277328	0.501240	0.640153	25	0.213201	0.286154	-0.122877	0.612083	1.432237	25	0.213201	-0.534919	0.592706
A1BG-AS1	ABCB4	0.060000	-0.343276	0.444597	0.288269	25	0.213201	-0.603846	-0.806541	-0.274113	-3.633096	25	0.213201	2.518150	0.011797
A1BG-AS1	ABCB5	0.240000	-0.171391	0.580123	1.185653	25	0.213201	-0.181189	-0.537821	0.230447	-0.883575	25	0.213201	1.419468	0.155763
A1BG-AS1	ABCB6	-0.246923	-0.584984	0.164239	-1.222042	25	0.213201	0.821538	0.631350	0.918509	6.910354	25	0.213201	-4.688597	2.750842e-06
A1BG-AS1	ABCB7	0.009231	-0.387319	0.402899	0.044271	25	0.213201	0.456154	0.074432	0.721284	2.458293	25	0.213201	-1.602635	0.109015
A1BG-AS1	ABCB8	0.078462	-0.326808	0.459357	0.377452	25	0.213201	0.459231	0.078302	0.723146	2.479288	25	0.213201	-1.385397	0.165931
A1BG-AS1	ABCB9	-0.013846	-0.406758	0.383389	-0.066410	25	0.213201	-0.629231	-0.820392	-0.311557	-3.882673	25	0.213201	2.408847	0.016003
A1BG-AS1	ABCC1	-0.420769	-0.699591	-0.030743	-2.224438	25	0.213201	0.335898	-0.068305	0.645377	1.710283	25	0.213201	-2.646960	0.008122
A1BG-AS1	ABCC10	0.035385	-0.364854	0.424586	0.169805	25	0.213201	0.414615	0.023294	0.695765	2.185091	25	0.213201	-1.345795	0.178369
A1BG-AS1	ABCC11	-0.097692	-0.474513	0.309388	-0.470768	25	0.213201	0.170033	-0.241318	0.529589	0.827498	25	0.213201	-0.894511	0.371049
A1BG-AS1	ABCC12	-0.109231	-0.483500	0.298803	-0.527006	25	0.213201	0.679746	0.389125	0.847304	4.444691	25	0.213201	-3.112023	0.001858
A1BG-AS1	ABCC13	0.216923	-0.194922	0.563740	1.065702	25	0.213201	-0.133846	-0.502412	0.275882	-0.647732	25	0.213201	1.177664	0.238930
A1BG-AS1	ABCC2	0.019231	-0.378785	0.411243	0.092245	25	0.213201	0.757692	0.517487	0.887207	5.568034	25	0.213201	-3.222238	0.001272
A1BG-AS1	ABCC3	0.236923	-0.174556	0.577954	1.169542	25	0.213201	0.533077	0.174748	0.766715	3.021685	25	0.213201	-1.170510	0.241796
A1BG-AS1	ABCC4	-0.005385	-0.399672	0.390584	-0.025824	25	0.213201	0.270000	-0.140082	0.601017	1.344821	25	0.213201	-0.936112	0.349215
A1BG-AS1	ABCC5	-0.423077	-0.701022	-0.033548	-2.239289	25	0.213201	0.662308	0.361874	0.838110	4.239429	25	0.213201	-4.140299	0.000035
A1BG-AS1	ABCC6	-0.124615	-0.495361	0.284532	-0.602329	25	0.213201	0.882308	0.747920	0.947215	8.990103	25	0.213201	-5.012603	5.369867e-07
A1BG-AS1	ABCC6P1	0.026923	-0.372174	0.417618	0.129165	25	0.213201	0.776923	0.550910	0.896762	5.918072	25	0.213201	-3.351885	0.000803
A1BG-AS1	ABCC6P2	-0.110000	-0.484096	0.298094	-0.530762	25	0.213201	0.380000	-0.017812	0.673943	1.970208	25	0.213201	-1.693159	0.090425
A1BG-AS1	ABCC8	-0.560000	-0.782081	-0.211709	-3.241629	25	0.213201	-0.892308	-0.951841	-0.767930	-9.479608	25	0.213201	2.654308	0.007947
A1BG-AS1	ABCC9	-0.080000	-0.460578	0.325424	-0.384900	25	0.213201	0.540769	0.185206	0.771132	3.083128	25	0.213201	-2.273259	0.023011
A1BG-AS1	ABCD1	0.038462	-0.362180	0.427108	0.184592	25	0.213201	0.395385	0.000293	0.683706	2.064415	25	0.213201	-1.259275	0.207931
A1BG-AS1	ABCD1P2	-0.048462	-0.435264	0.353444	-0.232687	25	0.213201	0.680769	0.390740	0.847840	4.457151	25	0.213201	-2.915465	0.003552
A1BG-AS1	ABCD2	0.295385	-0.112934	0.618350	1.482779	25	0.213201	0.210466	-0.201423	0.559106	1.032484	25	0.213201	0.301140	0.763308
