Marker1	Marker2	Correlation	Lower	Upper	t-statistic
cg00050873	cg15810474	0.829052	0.715908	0.899766	10.272039
cg00050873	cg15935877	0.787563	0.652182	0.874260	8.854422
cg00050873	cg17834650	0.797359	0.667058	0.880326	9.153630
cg00050873	cg17837162	0.788205	0.653153	0.874658	8.873453
cg00050873	cg18032798	-0.419968	-0.625232	-0.160362	-3.206062
cg00050873	cg18077436	-0.698343	-0.817739	-0.521330	-6.759591
cg00050873	cg18188392	0.281537	0.003455	0.519201	2.032767
cg00050873	cg25032547	-0.522689	-0.699299	-0.285938	-4.247738
cg00050873	cg25071634	0.720912	0.553662	0.832258	7.206981
cg00050873	cg25427172	0.719741	0.551971	0.831508	7.182656
cg00050873	cg25518695	-0.589532	-0.745543	-0.372268	-5.056541
cg00050873	cg25705492	0.811933	0.689384	0.889301	9.636374
cg00050873	cg25756647	-0.482161	-0.670522	-0.235402	-3.813006
cg00050873	cg26058907	0.756927	0.606322	0.855113	8.024705
cg00050873	cg26517491	-0.407979	-0.616339	-0.146232	-3.095930
cg00050873	cg26520468	-0.083601	-0.353723	0.199391	-0.581243
cg00050873	cg26983430	0.739448	0.580598	0.844068	7.609831
cg00050873	cg26983535	-0.792461	-0.877296	-0.659607	-9.001683
cg00050873	cg27049643	-0.602651	-0.754446	-0.389664	-5.232159
cg00050873	cg27433982	-0.680000	-0.805826	-0.495421	-6.425396
cg00050873	cg27539833	0.753181	0.600783	0.852754	7.932639
cg00050873	cg00008945	-0.817859	-0.892933	-0.698529	-9.847255
cg00050873	cg00011200	-0.732699	-0.839780	-0.570751	-7.459073
cg00050873	cg00011891	-0.811477	-0.889020	-0.688681	-9.620500
cg00050873	cg00014152	-0.439867	-0.639874	-0.184049	-3.393397
cg00050873	cg00016522	-0.753085	-0.852693	-0.600641	-7.930302
cg00212031	cg00213748	-0.487778	-0.674545	-0.242327	-3.871191
cg00212031	cg00214611	0.401719	0.138898	0.611675	3.039206
cg00212031	cg00455876	-0.477213	-0.666969	-0.229322	-3.762258
cg00212031	cg01707559	0.536378	0.303310	0.708892	4.403120
cg00212031	cg02004872	0.398934	0.135644	0.609594	3.014128
cg00212031	cg02011394	-0.389233	-0.602327	-0.124353	-2.927555
cg00212031	cg02050847	-0.309831	-0.541485	-0.034450	-2.257672
cg00212031	cg02233190	0.537146	0.304290	0.709428	4.411983
cg00212031	cg02494853	-0.099553	-0.367716	0.183895	-0.693170
cg00212031	cg02839557	0.526677	0.290983	0.702101	4.292525
cg00212031	cg02842889	0.234986	-0.046401	0.481823	1.674932
cg00212031	cg03052502	-0.470837	-0.662379	-0.221516	-3.697549
cg00212031	cg03155755	-0.406426	-0.615183	-0.144410	-3.081809
cg00212031	cg03244189	0.419488	0.159794	0.624877	3.201613
cg00212031	cg03443143	-0.483264	-0.671313	-0.236760	-3.824381
cg00212031	cg03683899	0.146473	-0.137485	0.408184	1.025862
cg00212031	cg03695421	-0.390290	-0.603120	-0.125580	-2.936927
cg00212031	cg03706273	0.082457	-0.200497	0.352714	0.573230
cg00212031	cg03750315	-0.268034	-0.508452	0.011151	-1.927522
cg00212031	cg03767353	-0.519570	-0.697105	-0.282001	-4.212976
cg00212031	cg04016144	-0.458099	-0.653165	-0.206016	-3.570481
cg00212031	cg04023335	-0.423810	-0.628070	-0.164912	-3.241777
cg00212031	cg04042030	0.369360	0.101436	0.587328	2.753727
cg00212031	cg04303809	0.558853	0.332173	0.724503	4.669003
cg00212031	cg04448376	0.313699	0.038728	0.544506	2.288910
cg00212031	cg04462340	-0.143639	-0.405768	0.140324	-1.005590
cg00212031	cg04689676	0.373481	0.106166	0.590451	2.789401
cg00212031	cg04792227	-0.226336	-0.474777	0.055514	-1.609881
cg00212031	cg04840163	0.051631	-0.230028	0.325308	0.358185
cg00212031	cg04964672	-0.444268	-0.643094	-0.189329	-3.435654
cg00212031	cg05213048	-0.486433	-0.673583	-0.240667	-3.857205
cg00212031	cg05230942	-0.487490	-0.674339	-0.241971	-3.868191
cg00212031	cg05480730	0.409211	0.147680	0.617255	3.107161
cg00212031	cg05544622	-0.331989	-0.558711	-0.059097	-2.438382
cg00212031	cg05621349	0.430253	0.172567	0.632818	3.302149
cg00212031	cg05865243	-0.492388	-0.677838	-0.248030	-3.919417
cg00212031	cg05890011	0.452144	0.198814	0.648837	3.512042
cg00212031	cg06322277	-0.647121	-0.784215	-0.449788	-5.880719
cg00212031	cg06479204	0.203434	-0.079416	0.455967	1.439533
cg00212031	cg07731488	-0.079440	-0.350052	0.203411	-0.552118
cg00212031	cg07747963	-0.489795	-0.675986	-0.244820	-3.892237
cg00212031	cg07939587	-0.403256	-0.612821	-0.140696	-3.053086
cg00212031	cg08242338	-0.498535	-0.682217	-0.255660	-3.984399
cg00212031	cg08265308	-0.380493	-0.595749	-0.114239	-2.850537
cg00212031	cg08921682	-0.035346	-0.310643	0.245421	-0.245040
cg00212031	cg09350919	-0.371464	-0.588923	-0.103850	-2.771918
cg00212031	cg09460641	-0.497959	-0.681808	-0.254944	-3.978273
cg00212031	cg09856092	0.535286	0.301919	0.708129	4.390554
cg00212031	cg10076560	-0.145656	-0.407488	0.138304	-1.020014
cg00212031	cg10213302	0.439850	0.184029	0.639862	3.393240
cg00212031	cg10252249	-0.453777	-0.650025	-0.200786	-3.528006
cg00212031	cg10267609	-0.516208	-0.694736	-0.277767	-4.175771
cg00212031	cg10363397	-0.206647	-0.458619	0.076082	-1.463273
cg00212031	cg10698069	0.580272	0.360079	0.739225	4.936307
cg00212031	cg10841270	-0.457331	-0.652607	-0.205085	-3.562907
cg00212031	cg11131351	-0.405561	-0.614539	-0.143397	-3.073962
cg00212031	cg13268984	0.297899	0.021314	0.532127	2.162068
cg00212031	cg13851368	-0.429477	-0.632247	-0.171644	-3.294848
cg00212031	cg14180491	0.404505	0.142158	0.613752	3.064385
cg00212031	cg14210405	-0.456851	-0.652258	-0.204504	-3.558178
cg00212031	cg14466580	-0.443308	-0.642392	-0.188175	-3.426408
cg00212031	cg14741114	0.325710	0.052079	0.553849	2.386734
cg00212031	cg15027426	-0.419200	-0.624663	-0.159453	-3.198944
cg00212031	cg15295597	0.300677	0.024364	0.534311	2.184225
cg00212031	cg15329860	0.448014	0.193834	0.645828	3.471859
cg00212031	cg15345074	0.593238	0.377167	0.748064	5.105512
cg00212031	cg15422579	0.421601	0.162294	0.626439	3.221215
cg00212031	cg15429127	0.498919	0.256138	0.682491	3.988487
cg00212031	cg15563434	-0.588033	-0.744522	-0.370289	-5.036873
cg00212031	cg15682806	-0.433895	-0.635495	-0.176909	-3.336555
cg00212031	cg15682993	-0.177790	-0.434633	0.105799	-1.251704
cg00212031	cg15746461	0.502281	0.260325	0.684880	4.024388
cg00212031	cg15810474	-0.434375	-0.635848	-0.177482	-3.341107
cg00212031	cg15935877	-0.361859	-0.581628	-0.092860	-2.689281
cg00212031	cg17834650	-0.402007	-0.611890	-0.139235	-3.041807
cg00212031	cg17837162	-0.434091	-0.635639	-0.177143	-3.338412
cg00212031	cg18032798	0.113587	-0.170145	0.379928	0.792082
cg00212031	cg18077436	0.347933	0.077041	0.570986	2.571197
cg00212031	cg18188392	0.011382	-0.267819	0.288819	0.078859
cg00212031	cg25032547	0.400855	0.137888	0.611029	3.031413
cg00212031	cg25071634	-0.446670	-0.644847	-0.192215	-3.458836
cg00212031	cg25427172	-0.399222	-0.609810	-0.135980	-3.016717
cg00212031	cg25518695	0.587571	0.369681	0.744207	5.030837
cg00212031	cg25705492	-0.413791	-0.620657	-0.153069	-3.149074
cg00212031	cg25756647	0.439178	0.183224	0.639370	3.386813
cg00212031	cg26058907	-0.603035	-0.754706	-0.390176	-5.237399
cg00212031	cg26517491	0.274482	-0.004191	0.513595	1.977623
cg00212031	cg26520468	0.168516	-0.115243	0.426846	1.184449
cg00212031	cg26983430	-0.477309	-0.667039	-0.229440	-3.763239
cg00212031	cg26983535	0.491524	0.246959	0.677221	3.910342
cg00212031	cg27049643	0.299265	0.022813	0.533201	2.172957
cg00212031	cg27433982	0.418528	0.158658	0.624166	3.192723
cg00212031	cg27539833	-0.154589	-0.415080	0.129329	-1.084053
cg00212031	cg00008945	0.444001	0.189008	0.642899	3.433082
cg00212031	cg00011200	0.478699	0.231146	0.668038	3.777456
cg00212031	cg00011891	0.509485	0.269327	0.689986	4.102146
cg00212031	cg00014152	0.280754	0.002605	0.518580	2.026632
cg00212031	cg00016522	0.452336	0.199045	0.648977	3.513917
cg00213748	cg00214611	-0.718127	-0.830474	-0.549645	-7.149370
cg00213748	cg00455876	0.779976	0.640732	0.869543	8.634949
cg00213748	cg01707559	-0.788043	-0.874558	-0.652909	-8.868659
cg00213748	cg02004872	-0.748764	-0.849966	-0.594269	-7.826334
cg00213748	cg02011394	0.694598	0.516013	0.815315	6.689362
cg00213748	cg02050847	0.730586	0.567677	0.838434	7.412859
cg00213748	cg02233190	-0.761441	-0.857951	-0.613016	-8.138124
cg00213748	cg02494853	-0.016855	-0.293829	0.262730	-0.116790
cg00213748	cg02839557	-0.731957	-0.839307	-0.569670	-7.442779
cg00213748	cg02842889	-0.527167	-0.702444	-0.291605	-4.298058
cg00213748	cg03052502	0.690101	0.509647	0.812399	6.606423
cg00213748	cg03155755	0.758175	0.608171	0.855899	8.055802
cg00213748	cg03244189	-0.567155	-0.730227	-0.342942	-4.770897
cg00213748	cg03443143	0.721200	0.554078	0.832442	7.212982
cg00213748	cg03683899	-0.134613	-0.398051	0.149335	-0.941193
cg00213748	cg03695421	0.714094	0.543840	0.827887	7.067187
cg00213748	cg03706273	-0.032797	-0.308335	0.247818	-0.227347
cg00213748	cg03750315	0.038252	-0.242684	0.313269	0.265215
cg00213748	cg03767353	0.747995	0.593138	0.849481	7.808091
cg00213748	cg04016144	0.678367	0.493130	0.804761	6.396789
cg00213748	cg04023335	0.724274	0.558521	0.834407	7.277482
cg00213748	cg04042030	-0.508440	-0.689246	-0.268018	-4.090794
cg00213748	cg04303809	-0.697287	-0.817056	-0.519829	-6.739675
cg00213748	cg04448376	-0.627482	-0.771145	-0.423014	-5.583290
cg00213748	cg04462340	0.418679	0.158838	0.624278	3.194128
cg00213748	cg04689676	-0.585210	-0.742597	-0.366570	-5.000056
cg00213748	cg04792227	0.622761	0.416630	0.767986	5.514506
cg00213748	cg04840163	-0.212601	-0.463524	0.069887	-1.507407
cg00213748	cg04964672	0.761921	0.613730	0.858253	8.150353
cg00213748	cg05213048	0.670588	0.482253	0.799674	6.262855
cg00213748	cg05230942	0.766723	0.620877	0.861265	8.274437
cg00213748	cg05480730	-0.653493	-0.788429	-0.458552	-5.981427
cg00213748	cg05544622	0.713517	0.543012	0.827517	7.055566
cg00213748	cg05621349	-0.320989	-0.550184	-0.046820	-2.348137
cg00213748	cg05865243	0.736086	0.575687	0.841934	7.534126
cg00213748	cg05890011	-0.662041	-0.794063	-0.470368	-6.120014
cg00213748	cg06322277	0.762689	0.614872	0.858735	8.169988
cg00213748	cg06479204	-0.411679	-0.619089	-0.150581	-3.129707
cg00213748	cg07731488	0.087055	-0.196048	0.356762	0.605431
cg00213748	cg07747963	0.752989	0.600499	0.852633	7.927965
cg00213748	cg07939587	0.704682	0.530359	0.821832	6.880928
cg00213748	cg08242338	0.780840	0.642033	0.870082	8.659445
cg00213748	cg08265308	0.816086	0.695789	0.891847	9.783215
cg00213748	cg08921682	0.264208	-0.015267	0.505393	1.897928
cg00213748	cg09350919	0.763265	0.615729	0.859097	8.184769
cg00213748	cg09460641	0.757599	0.607317	0.855536	8.041425
cg00213748	cg09856092	-0.520925	-0.698058	-0.283711	-4.228049
cg00213748	cg10076560	0.483794	0.237412	0.671692	3.829854
cg00213748	cg10213302	-0.799760	-0.881809	-0.670720	-9.229910
cg00213748	cg10252249	0.751453	0.598231	0.851664	7.890751
cg00213748	cg10267609	0.772005	0.628768	0.864570	8.414829
cg00213748	cg10363397	0.523649	0.287152	0.699974	4.258488
cg00213748	cg10698069	-0.686627	-0.810142	-0.504743	-6.543360
cg00213748	cg10841270	0.788427	0.653490	0.874796	8.880080
cg00213748	cg11131351	0.710732	0.539015	0.825728	6.999800
cg00213748	cg13268984	-0.367260	-0.585734	-0.099031	-2.735619
cg00213748	cg13851368	0.770276	0.626182	0.863489	8.368420
cg00213748	cg14180491	-0.581753	-0.740237	-0.362024	-4.955337
cg00213748	cg14210405	0.737527	0.577791	0.842849	7.566420
cg00213748	cg14466580	0.775366	0.633805	0.866670	8.506400
cg00213748	cg14741114	-0.541100	-0.712186	-0.309339	-4.457834
cg00213748	cg15027426	0.683169	0.499874	0.807892	6.481438
cg00213748	cg15295597	-0.425402	-0.629245	-0.166801	-3.256639
cg00213748	cg15329860	-0.703721	-0.821213	-0.528989	-6.862336
cg00213748	cg15345074	-0.705450	-0.822327	-0.531456	-6.895854
cg00213748	cg15422579	-0.746074	-0.848266	-0.590313	-7.762796
cg00213748	cg15429127	-0.753757	-0.853117	-0.601634	-7.946683
cg00213748	cg15563434	0.680541	0.496179	0.806179	6.434906
cg00213748	cg15682806	0.721873	0.555049	0.832872	7.227015
cg00213748	cg15682993	0.462237	0.211038	0.656165	3.611448
cg00213748	cg15746461	-0.490132	-0.676227	-0.245237	-3.895763
cg00213748	cg15810474	0.735222	0.574426	0.841385	7.514858
cg00213748	cg15935877	0.693445	0.514380	0.814568	6.667965
cg00213748	cg17834650	0.726963	0.562416	0.836124	7.334666
cg00213748	cg17837162	0.692466	0.512993	0.813933	6.649863
cg00213748	cg18032798	-0.362916	-0.582432	-0.094066	-2.698322
cg00213748	cg18077436	-0.731573	-0.839063	-0.569111	-7.434372
cg00213748	cg18188392	0.159280	-0.124597	0.419053	1.117793
cg00213748	cg25032547	-0.618151	-0.764893	-0.410417	-5.448288
cg00213748	cg25071634	0.699208	0.522559	0.818298	6.775950
cg00213748	cg25427172	0.763737	0.616430	0.859393	8.196896
cg00213748	cg25518695	-0.526242	-0.701795	-0.290433	-4.287624
cg00213748	cg25705492	0.706525	0.532992	0.823020	6.916816
cg00213748	cg25756647	-0.529892	-0.704354	-0.295060	-4.328912
cg00213748	cg26058907	0.824826	0.709330	0.897190	10.107350
cg00213748	cg26517491	-0.278930	-0.517132	-0.000627	-2.012355
cg00213748	cg26520468	-0.087539	-0.357188	0.195579	-0.608825
cg00213748	cg26983430	0.685954	0.503795	0.809704	6.531254
cg00213748	cg26983535	-0.814550	-0.890906	-0.693417	-9.728372
cg00213748	cg27049643	-0.635595	-0.776559	-0.434031	-5.703893
cg00213748	cg27433982	-0.602785	-0.754536	-0.389843	-5.233988
cg00213748	cg27539833	0.528932	0.293841	0.703681	4.318014
cg00213748	cg00008945	-0.711113	-0.825972	-0.539561	-7.007379
cg00213748	cg00011200	-0.663833	-0.795241	-0.472855	-6.149607
cg00213748	cg00011891	-0.723409	-0.833855	-0.557270	-7.259250
cg00213748	cg00014152	-0.500948	-0.683933	-0.258664	-4.010126
cg00213748	cg00016522	-0.750588	-0.851118	-0.596957	-7.869948
cg00214611	cg00455876	-0.724082	-0.834284	-0.558243	-7.273425
cg00214611	cg01707559	0.673373	0.486141	0.801497	6.310363
cg00214611	cg02004872	0.774406	0.632364	0.866070	8.480057
cg00214611	cg02011394	-0.726002	-0.835511	-0.561024	-7.314162
cg00214611	cg02050847	-0.778610	-0.868693	-0.638677	-8.596497
cg00214611	cg02233190	0.724754	0.559216	0.834714	7.287642
cg00214611	cg02494853	0.071116	-0.211421	0.342685	0.493960
cg00214611	cg02839557	0.776519	0.635534	0.867389	8.538211
cg00214611	cg02842889	0.582151	0.362546	0.740509	4.960465
cg00214611	cg03052502	-0.765252	-0.860343	-0.618686	-8.236096
cg00214611	cg03155755	-0.732533	-0.839674	-0.570509	-7.455418
cg00214611	cg03244189	0.449028	0.195054	0.646567	3.481692
cg00214611	cg03443143	-0.720048	-0.831704	-0.552414	-7.189025
cg00214611	cg03683899	0.254382	-0.025797	0.497507	1.822358
cg00214611	cg03695421	-0.725714	-0.835327	-0.560607	-7.308029
cg00214611	cg03706273	0.059400	-0.222634	0.332259	0.412262
cg00214611	cg03750315	-0.076505	-0.347458	0.206240	-0.531600
cg00214611	cg03767353	-0.754238	-0.853420	-0.602344	-7.958423
cg00214611	cg04016144	-0.733782	-0.840468	-0.572327	-7.482920
cg00214611	cg04023335	-0.755198	-0.854025	-0.603763	-7.981987
cg00214611	cg04042030	0.403611	0.141112	0.613086	3.056297
cg00214611	cg04303809	0.729556	0.566179	0.837778	7.390487
cg00214611	cg04448376	0.514874	0.276090	0.693795	4.161083
cg00214611	cg04462340	-0.385834	-0.599773	-0.120414	-2.897497
cg00214611	cg04689676	0.571957	0.349199	0.733528	4.830807
cg00214611	cg04792227	-0.640432	-0.779777	-0.440629	-5.777290
cg00214611	cg04840163	0.108006	-0.175627	0.375082	0.752688
cg00214611	cg04964672	-0.740888	-0.844982	-0.582706	-7.642659
cg00214611	cg05213048	-0.679712	-0.805638	-0.495016	-6.420334
cg00214611	cg05230942	-0.687203	-0.810516	-0.505555	-6.553760
cg00214611	cg05480730	0.767587	0.622166	0.861806	8.297125
cg00214611	cg05544622	-0.714670	-0.828257	-0.544668	-7.078838
cg00214611	cg05621349	0.403698	0.141214	0.613151	3.057086
cg00214611	cg05865243	-0.728307	-0.836982	-0.564367	-7.363526
cg00214611	cg05890011	0.665402	0.475034	0.796272	6.175665
cg00214611	cg06322277	-0.696903	-0.816807	-0.519283	-6.732453
cg00214611	cg06479204	0.344882	0.073595	0.568645	2.545597
cg00214611	cg07731488	-0.007671	-0.285414	0.271260	-0.053150
cg00214611	cg07747963	-0.707467	-0.823627	-0.534339	-6.935267
cg00214611	cg07939587	-0.722353	-0.833179	-0.555743	-7.237064
cg00214611	cg08242338	-0.704586	-0.821770	-0.530222	-6.879066
cg00214611	cg08265308	-0.723121	-0.833670	-0.556854	-7.253188
cg00214611	cg08921682	-0.226704	-0.475078	0.055127	-1.612639
cg00214611	cg09350919	-0.693061	-0.814319	-0.513835	-6.660856
cg00214611	cg09460641	-0.678079	-0.804573	-0.492726	-6.391758
cg00214611	cg09856092	0.588201	0.370512	0.744637	5.039082
cg00214611	cg10076560	-0.453061	-0.649504	-0.199921	-3.521001
cg00214611	cg10213302	0.721969	0.555188	0.832933	7.229023
cg00214611	cg10252249	-0.755006	-0.853904	-0.603479	-7.977265
cg00214611	cg10267609	-0.718223	-0.830536	-0.549783	-7.151345
cg00214611	cg10363397	-0.515006	-0.693888	-0.276256	-4.162531
cg00214611	cg10698069	0.752317	0.599507	0.852209	7.911648
cg00214611	cg10841270	-0.789676	-0.875571	-0.655382	-8.917391
cg00214611	cg11131351	-0.753757	-0.853117	-0.601634	-7.946683
cg00214611	cg13268984	0.480396	0.233231	0.669256	3.794848
cg00214611	cg13851368	-0.780456	-0.869842	-0.641454	-8.648541
cg00214611	cg14180491	0.844514	0.740150	0.909150	10.925481
cg00214611	cg14210405	-0.691717	-0.813447	-0.511932	-6.636056
cg00214611	cg14466580	-0.747131	-0.848934	-0.591866	-7.787654
cg00214611	cg14741114	0.534759	0.301247	0.707760	4.384491
cg00214611	cg15027426	-0.682881	-0.807704	-0.499468	-6.476316
cg00214611	cg15295597	0.407443	0.145604	0.615940	3.091057
cg00214611	cg15329860	0.777191	0.636544	0.867808	8.556867
cg00214611	cg15345074	0.665978	0.475835	0.796650	6.185271
cg00214611	cg15422579	0.694118	0.515332	0.815004	6.680435
cg00214611	cg15429127	0.740024	0.581441	0.844434	7.622935
cg00214611	cg15563434	-0.737622	-0.842909	-0.577929	-7.568554
cg00214611	cg15682806	-0.672797	-0.801120	-0.485336	-6.300493
cg00214611	cg15682993	-0.209396	-0.460885	0.073225	-1.483627
cg00214611	cg15746461	0.638223	0.437613	0.778309	5.743629
cg00214611	cg15810474	-0.748956	-0.850087	-0.594551	-7.830906
cg00214611	cg15935877	-0.755870	-0.854448	-0.604758	-7.998553
cg00214611	cg17834650	-0.710924	-0.825851	-0.539291	-7.003624
cg00214611	cg17837162	-0.748330	-0.849692	-0.593630	-7.816024
cg00214611	cg18032798	0.356481	0.086735	0.577527	2.643438
cg00214611	cg18077436	0.749340	0.595117	0.850330	7.840063
cg00214611	cg18188392	-0.130276	-0.394329	0.153648	-0.910338
cg00214611	cg25032547	0.539304	0.307043	0.710933	4.436950
cg00214611	cg25071634	-0.712845	-0.827085	-0.542047	-7.042043
cg00214611	cg25427172	-0.768972	-0.862673	-0.624234	-8.333714
cg00214611	cg25518695	0.651573	0.455906	0.787160	5.950843
cg00214611	cg25705492	-0.775476	-0.866738	-0.633969	-8.509411
cg00214611	cg25756647	0.547659	0.317744	0.716749	4.534822
cg00214611	cg26058907	-0.741849	-0.845591	-0.584113	-7.664674
cg00214611	cg26517491	0.358996	0.089597	0.579446	2.664838
cg00214611	cg26520468	0.152461	-0.131471	0.413275	1.068775
cg00214611	cg26983430	-0.672893	-0.801183	-0.485470	-6.302136
cg00214611	cg26983535	0.705546	0.531594	0.822389	6.897723
cg00214611	cg27049643	0.645104	0.447021	0.782878	5.849289
cg00214611	cg27433982	0.741945	0.584254	0.845652	7.666880
cg00214611	cg27539833	-0.621897	-0.767406	-0.415464	-5.502019
cg00214611	cg00008945	0.772179	0.629029	0.864679	8.419540
cg00214611	cg00011200	0.752197	0.599330	0.852133	7.908745
cg00214611	cg00011891	0.762689	0.614872	0.858735	8.169988
cg00214611	cg00014152	0.470023	0.220522	0.661792	3.689347
cg00214611	cg00016522	0.680576	0.496229	0.806202	6.435535
cg00455876	cg01707559	-0.714670	-0.828257	-0.544668	-7.078838
cg00455876	cg02004872	-0.714478	-0.828134	-0.544392	-7.074951
cg00455876	cg02011394	0.769604	0.625178	0.863069	8.350494
cg00455876	cg02050847	0.749027	0.594657	0.850133	7.832619
cg00455876	cg02233190	-0.785066	-0.872710	-0.648407	-8.781063
cg00455876	cg02494853	0.182617	-0.100863	0.438671	1.286847
cg00455876	cg02839557	-0.671453	-0.800240	-0.483459	-6.277546
cg00455876	cg02842889	-0.620999	-0.766805	-0.414253	-5.489089
cg00455876	cg03052502	0.739225	0.580273	0.843927	7.604785
cg00455876	cg03155755	0.765762	0.619446	0.860663	8.249357
cg00455876	cg03244189	-0.471309	-0.662719	-0.222092	-3.702311
cg00455876	cg03443143	0.795630	0.664425	0.879257	9.099451
cg00455876	cg03683899	-0.123637	-0.388616	0.160230	-0.863205
cg00455876	cg03695421	0.743289	0.586224	0.846503	7.697891
cg00455876	cg03706273	0.138439	-0.145521	0.401327	0.968461
cg00455876	cg03750315	-0.022182	-0.298690	0.257762	-0.153717
cg00455876	cg03767353	0.655798	0.461732	0.789951	6.018394
cg00455876	cg04016144	0.660312	0.467973	0.792925	6.091651
cg00455876	cg04023335	0.824442	0.708733	0.896956	10.092646
cg00455876	cg04042030	-0.368316	-0.586536	-0.100240	-2.744721
