Marker1	Marker2	Correlation	Lower	Upper	t-statistic
cg00050873	cg14466580	0.955012	0.921666	0.974353	22.310421
cg00050873	cg14741114	-0.669182	-0.798752	-0.480293	-6.239047
cg00050873	cg15027426	0.715411	0.545734	0.828733	7.093870
cg00050873	cg15295597	-0.431452	-0.633700	-0.173996	-3.313460
cg00050873	cg15329860	-0.861988	-0.919677	-0.767878	-11.780822
cg00050873	cg15345074	-0.721205	-0.832445	-0.554084	-7.213069
cg00050873	cg15422579	-0.690045	-0.812362	-0.509568	-6.605406
cg00050873	cg15429127	-0.877620	-0.929024	-0.792984	-12.684362
cg00050873	cg15563434	0.911909	0.849080	0.949299	15.394722
cg00050873	cg15682806	0.945377	0.905235	0.968793	20.092545
cg00050873	cg15682993	0.403471	0.140948	0.612982	3.055032
cg00050873	cg15746461	-0.689893	-0.812264	-0.509354	-6.602637
cg00050873	cg15810474	0.921904	0.865704	0.955151	16.486456
cg00050873	cg15935877	0.939043	0.894499	0.965126	18.923429
cg00050873	cg17834650	0.905735	0.838875	0.945671	14.805263
cg00050873	cg17837162	0.878362	0.794183	0.929466	12.731227
cg00050873	cg18032798	-0.496538	-0.680796	-0.253178	-3.963198
cg00050873	cg18077436	-0.855330	-0.915676	-0.757271	-11.438116
cg00050873	cg18188392	0.231580	-0.049995	0.479053	1.649269
cg00050873	cg25032547	-0.636863	-0.777403	-0.435759	-5.723022
cg00050873	cg25071634	0.910372	0.846535	0.948397	15.242571
cg00050873	cg25427172	0.925670	0.872000	0.957350	16.951389
cg00050873	cg25518695	-0.714604	-0.828215	-0.544574	-7.077513
cg00050873	cg25705492	0.899177	0.828083	0.941806	14.236463
cg00050873	cg25756647	-0.575345	-0.735852	-0.353625	-4.873524
cg00050873	cg26058907	0.948863	0.911167	0.970808	20.824127
cg00050873	cg26517491	-0.649893	-0.786050	-0.453596	-5.924267
cg00050873	cg26520468	-0.110713	-0.377434	0.172970	-0.771784
cg00050873	cg26983430	0.917985	0.859171	0.952860	16.035673
cg00050873	cg26983535	-0.930854	-0.960370	-0.880695	-17.650032
cg00050873	cg27049643	-0.700744	-0.819291	-0.524745	-6.805167
cg00050873	cg27433982	-0.677439	-0.804154	-0.491829	-6.380596
cg00050873	cg27539833	0.694638	0.516070	0.815341	6.690116
cg00050873	cg00008945	-0.941435	-0.966512	-0.898548	-19.343334
cg00050873	cg00011200	-0.944705	-0.968405	-0.904094	-19.959429
cg00050873	cg00011891	-0.953822	-0.973667	-0.919631	-22.000359
cg00050873	cg00014152	-0.493893	-0.678911	-0.249895	-3.935253
cg00050873	cg00016522	-0.940712	-0.966093	-0.897323	-19.213789
cg00212031	cg00213748	-0.609838	-0.759300	-0.399260	-5.331162
cg00212031	cg00214611	0.543477	0.312381	0.713841	4.485600
cg00212031	cg00455876	-0.622173	-0.767591	-0.415836	-5.506003
cg00212031	cg01707559	0.637653	0.436835	0.777929	5.734975
cg00212031	cg02004872	0.554617	0.326700	0.721574	4.617803
cg00212031	cg02011394	-0.584799	-0.742317	-0.366029	-4.994724
cg00212031	cg02050847	-0.638282	-0.778348	-0.437693	-5.744522
cg00212031	cg02233190	0.589918	0.372777	0.745805	5.061619
cg00212031	cg02494853	0.054778	-0.227037	0.328127	0.380081
cg00212031	cg02839557	0.535082	0.301659	0.707986	4.388206
cg00212031	cg02842889	0.529522	0.294591	0.704096	4.324716
cg00212031	cg03052502	-0.600416	-0.752933	-0.386690	-5.201784
cg00212031	cg03155755	-0.621497	-0.767138	-0.414924	-5.496249
cg00212031	cg03244189	0.486589	0.240860	0.673694	3.858826
cg00212031	cg03443143	-0.678495	-0.804844	-0.493309	-6.399021
cg00212031	cg03683899	0.622733	0.416592	0.767967	5.514095
cg00212031	cg03695421	-0.604378	-0.755614	-0.391966	-5.255764
cg00212031	cg03706273	-0.097304	-0.365750	0.186089	-0.677356
cg00212031	cg03750315	0.048612	-0.232892	0.322599	0.337189
cg00212031	cg03767353	-0.620252	-0.766303	-0.413246	-5.478354
cg00212031	cg04016144	-0.627328	-0.771042	-0.422805	-5.581029
cg00212031	cg04023335	-0.643881	-0.782067	-0.445345	-5.830327
cg00212031	cg04042030	0.442719	0.187468	0.641961	3.420741
cg00212031	cg04303809	0.622666	0.416501	0.767922	5.513124
cg00212031	cg04448376	0.395099	0.131173	0.606726	2.979767
cg00212031	cg04462340	-0.409171	-0.617226	-0.147633	-3.106798
cg00212031	cg04689676	0.327149	0.053686	0.554965	2.398543
cg00212031	cg04792227	-0.355146	-0.576507	-0.085218	-2.632108
cg00212031	cg04840163	0.237332	-0.043922	0.483729	1.692649
cg00212031	cg04964672	-0.608129	-0.758147	-0.396973	-5.307425
cg00212031	cg05213048	-0.497156	-0.681236	-0.253946	-3.969751
cg00212031	cg05230942	-0.601597	-0.753733	-0.388261	-5.217811
cg00212031	cg05480730	0.497630	0.254534	0.681573	3.974776
cg00212031	cg05544622	-0.619811	-0.766007	-0.412651	-5.472017
cg00212031	cg05621349	0.559064	0.332446	0.724649	4.671569
cg00212031	cg05865243	-0.628590	-0.771886	-0.424515	-5.599586
cg00212031	cg05890011	0.527123	0.291548	0.702413	4.297557
cg00212031	cg06322277	-0.682757	-0.807623	-0.499294	-6.474117
cg00212031	cg06479204	0.266261	-0.013059	0.507035	1.913798
cg00212031	cg07731488	0.123603	-0.160263	0.388586	0.862965
cg00212031	cg07747963	-0.623865	-0.768725	-0.418122	-5.530507
cg00212031	cg07939587	-0.445295	-0.643844	-0.190563	-3.445556
cg00212031	cg08242338	-0.591115	-0.746620	-0.374358	-5.077394
cg00212031	cg08265308	-0.604801	-0.755899	-0.392530	-5.261558
cg00212031	cg08921682	-0.239107	-0.485169	0.042043	-1.706073
cg00212031	cg09350919	-0.608496	-0.758394	-0.397464	-5.312513
cg00212031	cg09460641	-0.642659	-0.781256	-0.443673	-5.811465
cg00212031	cg09856092	0.528191	0.292902	0.703162	4.309627
cg00212031	cg10076560	-0.248820	-0.493026	0.031730	-1.779853
cg00212031	cg10213302	0.600140	0.386322	0.752746	5.198042
cg00212031	cg10252249	-0.598097	-0.751361	-0.383608	-5.170469
cg00212031	cg10267609	-0.710770	-0.825752	-0.539069	-7.000551
cg00212031	cg10363397	-0.321722	-0.550754	-0.047635	-2.354115
cg00212031	cg10698069	0.624597	0.419111	0.769216	5.541142
cg00212031	cg10841270	-0.573106	-0.734317	-0.350699	-4.845257
cg00212031	cg11131351	-0.509406	-0.689931	-0.269229	-4.101295
cg00212031	cg13268984	0.405502	0.143327	0.614495	3.073423
cg00212031	cg13851368	-0.654150	-0.788863	-0.459458	-5.991934
cg00212031	cg14180491	0.569148	0.345537	0.731598	4.795681
cg00212031	cg14210405	-0.553464	-0.720775	-0.325213	-4.603953
cg00212031	cg14466580	-0.638900	-0.778758	-0.438536	-5.753909
cg00212031	cg14741114	0.429309	0.171444	0.632124	3.293272
cg00212031	cg15027426	-0.492522	-0.677933	-0.248196	-3.920822
cg00212031	cg15295597	0.262971	-0.016596	0.504402	1.888381
cg00212031	cg15329860	0.577607	0.356586	0.737401	4.902248
cg00212031	cg15345074	0.534876	0.301397	0.707842	4.385843
cg00212031	cg15422579	0.469234	0.219558	0.661222	3.681397
cg00212031	cg15429127	0.721282	0.554195	0.832494	7.214672
cg00212031	cg15563434	-0.706417	-0.822950	-0.532838	-6.914707
cg00212031	cg15682806	-0.635451	-0.776463	-0.433834	-5.701716
cg00212031	cg15682993	-0.224141	-0.472984	0.057819	-1.593438
cg00212031	cg15746461	0.622173	0.415836	0.767591	5.506002
cg00212031	cg15810474	-0.635937	-0.776787	-0.434497	-5.709043
cg00212031	cg15935877	-0.619659	-0.765905	-0.412447	-5.469843
cg00212031	cg17834650	-0.640154	-0.779592	-0.440249	-5.773044
cg00212031	cg17837162	-0.654005	-0.788767	-0.459257	-5.989605
cg00212031	cg18032798	0.346981	0.075966	0.570257	2.563205
cg00212031	cg18077436	0.458482	0.206481	0.653443	3.574260
cg00212031	cg18188392	-0.133089	-0.396744	0.150852	-0.930347
cg00212031	cg25032547	0.440217	0.184469	0.640131	3.396752
cg00212031	cg25071634	-0.617196	-0.764252	-0.409132	-5.434684
cg00212031	cg25427172	-0.634358	-0.775735	-0.432348	-5.685304
cg00212031	cg25518695	0.720059	0.552430	0.831711	7.189255
cg00212031	cg25705492	-0.548889	-0.717603	-0.319324	-4.549387
cg00212031	cg25756647	0.557958	0.331016	0.723885	4.658145
cg00212031	cg26058907	-0.611163	-0.760192	-0.401033	-5.349631
cg00212031	cg26517491	0.402295	0.139572	0.612104	3.044405
cg00212031	cg26520468	0.190802	-0.092461	0.445494	1.346654
cg00212031	cg26983430	-0.653312	-0.788310	-0.458302	-5.978533
cg00212031	cg26983535	0.611156	0.401024	0.760188	5.349534
cg00212031	cg27049643	0.389990	0.125232	0.602896	2.934272
cg00212031	cg27433982	0.473219	0.224429	0.664096	3.721638
cg00212031	cg27539833	-0.228540	-0.476575	0.053197	-1.626414
cg00212031	cg00008945	0.628424	0.424289	0.771775	5.597133
cg00212031	cg00011200	0.618247	0.410545	0.764957	5.449653
cg00212031	cg00011891	0.630248	0.426763	0.772994	5.624063
cg00212031	cg00014152	0.412118	0.151098	0.619415	3.133729
cg00212031	cg00016522	0.629111	0.425220	0.772234	5.607254
cg00213748	cg00214611	-0.916040	-0.951721	-0.855935	-15.823236
cg00213748	cg00455876	0.954348	0.920529	0.973970	22.135782
cg00213748	cg01707559	-0.903017	-0.944071	-0.834395	-14.562856
cg00213748	cg02004872	-0.855621	-0.915851	-0.757734	-11.452644
cg00213748	cg02011394	0.923737	0.868765	0.956221	16.708549
cg00213748	cg02050847	0.958823	0.928198	0.976545	23.390163
cg00213748	cg02233190	-0.867550	-0.923010	-0.776777	-12.085152
cg00213748	cg02494853	-0.047299	-0.321419	0.234137	-0.328061
cg00213748	cg02839557	-0.911127	-0.948840	-0.847785	-15.316831
cg00213748	cg02842889	-0.717914	-0.830337	-0.549337	-7.144985
cg00213748	cg03052502	0.933898	0.885815	0.962139	18.096516
cg00213748	cg03155755	0.947745	0.909262	0.970162	20.581671
cg00213748	cg03244189	-0.605371	-0.756285	-0.393291	-5.269392
cg00213748	cg03443143	0.935202	0.888013	0.962897	18.297083
cg00213748	cg03683899	-0.507056	-0.688267	-0.266288	-4.075804
cg00213748	cg03695421	0.939906	0.895959	0.965626	19.072086
cg00213748	cg03706273	-0.090690	-0.359956	0.192523	-0.630917
cg00213748	cg03750315	-0.363363	-0.582772	-0.094576	-2.702150
cg00213748	cg03767353	0.924788	0.870523	0.956835	16.839453
cg00213748	cg04016144	0.953859	0.919693	0.973688	22.009706
cg00213748	cg04023335	0.950160	0.913377	0.971556	21.115110
cg00213748	cg04042030	-0.696416	-0.816492	-0.518592	-6.723316
cg00213748	cg04303809	-0.781335	-0.870390	-0.642779	-8.673534
cg00213748	cg04448376	-0.668149	-0.798075	-0.478854	-6.221642
cg00213748	cg04462340	0.432856	0.175669	0.634732	3.326721
cg00213748	cg04689676	-0.587276	-0.744006	-0.369291	-5.026971
cg00213748	cg04792227	0.685787	0.503559	0.809595	6.528242
cg00213748	cg04840163	-0.305293	-0.537932	-0.029442	-2.221172
cg00213748	cg04964672	0.948250	0.910122	0.970453	20.690195
cg00213748	cg05213048	0.714362	0.544225	0.828059	7.072601
cg00213748	cg05230942	0.889349	0.812013	0.935994	13.475965
cg00213748	cg05480730	-0.783870	-0.871967	-0.646601	-8.746336
cg00213748	cg05544622	0.960026	0.930263	0.977236	23.761906
cg00213748	cg05621349	-0.529170	-0.703848	-0.294143	-4.320714
cg00213748	cg05865243	0.960221	0.930599	0.977348	23.823929
cg00213748	cg05890011	-0.852850	-0.914182	-0.753333	-11.315980
cg00213748	cg06322277	0.948201	0.910039	0.970425	20.679649
cg00213748	cg06479204	-0.404488	-0.613740	-0.142139	-3.064236
cg00213748	cg07731488	-0.290577	-0.526356	-0.013300	-2.103956
cg00213748	cg07747963	0.921450	0.864946	0.954886	16.432579
cg00213748	cg07939587	0.814729	0.693693	0.891015	9.734727
cg00213748	cg08242338	0.945416	0.905302	0.968816	20.100405
cg00213748	cg08265308	0.966087	0.940702	0.980713	25.921200
cg00213748	cg08921682	0.364998	0.096444	0.584016	2.716176
cg00213748	cg09350919	0.962655	0.934785	0.978745	24.635031
cg00213748	cg09460641	0.953872	0.919716	0.973696	22.013109
cg00213748	cg09856092	-0.656911	-0.790685	-0.463269	-6.036347
cg00213748	cg10076560	0.607826	0.396569	0.757942	5.303239
cg00213748	cg10213302	-0.942099	-0.966897	-0.899673	-19.464268
cg00213748	cg10252249	0.898690	0.827285	0.941519	14.196360
cg00213748	cg10267609	0.952079	0.916652	0.972663	21.566629
cg00213748	cg10363397	0.572190	0.349503	0.733688	4.833734
cg00213748	cg10698069	-0.784711	-0.872489	-0.647871	-8.770738
cg00213748	cg10841270	0.924578	0.870171	0.956712	16.813026
cg00213748	cg11131351	0.777200	0.636557	0.867814	8.557118
cg00213748	cg13268984	-0.621870	-0.767388	-0.415427	-5.501632
cg00213748	cg13851368	0.962218	0.934034	0.978495	24.483892
cg00213748	cg14180491	-0.912000	-0.949352	-0.849230	-15.403839
cg00213748	cg14210405	0.858600	0.762474	0.917642	11.603648
cg00213748	cg14466580	0.959082	0.928643	0.976694	23.468964
cg00213748	cg14741114	-0.688099	-0.811098	-0.506819	-6.569978
cg00213748	cg15027426	0.755522	0.604242	0.854229	7.989950
cg00213748	cg15295597	-0.425795	-0.629534	-0.167267	-3.260310
cg00213748	cg15329860	-0.883739	-0.932664	-0.802890	-13.083274
cg00213748	cg15345074	-0.747332	-0.849061	-0.592161	-7.792392
cg00213748	cg15422579	-0.730927	-0.838652	-0.568173	-7.420285
cg00213748	cg15429127	-0.915312	-0.951294	-0.854725	-15.745557
cg00213748	cg15563434	0.919001	0.860863	0.953454	16.149548
cg00213748	cg15682806	0.956768	0.924673	0.975363	22.790464
cg00213748	cg15682993	0.481494	0.234581	0.670044	3.806135
cg00213748	cg15746461	-0.722807	-0.833469	-0.556399	-7.246586
cg00213748	cg15810474	0.945180	0.904901	0.968680	20.053352
cg00213748	cg15935877	0.957546	0.926007	0.975811	23.012594
cg00213748	cg17834650	0.934452	0.886749	0.962462	18.181065
cg00213748	cg17837162	0.899594	0.828768	0.942052	14.271045
cg00213748	cg18032798	-0.500085	-0.683319	-0.257588	-4.000902
cg00213748	cg18077436	-0.878422	-0.929502	-0.794280	-12.735050
cg00213748	cg18188392	0.224435	-0.057510	0.473224	1.595639
cg00213748	cg25032547	-0.694068	-0.814972	-0.515261	-6.679509
cg00213748	cg25071634	0.934913	0.887526	0.962729	18.252172
cg00213748	cg25427172	0.959370	0.929138	0.976859	23.557377
cg00213748	cg25518695	-0.685396	-0.809341	-0.503008	-6.521227
cg00213748	cg25705492	0.907291	0.841442	0.946586	14.948517
cg00213748	cg25756647	-0.626983	-0.770812	-0.422338	-5.575978
cg00213748	cg26058907	0.932162	0.882894	0.961130	17.838318
cg00213748	cg26517491	-0.588123	-0.744583	-0.370409	-5.038062
cg00213748	cg26520468	-0.129168	-0.393377	0.154748	-0.902462
cg00213748	cg26983430	0.936699	0.890539	0.963766	18.534641
cg00213748	cg26983535	-0.956159	-0.975012	-0.923629	-22.620708
cg00213748	cg27049643	-0.753101	-0.852704	-0.600665	-7.930691
cg00213748	cg27433982	-0.685004	-0.809086	-0.502456	-6.514189
cg00213748	cg27539833	0.586889	0.368781	0.743742	5.021920
cg00213748	cg00008945	-0.958427	-0.976317	-0.927519	-23.271318
cg00213748	cg00011200	-0.960987	-0.977788	-0.931916	-24.071136
cg00213748	cg00011891	-0.966576	-0.980993	-0.941545	-26.119947
cg00213748	cg00014152	-0.530728	-0.704940	-0.296121	-4.338411
cg00213748	cg00016522	-0.959897	-0.977162	-0.930042	-23.721388
cg00214611	cg00455876	-0.919175	-0.953556	-0.861152	-16.169155
cg00214611	cg01707559	0.881426	0.799141	0.931290	12.929121
cg00214611	cg02004872	0.859827	0.764429	0.918379	11.667102
cg00214611	cg02011394	-0.918855	-0.953368	-0.860619	-16.132994
cg00214611	cg02050847	-0.935116	-0.962847	-0.887869	-18.283724
cg00214611	cg02233190	0.870872	0.782111	0.924997	12.275614
cg00214611	cg02494853	0.051218	-0.230419	0.324938	0.355318
cg00214611	cg02839557	0.901734	0.832285	0.943315	14.451834
cg00214611	cg02842889	0.731037	0.568332	0.838722	7.422681
cg00214611	cg03052502	-0.945734	-0.969000	-0.905842	-20.164331
cg00214611	cg03155755	-0.931178	-0.960558	-0.881239	-17.696186
cg00214611	cg03244189	0.528309	0.293052	0.703245	4.310965
cg00214611	cg03443143	-0.920283	-0.954204	-0.862999	-16.296091
cg00214611	cg03683899	0.521017	0.283828	0.698124	4.229081
cg00214611	cg03695421	-0.939253	-0.965248	-0.894855	-18.959391
cg00214611	cg03706273	0.162690	-0.121149	0.421935	1.142369
cg00214611	cg03750315	0.325648	0.052010	0.553801	2.386224
cg00214611	cg03767353	-0.878782	-0.929716	-0.794862	-12.757926
cg00214611	cg04016144	-0.934823	-0.962677	-0.887375	-18.238222
cg00214611	cg04023335	-0.936123	-0.963432	-0.889566	-18.442215
cg00214611	cg04042030	0.623473	0.417591	0.768462	5.524812
cg00214611	cg04303809	0.803456	0.676370	0.884088	9.349758
cg00214611	cg04448376	0.596710	0.381767	0.750421	5.151833
cg00214611	cg04462340	-0.445964	-0.644332	-0.191367	-3.452017
cg00214611	cg04689676	0.643446	0.444750	0.781778	5.823605
cg00214611	cg04792227	-0.687938	-0.810994	-0.506592	-6.567061
cg00214611	cg04840163	0.196988	-0.086085	0.450631	1.392048
cg00214611	cg04964672	-0.939308	-0.965280	-0.894947	-18.968773
cg00214611	cg05213048	-0.675744	-0.803048	-0.489456	-6.351195
cg00214611	cg05230942	-0.893394	-0.938389	-0.818613	-13.776943
cg00214611	cg05480730	0.832193	0.720812	0.901678	10.398118
cg00214611	cg05544622	-0.953085	-0.973242	-0.918370	-21.813980
cg00214611	cg05621349	0.548963	0.319420	0.717655	4.550274
cg00214611	cg05865243	-0.937769	-0.964387	-0.892345	-18.709436
cg00214611	cg05890011	0.801847	0.673908	0.883096	9.297208
cg00214611	cg06322277	-0.923719	-0.956211	-0.868735	-16.706331
cg00214611	cg06479204	0.486569	0.240835	0.673680	3.858618
cg00214611	cg07731488	0.418673	0.158830	0.624273	3.194067
cg00214611	cg07747963	-0.918138	-0.952949	-0.859425	-16.052628
cg00214611	cg07939587	-0.799348	-0.881554	-0.670091	-9.216726
cg00214611	cg08242338	-0.908424	-0.947252	-0.843314	-15.055019
cg00214611	cg08265308	-0.948333	-0.970501	-0.910263	-20.708235
cg00214611	cg08921682	-0.366853	-0.585425	-0.098565	-2.732119
cg00214611	cg09350919	-0.936607	-0.963713	-0.890384	-18.519823
cg00214611	cg09460641	-0.948650	-0.970685	-0.910804	-20.777344
cg00214611	cg09856092	0.684154	0.501259	0.808533	6.498984
cg00214611	cg10076560	-0.610567	-0.759791	-0.400235	-5.341311
cg00214611	cg10213302	0.937467	0.891836	0.964212	18.659714
cg00214611	cg10252249	-0.862516	-0.919993	-0.768721	-11.808972
cg00214611	cg10267609	-0.929883	-0.959804	-0.879063	-17.513494
cg00214611	cg10363397	-0.589907	-0.745798	-0.372763	-5.061471
cg00214611	cg10698069	0.881319	0.798966	0.931225	12.922036
cg00214611	cg10841270	-0.892430	-0.937819	-0.817037	-13.703710
cg00214611	cg11131351	-0.788722	-0.874979	-0.653937	-8.888866
cg00214611	cg13268984	0.691378	0.511453	0.813227	6.629830
cg00214611	cg13851368	-0.942840	-0.967326	-0.900929	-19.601707
cg00214611	cg14180491	0.966555	0.941509	0.980981	26.111254
cg00214611	cg14210405	-0.829047	-0.899764	-0.715901	-10.271868
cg00214611	cg14466580	-0.914811	-0.951001	-0.853895	-15.692724
cg00214611	cg14741114	0.708204	0.535394	0.824101	6.949751
cg00214611	cg15027426	-0.692090	-0.813689	-0.512460	-6.642923
cg00214611	cg15295597	0.462261	0.211067	0.656182	3.611686
cg00214611	cg15329860	0.914603	0.853548	0.950879	15.670830
cg00214611	cg15345074	0.726595	0.561883	0.835889	7.326805
cg00214611	cg15422579	0.809671	0.685903	0.887911	9.558207
cg00214611	cg15429127	0.890818	0.814407	0.936864	13.583418
cg00214611	cg15563434	-0.911557	-0.949092	-0.848497	-15.359543
cg00214611	cg15682806	-0.935559	-0.963105	-0.888616	-18.353050
cg00214611	cg15682993	-0.338452	-0.563699	-0.066350	-2.491926
cg00214611	cg15746461	0.754353	0.602514	0.853493	7.961250
cg00214611	cg15810474	-0.933340	-0.961815	-0.884877	-18.012527
cg00214611	cg15935877	-0.954673	-0.974157	-0.921085	-22.220737
cg00214611	cg17834650	-0.911187	-0.948875	-0.847884	-15.322810
cg00214611	cg17837162	-0.880873	-0.930960	-0.798244	-12.892824
cg00214611	cg18032798	0.493582	0.249509	0.678689	3.931973
cg00214611	cg18077436	0.899245	0.828195	0.941846	14.242109
cg00214611	cg18188392	-0.179723	-0.436252	0.103823	-1.265768
cg00214611	cg25032547	0.639906	0.439910	0.779428	5.769255
cg00214611	cg25071634	-0.941717	-0.966676	-0.899026	-19.394470
cg00214611	cg25427172	-0.942599	-0.967187	-0.900521	-19.556820
cg00214611	cg25518695	0.737947	0.578404	0.843116	7.575881
cg00214611	cg25705492	-0.892266	-0.937721	-0.816769	-13.691355
cg00214611	cg25756647	0.662292	0.470716	0.794228	6.124142
cg00214611	cg26058907	-0.913684	-0.950340	-0.852023	-15.575232
cg00214611	cg26517491	0.628291	0.424110	0.771686	5.595181
cg00214611	cg26520468	0.107454	-0.176168	0.374602	0.748796
cg00214611	cg26983430	-0.937011	-0.963948	-0.891066	-18.585255
cg00214611	cg26983535	0.932479	0.883428	0.961315	17.884813
cg00214611	cg27049643	0.783698	0.646341	0.871859	8.741350
cg00214611	cg27433982	0.787097	0.651476	0.873971	8.840636
cg00214611	cg27539833	-0.607429	-0.757674	-0.396038	-5.297747
cg00214611	cg00008945	0.947133	0.908221	0.969808	20.452217
cg00214611	cg00011200	0.948227	0.910083	0.970440	20.685307
cg00214611	cg00011891	0.956234	0.923758	0.975056	22.641403
cg00214611	cg00014152	0.513756	0.274684	0.693005	4.148797
cg00214611	cg00016522	0.950404	0.913793	0.971697	21.171074
cg00455876	cg01707559	-0.903186	-0.944170	-0.834674	-14.577693
cg00455876	cg02004872	-0.882923	-0.932180	-0.801567	-13.028433
cg00455876	cg02011394	0.949202	0.911744	0.971003	20.899111
cg00455876	cg02050847	0.965391	0.939500	0.980314	25.645164
cg00455876	cg02233190	-0.877072	-0.928697	-0.792099	-12.650001
cg00455876	cg02494853	0.018620	-0.261086	0.295442	0.129027
cg00455876	cg02839557	-0.902327	-0.943664	-0.833260	-14.502891
cg00455876	cg02842889	-0.745046	-0.847616	-0.588803	-7.738729
cg00455876	cg03052502	0.948861	0.911164	0.970806	20.823732
cg00455876	cg03155755	0.962634	0.934749	0.978733	24.627626
cg00455876	cg03244189	-0.586965	-0.743794	-0.368881	-5.022908
cg00455876	cg03443143	0.964984	0.938798	0.980081	25.487564
cg00455876	cg03683899	-0.516925	-0.695241	-0.278670	-4.183686
cg00455876	cg03695421	0.954663	0.921068	0.974151	22.218092
cg00455876	cg03706273	-0.029553	-0.305393	0.250863	-0.204839
cg00455876	cg03750315	-0.346525	-0.569907	-0.075450	-2.559374
cg00455876	cg03767353	0.896257	0.823297	0.940082	13.999920
cg00455876	cg04016144	0.960369	0.930853	0.977433	23.871147
cg00455876	cg04023335	0.976368	0.958516	0.986591	31.300499
