Marker1	Marker2	Correlation	Lower	Upper	t-statistic
ABHD14B	LSM3	0.380264	0.113976	0.595576	2.848535
ABHD14B	LSM4	0.577239	0.356104	0.737149	4.897562
ABHD14B	LSM5	-0.185402	-0.440996	0.098008	-1.307166
ABHD14B	LSM6	-0.277599	-0.516074	0.000817	-2.001945
ABHD14B	LSM7	0.449316	0.195402	0.646777	3.484491
ABHD14B	LSMD1	0.365474	0.096988	0.584378	2.720263
ABHD14B	LSP1	0.242545	-0.038400	0.487954	1.732122
ABHD14B	LSR	0.035198	-0.245560	0.310508	0.244011
ABHD14B	LSS	0.296230	0.019485	0.530814	2.148790
ABHD14B	LST1	0.316783	0.042147	0.546910	2.313905
ABHD14B	LTA	0.024538	-0.255560	0.300836	0.170054
ABHD14B	LTA4H	-0.068715	-0.340554	0.213725	-0.477203
ABHD14B	LTB	0.333782	0.061106	0.560096	2.453196
ABHD14B	LTB4R	0.241585	-0.039419	0.487177	1.724838
ABHD14B	LTB4R2	-0.118463	-0.384149	0.165341	-0.826559
ABHD14B	LTBP1	-0.103962	-0.371562	0.179588	-0.724191
ABHD14B	LTBP2	0.082545	-0.200412	0.352792	0.573847
ABHD14B	LTBP3	-0.018487	-0.295320	0.261209	-0.128106
ABHD14B	LTBP4	0.021561	-0.258342	0.298124	0.149411
ABHD14B	LTBR	0.172821	-0.110865	0.430466	1.215631
ABHD14B	LTC4S	-0.330324	-0.557424	-0.057234	-2.424654
ABHD14B	LTF	0.013974	-0.265411	0.291194	0.096824
ABHD14B	LTK	0.079856	-0.203009	0.350419	0.555031
ABHD14B	LTV1	0.250228	-0.030230	0.494161	1.790595
ABHD14B	LUC7L	0.471885	0.222797	0.663134	3.708133
ABHD14B	LUC7L2	-0.028860	-0.304764	0.251513	-0.200028
ABHD14B	LUC7L3	-0.050660	-0.324438	0.230949	-0.351436
ABHD14B	LUM	0.061032	-0.221076	0.333716	0.423635
ABHD14B	LUZP1	0.079376	-0.203472	0.349995	0.551672
ABHD14B	LUZP2	0.091669	-0.191572	0.360815	0.637784
ABHD14B	LUZP3P	-0.388523	-0.601794	-0.123530	-2.921267
ABHD14B	LUZP4	-0.015990	-0.293039	0.263535	-0.110799
ABHD14B	LXN	0.211909	-0.070609	0.462954	1.502264
ABHD14B	PBX1	-0.082929	-0.353130	0.200041	-0.576536
ABHD14B	PBX2	-0.115870	-0.381905	0.167897	-0.808217
ABHD14B	PBX3	0.073421	-0.209207	0.344729	0.510055
ABHD14B	PBX4	0.311693	0.036508	0.542940	2.272689
ABHD14B	PBXIP1	0.021849	-0.258073	0.298387	0.151409
ABHD14B	PC	-0.063529	-0.335941	0.218690	-0.441036
ABHD14B	PCA3	-0.013301	-0.290578	0.266036	-0.092162
ABHD14B	PCBD1	0.413782	0.153058	0.620649	3.148987
ABHD14B	PCBD2	0.187419	-0.095939	0.442678	1.321901
ABHD14B	PCBP1	0.227467	-0.054325	0.475700	1.618362
ABHD14B	PCBP2	-0.236495	-0.483049	0.044808	-1.686319
ABHD14B	PCBP3	-0.321200	-0.550348	-0.047055	-2.349858
ABHD14B	PCBP4	0.378535	0.111982	0.594272	2.833414
ABHD14B	PCCA	0.223241	-0.058763	0.472248	1.586704
ABHD14B	PCCB	0.100408	-0.183061	0.368463	0.699182
ABHD14B	PCDH1	-0.072941	-0.344303	0.209668	-0.506701
ABHD14B	PCDH10	-0.002641	-0.280787	0.275914	-0.018298
ABHD15	ABHD2	-0.578776	-0.738201	-0.358117	-4.917153
ABHD15	ABHD3	-0.074670	-0.345834	0.208006	-0.518776
ABHD15	ABHD4	0.462377	0.211208	0.656266	3.612835
ABHD15	ABHD5	0.103962	-0.179588	0.371562	0.724191
ABHD15	ABHD6	0.059592	-0.222451	0.332430	0.413599
ABHD15	ABHD8	0.147371	-0.136584	0.408948	1.032287
ABHD15	ABI1	-0.607971	-0.758040	-0.396763	-5.305245
ABHD15	ABI2	0.184922	-0.098501	0.440596	1.303661
ABHD15	ABI3	0.438271	0.182139	0.638706	3.378158
ABHD15	ABI3BP	-0.225264	-0.473901	0.056641	-1.601842
ABHD15	ABL1	0.137767	-0.146192	0.400752	0.963667
ABHD15	ABL2	-0.564466	-0.728376	-0.339447	-4.737661
ABHD15	ABLIM1	0.190972	-0.092286	0.445636	1.347903
ABHD15	ABLIM2	0.168499	-0.115259	0.426833	1.184332
ABHD15	ABLIM3	0.201633	-0.081282	0.454478	1.426245
ABHD15	ABO	-0.214694	-0.465243	0.067705	-1.522956
ABHD15	LRRK2	-0.113565	-0.379909	0.170166	-0.791928
ABHD15	LRRN1	-0.337431	-0.562912	-0.065203	-2.483444
ABHD15	LRRN2	-0.160432	-0.420028	0.123432	-1.126093
ABHD15	LRRN3	0.304970	0.029087	0.537679	2.218583
ABHD15	LRRN4	-0.058727	-0.331658	0.223275	-0.407579
ABHD15	LRRN4CL	0.145162	-0.138799	0.407067	1.016479
ABHD15	LRRTM1	0.085042	-0.197997	0.354991	0.591331
ABHD15	LRRTM2	-0.524130	-0.700312	-0.287759	-4.263871
ABHD15	LRRTM4	0.187995	-0.095347	0.443158	1.326114
ABHD15	LRSAM1	0.420600	0.161110	0.625699	3.211922
ABHD15	LRTM1	-0.128355	-0.392678	0.155555	-0.896689
ABHD15	LRTM2	-0.287875	-0.524221	-0.010352	-2.082619
ABHD15	LRTOMT	0.323890	0.050049	0.552437	2.371826
ABHD15	LRWD1	0.121248	-0.162592	0.386555	0.846278
ABHD15	LSAMP	-0.008499	-0.286175	0.270493	-0.058888
ABHD15	LSG1	-0.072365	-0.343792	0.210222	-0.502677
ABHD15	LSM1	0.270012	-0.009018	0.510031	1.942862
ABHD15	LSM10	0.618439	0.410804	0.765087	5.452401
ABHD15	LSM11	0.283938	0.006064	0.521105	2.051616
ABHD15	LSM12	-0.428475	-0.631510	-0.170452	-3.285433
ABHD15	LSM14A	-0.142665	-0.404937	0.141299	-0.998628
ABHD15	LSM14B	0.148139	-0.135814	0.409602	1.037789
ABHD15	LSM2	0.361152	0.092054	0.581089	2.683238
ABHD15	LSM3	0.249268	-0.031253	0.493387	1.783267
ABHD15	LSM4	0.404754	0.142450	0.613938	3.066643
ABHD15	LSM5	-0.464298	-0.657656	-0.213543	-3.631957
ABHD15	LSM6	-0.322257	-0.551169	-0.048231	-2.358481
ABHD15	LSM7	0.272989	-0.005804	0.512405	1.965999
ABHD15	LSMD1	0.464970	0.214361	0.658142	3.638665
ABHD15	LSP1	-0.188667	-0.443718	0.094656	-1.331030
ABHD15	LSR	0.052197	-0.229490	0.325816	0.362124
ABHD15	LSS	0.397167	0.133582	0.608273	2.998271
ABHD15	LST1	0.349724	0.079068	0.572359	2.586274
ABHD15	LTA	0.181657	-0.101846	0.437869	1.279848
ABHD15	LTA4H	0.138727	-0.145233	0.401573	0.970517
ABHD15	LTB	0.431645	0.174225	0.633842	3.315274
ABHD15	LTB4R	0.467851	0.217871	0.660224	3.667505
ABHD15	LTB4R2	-0.162353	-0.421651	0.121490	-1.139938
ABHD15	LTBP1	-0.116543	-0.382487	0.167235	-0.812971
ABHD15	LTBP2	0.154382	-0.129537	0.414905	1.082567
ABHD15	LTBP3	0.263385	-0.016151	0.504734	1.891577
ABHD15	LTBP4	-0.050852	-0.324610	0.230767	-0.352772
ABHD15	LTBR	0.355294	0.085386	0.576621	2.633365
ABHD15	LTC4S	-0.369508	-0.587440	-0.101606	-2.755003
ABHD15	LTF	0.189728	-0.093565	0.444601	1.338794
ABHD15	LTK	0.135846	-0.148107	0.399107	0.949977
ABHD15	LTV1	0.485042	0.238951	0.672587	3.842773
ABHD15	LUC7L	0.274718	-0.003936	0.513782	1.979461
ABHD15	LUC7L2	-0.183385	-0.439313	0.100076	-1.292450
ABHD15	LUC7L3	-0.024058	-0.300399	0.256009	-0.166724
ABHD15	LUM	0.182329	-0.101158	0.438430	1.284747
ABHD15	LUZP1	-0.308427	-0.540387	-0.032899	-2.246362
ABHD15	LUZP2	-0.168115	-0.426509	0.115649	-1.181553
ABHD15	LUZP3P	-0.225354	-0.473975	0.056545	-1.602521
ABHD15	LUZP4	0.124418	-0.159457	0.389288	0.868742
ABHD15	LXN	0.609124	0.398304	0.758818	5.321226
ABHD15	PBX1	-0.024058	-0.300399	0.256009	-0.166724
ABHD15	PBX2	-0.355390	-0.576694	-0.085495	-2.634180
ABHD15	PBX3	0.380456	0.114197	0.595721	2.850217
ABHD15	PBX4	0.160144	-0.123724	0.419784	1.124017
ABHD15	PBXIP1	0.377671	0.110986	0.593619	2.825866
ABHD15	PC	-0.104634	-0.372148	0.178930	-0.728926
ABHD15	PCA3	0.024442	-0.255650	0.300748	0.169388
ABHD15	PCBD1	0.131813	-0.152121	0.395649	0.921264
ABHD15	PCBD2	0.298439	0.021907	0.532552	2.166373
ABHD15	PCBP1	0.057191	-0.224739	0.330286	0.396880
ABHD15	PCBP2	-0.617863	-0.764700	-0.410029	-5.444180
ABHD15	PCBP3	-0.173013	-0.430627	0.110669	-1.217024
ABHD15	PCBP4	0.305450	0.029616	0.538056	2.222435
ABHD15	PCCA	0.189052	-0.094261	0.444038	1.333841
ABHD15	PCCB	0.142953	-0.141010	0.405183	1.000686
ABHD15	PCDH1	-0.096279	-0.364853	0.187088	-0.670150
ABHD15	PCDH10	0.167251	-0.116527	0.425781	1.175303
ABHD2	ABHD3	-0.172629	-0.430305	0.111060	-1.214239
ABHD2	ABHD4	-0.298055	-0.532250	-0.021485	-2.163313
ABHD2	ABHD5	0.030204	-0.250252	0.305984	0.209356
ABHD2	ABHD6	0.070828	-0.211698	0.342430	0.491949
ABHD2	ABHD8	-0.112797	-0.379243	0.170922	-0.786501
ABHD2	ABI1	0.220648	-0.061480	0.470127	1.567325
ABHD2	ABI2	-0.250324	-0.494239	0.030128	-1.791329
ABHD2	ABI3	-0.221513	-0.470834	0.060575	-1.573781
ABHD2	ABI3BP	0.244808	-0.035998	0.489785	1.749307
ABHD2	ABL1	0.177143	-0.106459	0.434091	1.247003
ABHD2	ABL2	0.483601	0.237175	0.671555	3.827869
ABHD2	ABLIM1	-0.167923	-0.426347	0.115844	-1.180164
ABHD2	ABLIM2	-0.195102	-0.449067	0.088031	-1.378191
ABHD2	ABLIM3	-0.234382	-0.481332	0.047040	-1.670373
ABHD2	ABO	0.157359	-0.126536	0.417428	1.103969
ABHD2	LRRK2	-0.055462	-0.328740	0.226385	-0.384846
ABHD2	LRRN1	0.187707	-0.095643	0.442918	1.324007
ABHD2	LRRN2	0.048163	-0.233317	0.322196	0.334073
ABHD2	LRRN3	-0.443169	-0.642291	-0.188009	-3.425074
ABHD2	LRRN4	0.121633	-0.162212	0.386887	0.848999
ABHD2	LRRN4CL	-0.288067	-0.524373	-0.010562	-2.084134
ABHD2	LRRTM1	-0.264730	-0.505810	0.014706	-1.901959
ABHD2	LRRTM2	0.310252	0.034915	0.541814	2.261063
ABHD2	LRRTM4	-0.081297	-0.351691	0.201618	-0.565109
ABHD2	LRSAM1	-0.419832	-0.625131	-0.160201	-3.204798
ABHD2	LRTM1	0.002065	-0.276447	0.280256	0.014306
ABHD2	LRTM2	0.009364	-0.269692	0.286968	0.064877
ABHD2	LRTOMT	-0.183289	-0.439233	0.100174	-1.291749
ABHD2	LRWD1	-0.137671	-0.400670	0.146287	-0.962983
ABHD2	LSAMP	0.112509	-0.171205	0.378993	0.784466
ABHD2	LSG1	0.125762	-0.158126	0.390447	0.878280
ABHD2	LSM1	0.075822	-0.206897	0.346854	0.526829
ABHD2	LSM10	-0.291140	-0.526801	-0.013916	-2.108416
ABHD2	LSM11	-0.261369	-0.503118	0.018317	-1.876027
ABHD2	LSM12	0.641297	0.441810	0.780351	5.790528
ABHD2	LSM14A	-0.022329	-0.298824	0.257625	-0.154738
ABHD2	LSM14B	0.317167	0.042573	0.547209	2.317025
ABHD2	LSM2	0.055942	-0.225928	0.329169	0.388188
ABHD2	LSM3	0.186363	-0.097023	0.441797	1.314181
ABHD2	LSM4	0.182521	-0.100961	0.438591	1.286147
ABHD2	LSM5	0.360288	0.091069	0.580431	2.675857
ABHD2	LSM6	0.473902	0.225264	0.664587	3.728559
ABHD2	LSM7	0.112029	-0.171677	0.378576	0.781075
ABHD2	LSMD1	-0.008211	-0.285910	0.270760	-0.056891
ABHD2	LSP1	0.166771	-0.117014	0.425377	1.171832
ABHD2	LSR	-0.165906	-0.424648	0.117890	-1.165586
ABHD2	LSS	-0.221993	-0.471227	0.060072	-1.577369
ABHD2	LST1	-0.106555	-0.373820	0.177049	-0.742459
ABHD2	LTA	-0.281152	-0.518896	-0.003038	-2.029755
ABHD2	LTA4H	-0.023097	-0.299524	0.256907	-0.160065
ABHD2	LTB	-0.281152	-0.518896	-0.003038	-2.029755
ABHD2	LTB4R	-0.248211	-0.492535	0.032378	-1.775212
ABHD2	LTB4R2	0.259160	-0.020685	0.501346	1.859025
ABHD2	LTBP1	0.159280	-0.124597	0.419053	1.117793
ABHD2	LTBP2	-0.141224	-0.403707	0.142739	-0.988337
ABHD2	LTBP3	-0.481873	-0.670316	-0.235047	-3.810038
ABHD2	LTBP4	0.051140	-0.230493	0.324868	0.354776
ABHD2	LTBR	0.097047	-0.186339	0.365525	0.675549
ABHD2	LTC4S	0.056327	-0.225563	0.329513	0.390862
ABHD2	LTF	-0.237413	-0.483794	0.043837	-1.693255
ABHD2	LTK	-0.173205	-0.430789	0.110473	-1.218417
ABHD2	LTV1	-0.472653	-0.663688	-0.223736	-3.715905
ABHD2	LUC7L	0.027515	-0.252774	0.303543	0.190702
ABHD2	LUC7L2	-0.025498	-0.301709	0.254662	-0.176714
ABHD2	LUC7L3	-0.188860	-0.443878	0.094459	-1.332436
ABHD2	LUM	-0.015990	-0.293039	0.263535	-0.110799
ABHD2	LUZP1	0.270972	-0.007982	0.510798	1.950319
ABHD2	LUZP2	0.090708	-0.192505	0.359972	0.631047
ABHD2	LUZP3P	0.203745	-0.079093	0.456224	1.441834
ABHD2	LUZP4	-0.324082	-0.552586	-0.050263	-2.373398
ABHD2	LXN	-0.380264	-0.595576	-0.113976	-2.848535
ABHD2	PBX1	-0.098295	-0.366617	0.185122	-0.684324
ABHD2	PBX2	0.424442	0.165661	0.628536	3.247669
ABHD2	PBX3	-0.140744	-0.403297	0.143219	-0.984909
ABHD2	PBX4	-0.210852	-0.462085	0.071709	-1.494426
ABHD2	PBXIP1	-0.490324	-0.676364	-0.245475	-3.897773
ABHD2	PC	0.340408	0.068551	0.565206	2.508213
ABHD2	PCA3	-0.038463	-0.313460	0.242485	-0.266679
ABHD2	PCBD1	0.398607	0.135263	0.609351	3.011196
ABHD2	PCBD2	0.044706	-0.236591	0.319088	0.310041
ABHD2	PCBP1	0.266266	-0.013054	0.507039	1.913839
ABHD2	PCBP2	0.577527	0.356481	0.737347	4.901229
ABHD2	PCBP3	-0.040480	-0.315280	0.240583	-0.280685
ABHD2	PCBP4	-0.123842	-0.388792	0.160027	-0.864655
ABHD2	PCCA	-0.212005	-0.463033	0.070509	-1.502977
ABHD2	PCCB	0.024058	-0.256009	0.300399	0.166724
ABHD2	PCDH1	0.145450	-0.138510	0.407312	1.018540
ABHD2	PCDH10	-0.170804	-0.428771	0.112917	-1.201016
ABHD3	ABHD4	0.141801	-0.142163	0.404199	0.992453
ABHD3	ABHD5	-0.182425	-0.438511	0.101059	-1.285447
ABHD3	ABHD6	-0.398319	-0.609135	-0.134927	-3.008609
ABHD3	ABHD8	0.023577	-0.256458	0.299961	0.163395
ABHD3	ABI1	0.394382	0.130337	0.606189	2.973357
ABHD3	ABI2	0.053253	-0.228486	0.326762	0.369474
ABHD3	ABI3	0.212005	-0.070509	0.463033	1.502977
ABHD3	ABI3BP	-0.372734	-0.589885	-0.105307	-2.782919
ABHD3	ABL1	-0.479472	-0.668593	-0.232095	-3.785369
ABHD3	ABL2	-0.574454	-0.735241	-0.352460	-4.862251
ABHD3	ABLIM1	-0.390156	-0.603020	-0.125425	-2.935741
ABHD3	ABLIM2	-0.021080	-0.297686	0.258791	-0.146082
ABHD3	ABLIM3	0.087251	-0.195858	0.356935	0.606806
ABHD3	ABO	-0.009748	-0.287321	0.269335	-0.067539
ABHD3	LRRK2	0.768547	0.623600	0.862408	8.322463
ABHD3	LRRN1	-0.156399	-0.416614	0.127505	-1.097062
ABHD3	LRRN2	0.440480	0.184784	0.640324	3.399270
ABHD3	LRRN3	-0.133157	-0.396802	0.150784	-0.930830
ABHD3	LRRN4	-0.091765	-0.360899	0.191479	-0.638458
ABHD3	LRRN4CL	0.319664	0.045346	0.549153	2.337334
ABHD3	LRRTM1	-0.050564	-0.324352	0.231040	-0.350768
ABHD3	LRRTM2	-0.118655	-0.384315	0.165152	-0.827918
ABHD3	LRRTM4	0.073229	-0.209391	0.344559	0.508713
ABHD3	LRSAM1	0.136615	-0.147341	0.399765	0.955452
ABHD3	LRTM1	-0.215750	-0.466111	0.066602	-1.530815
ABHD3	LRTM2	0.210276	-0.072309	0.461610	1.490152
ABHD3	LRTOMT	-0.312749	-0.543765	-0.037676	-2.281225
ABHD3	LRWD1	-0.224202	-0.473034	0.057755	-1.593891
ABHD3	LSAMP	-0.245426	-0.490285	0.035341	-1.754008
ABHD3	LSG1	-0.517215	-0.695446	-0.279034	-4.186886
ABHD3	LSM1	-0.301513	-0.534967	-0.025282	-2.190900
ABHD3	LSM10	0.080816	-0.202082	0.351267	0.561749
ABHD3	LSM11	0.363842	0.095123	0.583136	2.706252
ABHD3	LSM12	-0.391501	-0.604029	-0.126986	-2.947686
ABHD3	LSM14A	0.723217	0.556993	0.833732	7.255209
ABHD3	LSM14B	-0.251765	-0.495400	0.028592	-1.802333
ABHD3	LSM2	-0.149004	-0.410337	0.134946	-1.043982
ABHD3	LSM3	-0.478607	-0.667972	-0.231033	-3.776515
ABHD3	LSM4	-0.437791	-0.638354	-0.181564	-3.373578
ABHD3	LSM5	0.309004	0.033535	0.540838	2.251002
ABHD3	LSM6	0.098679	-0.184748	0.366953	0.687025
ABHD3	LSM7	-0.327923	-0.555565	-0.054550	-2.404899
ABHD3	LSMD1	-0.484466	-0.672174	-0.238241	-3.836806
ABHD3	LSP1	-0.151885	-0.412786	0.132051	-1.064640
ABHD3	LSR	-0.258103	-0.500498	0.021817	-1.850905
ABHD3	LSS	-0.101369	-0.369301	0.182123	-0.705938
ABHD3	LST1	-0.142857	-0.405101	0.141106	-1.000000
ABHD3	LTA	-0.216038	-0.466347	0.066301	-1.532959
ABHD3	LTA4H	-0.065162	-0.337395	0.217129	-0.452418
ABHD3	LTB	-0.191741	-0.446275	0.091495	-1.353532
ABHD3	LTB4R	0.043553	-0.237681	0.318050	0.302034
ABHD3	LTB4R2	-0.367395	-0.585837	-0.099186	-2.736784
ABHD3	LTBP1	-0.465738	-0.658698	-0.215297	-3.646342
ABHD3	LTBP2	-0.409844	-0.617726	-0.148424	-3.112936
ABHD3	LTBP3	-0.042593	-0.317185	0.238588	-0.295361
ABHD3	LTBP4	-0.204034	-0.456462	0.078794	-1.443962
ABHD3	LTBR	-0.227755	-0.475935	0.054022	-1.620523
ABHD3	LTC4S	0.104634	-0.178930	0.372148	0.728926
ABHD3	LTF	-0.309395	-0.541144	-0.033968	-2.254156
ABHD3	LTK	-0.107707	-0.374822	0.175920	-0.750583
ABHD3	LTV1	0.377287	0.110543	0.593329	2.822514
ABHD3	LUC7L	-0.437215	-0.637931	-0.180875	-3.368088
ABHD3	LUC7L2	0.137383	-0.146575	0.400423	0.960928
ABHD3	LUC7L3	0.409844	0.148424	0.617726	3.112936
ABHD3	LUM	-0.277215	-0.515769	0.001233	-1.998944
ABHD3	LUZP1	-0.458920	-0.653760	-0.207011	-3.578579
ABHD3	LUZP2	0.187707	-0.095643	0.442918	1.324007
ABHD3	LUZP3P	-0.074382	-0.345579	0.208283	-0.516763
ABHD3	LUZP4	0.063049	-0.219149	0.335514	0.437689
ABHD3	LXN	0.033373	-0.247276	0.308857	0.231346
ABHD3	PBX1	-0.270876	-0.510721	0.008086	-1.949573
ABHD3	PBX2	0.042785	-0.238407	0.317358	0.296696
ABHD3	PBX3	0.169268	-0.114479	0.427479	1.189891
ABHD3	PBX4	-0.383914	-0.598327	-0.118191	-2.880572
ABHD3	PBXIP1	0.289316	0.011923	0.525360	2.093990
ABHD3	PC	0.110300	-0.173375	0.377076	0.768873
ABHD3	PCA3	-0.035486	-0.310769	0.245289	-0.246011
ABHD3	PCBD1	-0.313998	-0.544739	-0.039059	-2.291326
ABHD3	PCBD2	0.267323	-0.011916	0.507884	1.922015
ABHD3	PCBP1	-0.406291	-0.615082	-0.144252	-3.080582
ABHD3	PCBP2	0.223049	-0.058964	0.472091	1.585268
ABHD3	PCBP3	-0.076014	-0.347024	0.206712	-0.528171
ABHD3	PCBP4	-0.662041	-0.794063	-0.470368	-6.120014
ABHD3	PCCA	0.319472	0.045133	0.549004	2.335769
ABHD3	PCCB	-0.110204	-0.376992	0.173470	-0.768195
ABHD3	PCDH1	-0.337815	-0.563208	-0.065634	-2.486635
ABHD3	PCDH10	-0.134694	-0.398120	0.149255	-0.941769
ABHD4	ABHD5	0.333013	0.060245	0.559503	2.446844
ABHD4	ABHD6	0.061128	-0.220984	0.333801	0.424304
ABHD4	ABHD8	0.236014	-0.045315	0.482659	1.682693
ABHD4	ABI1	-0.200576	-0.453604	0.082375	-1.418459
ABHD4	ABI2	0.030204	-0.250252	0.305984	0.209356
ABHD4	ABI3	0.376423	0.109548	0.592676	2.814979
ABHD4	ABI3BP	-0.115537	-0.381617	0.168226	-0.805860
ABHD4	ABL1	0.000336	-0.278042	0.278663	0.002329
ABHD4	ABL2	-0.501080	-0.684027	-0.258829	-4.011538
ABHD4	ABLIM1	-0.237647	-0.483984	0.043589	-1.695027
ABHD4	ABLIM2	-0.049028	-0.322973	0.232498	-0.340082
ABHD4	ABLIM3	0.045666	-0.235682	0.319952	0.316716
ABHD4	ABO	-0.257239	-0.499804	0.022742	-1.844267
ABHD4	LRRK2	0.165522	-0.118280	0.424325	1.162811
ABHD4	LRRN1	-0.252533	-0.496019	0.027772	-1.808207
ABHD4	LRRN2	-0.155438	-0.415800	0.128473	-1.090157
ABHD4	LRRN3	0.183001	-0.100469	0.438992	1.289648
ABHD4	LRRN4	0.098103	-0.185310	0.366449	0.682974
ABHD4	LRRN4CL	0.267419	-0.011813	0.507961	1.922759
ABHD4	LRRTM1	-0.043361	-0.317877	0.237862	-0.300699
ABHD4	LRRTM2	-0.427803	-0.631014	-0.169653	-3.279123
ABHD4	LRRTM4	0.227947	-0.053820	0.476092	1.621965
ABHD4	LRSAM1	0.496182	0.252736	0.680543	3.959434
ABHD4	LRTM1	-0.052677	-0.326246	0.229034	-0.365465
ABHD4	LRTM2	-0.175894	-0.433045	0.107733	-1.237932
ABHD4	LRTOMT	0.381993	0.115971	0.596880	2.863691
ABHD4	LRWD1	0.085330	-0.197719	0.355245	0.593349
ABHD4	LSAMP	0.170132	-0.113600	0.428206	1.196148
ABHD4	LSG1	-0.301801	-0.535193	-0.025599	-2.193204
ABHD4	LSM1	0.071020	-0.211514	0.342600	0.493289
ABHD4	LSM10	0.499160	0.256437	0.682662	3.991044
ABHD4	LSM11	0.468812	0.219043	0.660918	3.677151
ABHD4	LSM12	-0.340792	-0.565501	-0.068984	-2.511415
ABHD4	LSM14A	-0.079088	-0.349741	0.203750	-0.549657
ABHD4	LSM14B	0.158415	-0.125470	0.418322	1.111570
ABHD4	LSM2	0.133830	-0.150115	0.397379	0.935615
ABHD4	LSM3	-0.004754	-0.282732	0.273961	-0.032936
ABHD4	LSM4	0.038655	-0.242304	0.313633	0.268013
ABHD4	LSM5	-0.289220	-0.525284	-0.011819	-2.093232
ABHD4	LSM6	-0.103193	-0.370892	0.180339	-0.718781
ABHD4	LSM7	-0.023866	-0.300224	0.256189	-0.165392
ABHD4	LSMD1	0.381705	0.115639	0.596663	2.861162
ABHD4	LSP1	-0.003313	-0.281406	0.275293	-0.022956
ABHD4	LSR	-0.143721	-0.405838	0.140241	-1.006178
ABHD4	LSS	0.331477	0.058524	0.558315	2.434156
ABHD4	LST1	0.261657	-0.018007	0.503349	1.878247
ABHD4	LTA	-0.028283	-0.304241	0.252054	-0.196031
ABHD4	LTA4H	0.321969	0.047910	0.550945	2.356128
ABHD4	LTB	0.113085	-0.170639	0.379492	0.788536
ABHD4	LTB4R	0.599136	0.384988	0.752066	5.184470
ABHD4	LTB4R2	-0.113181	-0.379576	0.170544	-0.789214
ABHD4	LTBP1	-0.126243	-0.390860	0.157650	-0.881688
ABHD4	LTBP2	-0.144778	-0.406739	0.139184	-1.013731
ABHD4	LTBP3	0.109340	-0.174318	0.376241	0.762097
ABHD4	LTBP4	-0.354430	-0.575960	-0.084404	-2.626037
ABHD4	LTBR	0.310444	0.035127	0.541964	2.262612
ABHD4	LTC4S	-0.210948	-0.462164	0.071609	-1.495138
ABHD4	LTF	-0.019496	-0.296241	0.260269	-0.135100
