Marker1	Marker2	group1_spearman	group1_lower	group1_upper	group1_t	group1_n	group1_se	group2_spearman	group2_lower	group2_upper	group2_t	group2_n	group2_se	z_test	z_pvalue
cg00050873	cg10267609	0.805810	0.679976	0.885537	9.427669	50	0.145865	-0.269052	-0.509265	0.010054	-1.935411	50	0.145865	6.742182	1.560257e-11
cg00050873	cg10363397	0.595006	0.379508	0.749264	5.129045	50	0.145865	0.167155	-0.116624	0.425700	1.174609	50	0.145865	2.504515	0.012262
cg00050873	cg10698069	-0.725714	-0.835327	-0.560607	-7.308029	50	0.145865	0.206627	-0.076103	0.458603	1.463126	50	0.145865	-5.474281	4.392908e-08
cg00050873	cg10841270	0.850564	0.749711	0.912804	11.205942	50	0.145865	0.059016	-0.223000	0.331916	0.409586	50	0.145865	5.812880	6.140724e-09
cg00050873	cg11131351	0.762881	0.615157	0.858856	8.174910	50	0.145865	0.079376	-0.203472	0.349995	0.551672	50	0.145865	4.476971	7.570948e-06
cg00050873	cg13268984	-0.352517	-0.574498	-0.082234	-2.609851	50	0.145865	0.031068	-0.249441	0.306768	0.215352	50	0.145865	-1.936134	0.052851
cg00050873	cg13851368	0.856423	0.759008	0.916333	11.492835	50	0.145865	-0.000816	-0.279105	0.277599	-0.005656	50	0.145865	6.207853	5.371325e-10
cg00050873	cg14180491	-0.729844	-0.837961	-0.566598	-7.396730	50	0.145865	0.452101	0.198761	0.648805	3.511618	50	0.145865	-6.863011	6.742386e-12
cg00050873	cg14210405	0.778920	0.639142	0.868885	8.605179	50	0.145865	0.201825	-0.081083	0.454637	1.427662	50	0.145865	4.062275	0.000049
cg00050873	cg14466580	0.848163	0.745912	0.911355	11.092806	50	0.145865	0.236014	-0.045315	0.482659	1.682693	50	0.145865	4.891414	1.001141e-06
cg00050873	cg14741114	-0.558780	-0.724453	-0.332078	-4.668111	50	0.145865	0.368067	0.099955	0.586347	2.742576	50	0.145865	-4.931268	8.169747e-07
cg00050873	cg15027426	0.684322	0.501495	0.808642	6.501987	50	0.145865	0.005714	-0.273073	0.283616	0.039590	50	0.145865	4.030763	0.000056
cg00050873	cg15295597	-0.409364	-0.617369	-0.147859	-3.108554	50	0.145865	0.242065	-0.038909	0.487566	1.728479	50	0.145865	-3.305211	0.000949
cg00050873	cg15329860	-0.800528	-0.882283	-0.671893	-9.254578	50	0.145865	0.095222	-0.188117	0.363929	0.662729	50	0.145865	-5.795851	6.797550e-09
cg00050873	cg15345074	-0.594430	-0.748873	-0.378745	-5.121362	50	0.145865	0.117119	-0.166667	0.382986	0.817046	50	0.145865	-3.888555	0.000101
cg00050873	cg15422579	-0.724466	-0.834530	-0.558799	-7.281543	50	0.145865	0.136423	-0.147532	0.399601	0.954083	50	0.145865	-5.110710	3.209501e-07
cg00050873	cg15429127	-0.760576	-0.857408	-0.611733	-8.116193	50	0.145865	-0.188187	-0.443318	0.095149	-1.327518	50	0.145865	-3.912677	0.000091
cg00050873	cg15563434	0.749626	0.595539	0.850511	7.846905	50	0.145865	-0.244370	-0.489431	0.036463	-1.745978	50	0.145865	5.921526	3.189670e-09
cg00050873	cg15682806	0.816567	0.696531	0.892141	9.800483	50	0.145865	0.157071	-0.126827	0.417184	1.101896	50	0.145865	4.789721	1.670130e-06
cg00050873	cg15682993	0.299748	0.023343	0.533581	2.176806	50	0.145865	0.055270	-0.226568	0.328568	0.383509	50	0.145865	1.230904	0.218359
cg00050873	cg15746461	-0.569364	-0.731746	-0.345818	-4.798366	50	0.145865	0.125186	-0.158696	0.389950	0.874192	50	0.145865	-3.744480	0.000181
cg00050873	cg15810474	0.829052	0.715908	0.899766	10.272039	50	0.145865	-0.056423	-0.329599	0.225471	-0.391531	50	0.145865	6.018774	1.757435e-09
cg00050873	cg15935877	0.787563	0.652182	0.874260	8.854422	50	0.145865	-0.303049	-0.536173	-0.026972	-2.203192	50	0.145865	6.679402	2.399194e-11
cg00050873	cg17834650	0.797359	0.667058	0.880326	9.153630	50	0.145865	0.213926	-0.068506	0.464612	1.517244	50	0.145865	4.237052	0.000023
cg00050873	cg17837162	0.788205	0.653153	0.874658	8.873453	50	0.145865	-0.041345	-0.316060	0.239767	-0.286688	50	0.145865	5.371429	7.811493e-08
cg00050873	cg18032798	-0.419968	-0.625232	-0.160362	-3.206062	50	0.145865	0.103097	-0.180433	0.370809	0.718105	50	0.145865	-2.671646	0.007548
cg00050873	cg18077436	-0.698343	-0.817739	-0.521330	-6.759591	50	0.145865	0.028091	-0.252234	0.304066	0.194699	50	0.145865	-4.324897	0.000015
cg00050873	cg18188392	0.281537	0.003455	0.519201	2.032767	50	0.145865	-0.000048	-0.278397	0.278308	-0.000333	50	0.145865	1.402910	0.160644
cg00050873	cg25032547	-0.522689	-0.699299	-0.285938	-4.247738	50	0.145865	0.057479	-0.224465	0.330543	0.398886	50	0.145865	-3.090760	0.001996
cg00050873	cg25071634	0.720912	0.553662	0.832258	7.206981	50	0.145865	0.054022	-0.227756	0.327450	0.374820	50	0.145865	4.147034	0.000034
cg00050873	cg25427172	0.719741	0.551971	0.831508	7.182656	50	0.145865	0.064586	-0.217680	0.336882	0.448400	50	0.145865	4.083835	0.000044
cg00050873	cg25518695	-0.589532	-0.745543	-0.372268	-5.056541	50	0.145865	0.025114	-0.255021	0.301360	0.174050	50	0.145865	-3.403399	0.000666
cg00050873	cg25705492	0.811933	0.689384	0.889301	9.636374	50	0.145865	0.025306	-0.254842	0.301535	0.175382	50	0.145865	5.368149	7.954870e-08
cg00050873	cg25756647	-0.482161	-0.670522	-0.235402	-3.813006	50	0.145865	0.018583	-0.261120	0.295408	0.128772	50	0.145865	-2.638987	0.008315
cg00050873	cg26058907	0.756927	0.606322	0.855113	8.024705	50	0.145865	0.229580	-0.052102	0.477423	1.634226	50	0.145865	3.661130	0.000251
cg00050873	cg26517491	-0.407979	-0.616339	-0.146232	-3.095930	50	0.145865	-0.048932	-0.322886	0.232589	-0.339414	50	0.145865	-1.862542	0.062527
cg00050873	cg26520468	-0.083601	-0.353723	0.199391	-0.581243	50	0.145865	0.089940	-0.193251	0.359298	0.625658	50	0.145865	-0.843403	0.399003
cg00050873	cg26983430	0.739448	0.580598	0.844068	7.609831	50	0.145865	0.132581	-0.151357	0.396308	0.926729	50	0.145865	3.955192	0.000076
cg00050873	cg26983535	-0.792461	-0.877296	-0.659607	-9.001683	50	0.145865	0.021657	-0.258253	0.298212	0.150077	50	0.145865	-5.330862	9.774791e-08
cg00050873	cg27049643	-0.602651	-0.754446	-0.389664	-5.232159	50	0.145865	-0.014838	-0.291985	0.264607	-0.102812	50	0.145865	-3.308351	0.000938
cg00050873	cg27433982	-0.680000	-0.805826	-0.495421	-6.425396	50	0.145865	0.011092	-0.268088	0.288554	0.076855	50	0.145865	-4.073054	0.000046
cg00050873	cg27539833	0.753181	0.600783	0.852754	7.932639	50	0.145865	-0.037434	-0.312530	0.243456	-0.259529	50	0.145865	4.933569	8.074032e-07
cg00050873	cg00008945	-0.817859	-0.892933	-0.698529	-9.847255	50	0.145865	-0.122401	-0.387549	0.161452	-0.854443	50	0.145865	-4.980018	6.357847e-07
cg00050873	cg00011200	-0.732699	-0.839780	-0.570751	-7.459073	50	0.145865	-0.173301	-0.430869	0.110376	-1.219113	50	0.145865	-3.681633	0.000232
cg00050873	cg00011891	-0.811477	-0.889020	-0.688681	-9.620500	50	0.145865	0.030396	-0.250072	0.306158	0.210688	50	0.145865	-5.631760	1.783802e-08
cg00050873	cg00014152	-0.439867	-0.639874	-0.184049	-3.393397	50	0.145865	-0.038848	-0.313807	0.242123	-0.269347	50	0.145865	-2.100006	0.035728
cg00050873	cg00016522	-0.753085	-0.852693	-0.600641	-7.930302	50	0.145865	-0.028571	-0.304502	0.251784	-0.198030	50	0.145865	-4.612400	3.980460e-06
cg00212031	cg00213748	-0.487778	-0.674545	-0.242327	-3.871191	50	0.145865	0.098968	-0.184467	0.367204	0.689050	50	0.145865	-3.065833	0.002171
cg00212031	cg00214611	0.401719	0.138898	0.611675	3.039206	50	0.145865	-0.255030	-0.498028	0.025105	-1.827324	50	0.145865	3.327849	0.000875
cg00212031	cg00455876	-0.477213	-0.666969	-0.229322	-3.762258	50	0.145865	0.192893	-0.090308	0.447233	1.361981	50	0.145865	-3.464681	0.000531
cg00212031	cg01707559	0.536378	0.303310	0.708892	4.403120	50	0.145865	0.123457	-0.160408	0.388461	0.861932	50	0.145865	2.302485	0.021308
cg00212031	cg02004872	0.398934	0.135644	0.609594	3.014128	50	0.145865	0.069388	-0.213080	0.341151	0.481894	50	0.145865	1.710654	0.087145
cg00212031	cg02011394	-0.389233	-0.602327	-0.124353	-2.927555	50	0.145865	0.124706	-0.159172	0.389537	0.870785	50	0.145865	-2.599589	0.009334
cg00212031	cg02050847	-0.309831	-0.541485	-0.034450	-2.257672	50	0.145865	-0.205762	-0.457889	0.077000	-1.456734	50	0.145865	-0.541082	0.588451
cg00212031	cg02233190	0.537146	0.304290	0.709428	4.411983	50	0.145865	0.144682	-0.139280	0.406657	1.013044	50	0.145865	2.202940	0.027599
cg00212031	cg02494853	-0.099553	-0.367716	0.183895	-0.693170	50	0.145865	0.183289	-0.100174	0.439233	1.291749	50	0.145865	-1.382890	0.166699
cg00212031	cg02839557	0.526677	0.290983	0.702101	4.292525	50	0.145865	0.042401	-0.238770	0.317012	0.294027	50	0.145865	2.632820	0.008468
cg00212031	cg02842889	0.234986	-0.046401	0.481823	1.674932	50	0.145865	0.012821	-0.266482	0.290138	0.088835	50	0.145865	1.098672	0.271911
cg00212031	cg03052502	-0.470837	-0.662379	-0.221516	-3.697549	50	0.145865	0.055750	-0.226111	0.328997	0.386851	50	0.145865	-2.748408	0.005989
cg00212031	cg03155755	-0.406426	-0.615183	-0.144410	-3.081809	50	0.145865	-0.069437	-0.341195	0.213033	-0.482241	50	0.145865	-1.753758	0.079472
cg00212031	cg03244189	0.419488	0.159794	0.624877	3.201613	50	0.145865	0.259736	-0.020068	0.501809	1.863457	50	0.145865	0.878620	0.379607
cg00212031	cg03443143	-0.483264	-0.671313	-0.236760	-3.824381	50	0.145865	-0.052581	-0.326160	0.229125	-0.364797	50	0.145865	-2.300729	0.021407
cg00212031	cg03683899	0.146473	-0.137485	0.408184	1.025862	50	0.145865	-0.023481	-0.299874	0.256548	-0.162729	50	0.145865	0.829052	0.407075
cg00212031	cg03695421	-0.390290	-0.603120	-0.125580	-2.936927	50	0.145865	0.033950	-0.246735	0.309379	0.235345	50	0.145865	-2.162570	0.030574
cg00212031	cg03706273	0.082457	-0.200497	0.352714	0.573230	50	0.145865	0.077263	-0.205509	0.348128	0.536898	50	0.145865	0.025341	0.979783
cg00212031	cg03750315	-0.268034	-0.508452	0.011151	-1.927522	50	0.145865	-0.109560	-0.376433	0.174102	-0.763650	50	0.145865	-0.798621	0.424510
cg00212031	cg03767353	-0.519570	-0.697105	-0.282001	-4.212976	50	0.145865	0.007923	-0.271027	0.285646	0.054895	50	0.145865	-2.829462	0.004663
cg00212031	cg04016144	-0.458099	-0.653165	-0.206016	-3.570481	50	0.145865	0.229484	-0.052203	0.477345	1.633505	50	0.145865	-3.531765	0.000413
cg00212031	cg04023335	-0.423810	-0.628070	-0.164912	-3.241777	50	0.145865	0.105978	-0.177614	0.373318	0.738398	50	0.145865	-2.708424	0.006760
cg00212031	cg04042030	0.369360	0.101436	0.587328	2.753727	50	0.145865	-0.082449	-0.352707	0.200505	-0.573175	50	0.145865	2.279953	0.022610
cg00212031	cg04303809	0.558853	0.332173	0.724503	4.669003	50	0.145865	-0.195774	-0.449625	0.087338	-1.383129	50	0.145865	4.021144	0.000058
cg00212031	cg04448376	0.313699	0.038728	0.544506	2.288910	50	0.145865	-0.007059	-0.284852	0.271828	-0.048906	50	0.145865	1.607985	0.107838
cg00212031	cg04462340	-0.143639	-0.405768	0.140324	-1.005590	50	0.145865	-0.125954	-0.390612	0.157935	-0.879643	50	0.145865	-0.087319	0.930418
cg00212031	cg04689676	0.373481	0.106166	0.590451	2.789401	50	0.145865	-0.001489	-0.279725	0.276979	-0.010313	50	0.145865	1.909749	0.056166
cg00212031	cg04792227	-0.226336	-0.474777	0.055514	-1.609881	50	0.145865	-0.118079	-0.383817	0.165720	-0.823840	50	0.145865	-0.541446	0.588200
cg00212031	cg04840163	0.051631	-0.230028	0.325308	0.358185	50	0.145865	-0.013301	-0.290578	0.266036	-0.092162	50	0.145865	0.314996	0.752765
cg00212031	cg04964672	-0.444268	-0.643094	-0.189329	-3.435654	50	0.145865	0.261273	-0.018420	0.503041	1.875287	50	0.145865	-3.611570	0.000304
cg00212031	cg05213048	-0.486433	-0.673583	-0.240667	-3.857205	50	0.145865	0.011285	-0.267910	0.288730	0.078186	50	0.145865	-2.630654	0.008522
cg00212031	cg05230942	-0.487490	-0.674339	-0.241971	-3.868191	50	0.145865	0.129316	-0.154602	0.393504	0.903512	50	0.145865	-3.213073	0.001313
cg00212031	cg05480730	0.409211	0.147680	0.617255	3.107161	50	0.145865	0.208932	-0.073708	0.460503	1.480188	50	0.145865	1.079139	0.280526
cg00212031	cg05544622	-0.331989	-0.558711	-0.059097	-2.438382	50	0.145865	-0.166963	-0.425539	0.116819	-1.173220	50	0.145865	-0.855717	0.392154
cg00212031	cg05621349	0.430253	0.172567	0.632818	3.302149	50	0.145865	-0.369316	-0.587294	-0.101386	-2.753345	50	0.145865	4.110044	0.000040
cg00212031	cg05865243	-0.492388	-0.677838	-0.248030	-3.919417	50	0.145865	0.168019	-0.115747	0.426428	1.180859	50	0.145865	-3.436208	0.000590
cg00212031	cg05890011	0.452144	0.198814	0.648837	3.512042	50	0.145865	0.120864	-0.162971	0.386223	0.843557	50	0.145865	1.773932	0.076074
cg00212031	cg06322277	-0.647121	-0.784215	-0.449788	-5.880719	50	0.145865	-0.010516	-0.288026	0.268623	-0.072862	50	0.145865	-3.683330	0.000230
cg00212031	cg06479204	0.203434	-0.079416	0.455967	1.439533	50	0.145865	-0.254934	-0.497951	0.025207	-1.826588	50	0.145865	2.263841	0.023584
cg00212031	cg07731488	-0.079440	-0.350052	0.203411	-0.552118	50	0.145865	-0.072941	-0.344303	0.209668	-0.506701	50	0.145865	-0.031686	0.974722
cg00212031	cg07747963	-0.489795	-0.675986	-0.244820	-3.892237	50	0.145865	-0.462377	-0.656266	-0.211208	-3.612835	50	0.145865	-0.171900	0.863516
cg00212031	cg07939587	-0.403256	-0.612821	-0.140696	-3.053086	50	0.145865	-0.130756	-0.394742	0.153171	-0.913751	50	0.145865	-1.435020	0.151281
cg00212031	cg08242338	-0.498535	-0.682217	-0.255660	-3.984399	50	0.145865	-0.184058	-0.439874	0.099387	-1.297353	50	0.145865	-1.750865	0.079969
cg00212031	cg08265308	-0.380493	-0.595749	-0.114239	-2.850537	50	0.145865	0.149292	-0.134657	0.410582	1.046046	50	0.145865	-2.671322	0.007555
cg00212031	cg08921682	-0.035346	-0.310643	0.245421	-0.245040	50	0.145865	-0.029436	-0.305287	0.250973	-0.204025	50	0.145865	-0.028683	0.977117
cg00212031	cg09350919	-0.371464	-0.588923	-0.103850	-2.771918	50	0.145865	0.352029	0.081680	0.574124	2.605722	50	0.145865	-3.673952	0.000239
cg00212031	cg09460641	-0.497959	-0.681808	-0.254944	-3.978273	50	0.145865	0.083601	-0.199391	0.353723	0.581243	50	0.145865	-3.055907	0.002244
cg00212031	cg09856092	0.535286	0.301919	0.708129	4.390554	50	0.145865	0.019928	-0.259866	0.296635	0.138092	50	0.145865	2.799995	0.005110
cg00212031	cg10076560	-0.145656	-0.407488	0.138304	-1.020014	50	0.145865	-0.057383	-0.330457	0.224556	-0.398217	50	0.145865	-0.432673	0.665253
cg00212031	cg10213302	0.439850	0.184029	0.639862	3.393240	50	0.145865	0.173782	-0.109887	0.431272	1.222596	50	0.145865	1.437248	0.150648
cg00212031	cg10252249	-0.453777	-0.650025	-0.200786	-3.528006	50	0.145865	-0.027803	-0.303804	0.252504	-0.192700	50	0.145865	-2.237865	0.025230
cg00212031	cg10267609	-0.516208	-0.694736	-0.277767	-4.175771	50	0.145865	-0.101273	-0.369217	0.182217	-0.705262	50	0.145865	-2.276158	0.022837
cg00212031	cg10363397	-0.206647	-0.458619	0.076082	-1.463273	50	0.145865	0.010996	-0.268177	0.288466	0.076190	50	0.145865	-1.069701	0.284754
cg00212031	cg10698069	0.580272	0.360079	0.739225	4.936307	50	0.145865	-0.123746	-0.388709	0.160122	-0.863975	50	0.145865	3.816362	0.000135
cg00212031	cg10841270	-0.457331	-0.652607	-0.205085	-3.562907	50	0.145865	-0.011861	-0.289258	0.267375	-0.082179	50	0.145865	-2.336920	0.019443
cg00212031	cg11131351	-0.405561	-0.614539	-0.143397	-3.073962	50	0.145865	0.179256	-0.104301	0.435860	1.262367	50	0.145865	-2.964360	0.003033
cg00212031	cg13268984	0.297899	0.021314	0.532127	2.162068	50	0.145865	-0.142473	-0.404773	0.141491	-0.997255	50	0.145865	2.184661	0.028914
cg00212031	cg13851368	-0.429477	-0.632247	-0.171644	-3.294848	50	0.145865	0.046339	-0.235046	0.320556	0.321388	50	0.145865	-2.451118	0.014241
cg00212031	cg14180491	0.404505	0.142158	0.613752	3.064385	50	0.145865	0.338968	0.066930	0.564096	2.496217	50	0.145865	0.368897	0.712205
cg00212031	cg14210405	-0.456851	-0.652258	-0.204504	-3.558178	50	0.145865	-0.324658	-0.553033	-0.050906	-2.378114	50	0.145865	-0.758559	0.448116
cg00212031	cg14466580	-0.443308	-0.642392	-0.188175	-3.426408	50	0.145865	0.151885	-0.132051	0.412786	1.064640	50	0.145865	-3.051176	0.002279
cg00212031	cg14741114	0.325710	0.052079	0.553849	2.386734	50	0.145865	0.319088	0.044706	0.548705	2.332642	50	0.145865	0.035827	0.971420
cg00212031	cg15027426	-0.419200	-0.624663	-0.159453	-3.198944	50	0.145865	0.068715	-0.213725	0.340554	0.477203	50	0.145865	-2.499197	0.012448
cg00212031	cg15295597	0.300677	0.024364	0.534311	2.184225	50	0.145865	-0.441921	-0.641378	-0.186511	-3.413080	50	0.145865	3.804843	0.000142
cg00212031	cg15329860	0.448014	0.193834	0.645828	3.471859	50	0.145865	0.113661	-0.170072	0.379992	0.792606	50	0.145865	1.784229	0.074386
cg00212031	cg15345074	0.593238	0.377167	0.748064	5.105512	50	0.145865	0.243121	-0.037789	0.488421	1.736495	50	0.145865	2.106605	0.035152
cg00212031	cg15422579	0.421601	0.162294	0.626439	3.221215	50	0.145865	0.258487	-0.021405	0.500807	1.853857	50	0.145865	0.897552	0.369425
cg00212031	cg15429127	0.498919	0.256138	0.682491	3.988487	50	0.145865	-0.064586	-0.336882	0.217680	-0.448400	50	0.145865	2.969409	0.002984
cg00212031	cg15563434	-0.588033	-0.744522	-0.370289	-5.036873	50	0.145865	-0.359904	-0.580138	-0.090631	-2.672579	50	0.145865	-1.444018	0.148734
cg00212031	cg15682806	-0.433895	-0.635495	-0.176909	-3.336555	50	0.145865	-0.261561	-0.503272	0.018110	-1.877507	50	0.145865	-0.954520	0.339820
cg00212031	cg15682993	-0.177790	-0.434633	0.105799	-1.251704	50	0.145865	-0.029820	-0.305636	0.250613	-0.206690	50	0.145865	-0.726524	0.467518
