Marker1	Marker2	Correlation	Lower	Upper	t-statistic
A1BG	ABHD12	0.189628	-0.093669	0.444517	1.338058
A1BG	ABHD12B	-0.115966	-0.381989	0.167803	-0.808896
A1BG	ABHD13	0.356254	0.086477	0.577354	2.641516
A1BG	ABHD14A	0.074958	-0.207729	0.346089	0.520789
A1BG	ABHD14A-ACY1	0.058247	-0.223733	0.331230	0.404235
A1BG	ABHD14B	-0.023866	-0.300224	0.256189	-0.165392
A1BG	ABHD15	0.075726	-0.206989	0.346769	0.526158
A1BG	ABHD16A	0.146026	-0.137933	0.407803	1.022663
A1BG	ABHD16B	-0.386507	-0.600278	-0.121193	-2.903432
A1BG	ABHD17A	0.079618	-0.203239	0.350209	0.553365
A1BG	ABHD17B	0.091092	-0.192132	0.360309	0.633742
A1BG	ABHD17C	0.140360	-0.143603	0.402969	0.982167
A1BG-AS1	A1CF	0.044034	-0.237227	0.318483	0.305370
A1BG-AS1	A2M	0.021273	-0.258611	0.297861	0.147414
A1BG-AS1	A2M-AS1	0.291044	0.013811	0.526725	2.107656
A1BG-AS1	A2ML1	-0.017335	-0.294268	0.262283	-0.120118
A1BG-AS1	A2MP1	-0.094742	-0.363508	0.188584	-0.659357
A1BG-AS1	A4GALT	-0.109916	-0.376742	0.173753	-0.766162
A1BG-AS1	A4GNT	-0.019352	-0.296109	0.260404	-0.134098
A1BG-AS1	AA06	-0.066507	-0.338591	0.215842	-0.461794
A1BG-AS1	AAAS	0.324041	0.050218	0.552555	2.373069
A1BG-AS1	AACS	0.175798	-0.107831	0.432964	1.237235
A1BG-AS1	AACSP1	0.179160	-0.104399	0.435780	1.261668
A1BG-AS1	AADAC	0.073902	-0.208745	0.345154	0.513409
A1BG-AS1	AADACL2	-0.152557	-0.413357	0.131374	-1.069464
A1BG-AS1	AADACP1	-0.161393	-0.420839	0.122461	-1.133014
A1BG-AS1	AADAT	0.117410	-0.166380	0.383238	0.819104
A1BG-AS1	AAED1	-0.336086	-0.561875	-0.063692	-2.472285
A1BG-AS1	AAGAB	-0.083217	-0.353384	0.199763	-0.578553
A1BG-AS1	AAK1	0.296711	0.020011	0.531192	2.152609
A1BG-AS1	AAMDC	-0.404850	-0.614009	-0.142563	-3.067514
A1BG-AS1	AAMP	0.018872	-0.260851	0.295671	0.130769
A1BG-AS1	AANAT	-0.013109	-0.290402	0.266215	-0.090831
A1BG-AS1	AAR2	0.190972	-0.092286	0.445636	1.347903
A1BG-AS1	AARS	0.239760	-0.041352	0.485698	1.711012
A1BG-AS1	AARS2	0.259448	-0.020376	0.501577	1.861241
A1BG-AS1	AARSD1	0.062473	-0.219700	0.335000	0.433673
A1BG-AS1	AASDH	-0.254646	-0.497719	0.025515	-1.824380
A1BG-AS1	AASDHPPT	0.179448	-0.104105	0.436021	1.263765
A1BG-AS1	AASS	0.007827	-0.271116	0.285558	0.054230
A1BG-AS1	AATF	0.076591	-0.206157	0.347534	0.532199
A1BG-AS1	AATK	0.092533	-0.190732	0.361573	0.643850
A1BG-AS1	AB074162	0.055462	-0.226385	0.328740	0.384846
A1BG-AS1	AB488780	0.177719	-0.105871	0.434574	1.251191
A1BG-AS1	ABAT	-0.109340	-0.376241	0.174318	-0.762097
A1BG-AS1	ABCA1	-0.002161	-0.280345	0.276358	-0.014971
A1BG-AS1	ABCA11P	-0.209892	-0.461294	0.072709	-1.487304
A1BG-AS1	ABCA12	-0.040384	-0.315194	0.240674	-0.280018
A1BG-AS1	ABCA13	-0.125954	-0.390612	0.157935	-0.879643
A1BG-AS1	ABCA17P	0.025786	-0.254392	0.301971	0.178712
A1BG-AS1	ABCA2	0.059784	-0.222267	0.332602	0.414937
A1BG-AS1	ABCA3	0.030108	-0.250343	0.305897	0.208689
A1BG-AS1	ABCA4	-0.254358	-0.497488	0.025823	-1.822173
A1BG-AS1	ABCA5	-0.060552	-0.333287	0.221534	-0.420289
A1BG-AS1	ABCA6	0.073902	-0.208745	0.345154	0.513409
A1BG-AS1	ABCA7	-0.159376	-0.419134	0.124500	-1.118484
A1BG-AS1	ABCA8	-0.260888	-0.502733	0.018832	-1.872328
A1BG-AS1	ABCA9	-0.004370	-0.282379	0.274316	-0.030275
A1BG-AS1	ABCB1	0.099832	-0.183623	0.367959	0.695129
A1BG-AS1	ABCB10	-0.245810	-0.490595	0.034932	-1.756930
A1BG-AS1	ABCB11	-0.074382	-0.345579	0.208283	-0.516763
A1BG-AS1	ABCB4	-0.110972	-0.377659	0.172715	-0.773618
A1BG-AS1	ABCB5	0.138439	-0.145521	0.401327	0.968461
A1BG-AS1	ABCB6	-0.284226	-0.521333	-0.006378	-2.053881
A1BG-AS1	ABCB7	-0.098487	-0.366785	0.184935	-0.685674
A1BG-AS1	ABCB8	0.214982	-0.067404	0.465480	1.525099
A1BG-AS1	ABCB9	0.206339	-0.076402	0.458365	1.460995
A1BG-AS1	ABCC1	-0.207587	-0.459395	0.075105	-1.470232
A1BG-AS1	ABCC10	0.041729	-0.239405	0.316406	0.289357
A1BG-AS1	ABCC11	-0.085042	-0.354991	0.197997	-0.591331
A1BG-AS1	ABCC12	0.099160	-0.184279	0.367372	0.690401
A1BG-AS1	ABCC13	-0.003121	-0.281229	0.275471	-0.021625
A1BG-AS1	ABCC2	0.081008	-0.201897	0.351436	0.563093
A1BG-AS1	ABCC3	0.178679	-0.104890	0.435378	1.258175
A1BG-AS1	ABCC4	-0.061032	-0.333716	0.221076	-0.423635
A1BG-AS1	ABCC5	-0.338487	-0.563726	-0.066390	-2.492223
A1BG-AS1	ABCC6	0.143433	-0.140530	0.405593	1.004118
A1BG-AS1	ABCC6P1	-0.118175	-0.383900	0.165625	-0.824520
A1BG-AS1	ABCC6P2	-0.110108	-0.376909	0.173564	-0.767518
A1BG-AS1	ABCC8	-0.293157	-0.528392	-0.016120	-2.124390
A1BG-AS1	ABCC9	-0.161969	-0.421326	0.121879	-1.137168
A1BG-AS1	ABCD1	-0.074766	-0.345919	0.207914	-0.519447
A1BG-AS1	ABCD1P2	0.169940	-0.113795	0.428045	1.194757
A1BG-AS1	ABCD2	0.029436	-0.250973	0.305287	0.204025
A1BG-AS1	ABCD3	-0.146891	-0.408539	0.137066	-1.028849
A1BG-AS1	ABCD4	-0.037695	-0.312766	0.243209	-0.261345
A1BG-AS1	ABCE1	-0.195966	-0.449784	0.087139	-1.384540
A1BG-AS1	ABCF1	0.308331	0.032793	0.540312	2.245589
A1BG-AS1	ABCF2	0.051909	-0.229764	0.325557	0.360120
A1BG-AS1	ABCF3	0.205666	-0.077100	0.457810	1.456024
A1BG-AS1	ABCG1	-0.071116	-0.342685	0.211421	-0.493960
A1BG-AS1	ABCG2	0.085330	-0.197719	0.355245	0.593349
A1BG-AS1	ABCG4	-0.156495	-0.416696	0.127408	-1.097752
A1BG-AS1	ABCG5	0.146987	-0.136970	0.408621	1.029537
A1BG-AS1	ABCG8	-0.018776	-0.295583	0.260941	-0.130103
A1BG-AS1	ABHD1	-0.164946	-0.423839	0.118864	-1.158650
A1BG-AS1	ABHD10	-0.150828	-0.411888	0.133113	-1.057062
A1BG-AS1	ABHD11	0.063145	-0.219058	0.335599	0.438358
A1BG-AS1	ABHD12	0.131140	-0.152789	0.395072	0.916483
A1BG-AS1	ABHD12B	0.053061	-0.228669	0.326590	0.368138
A1BG-AS1	ABHD13	-0.321297	-0.550423	-0.047162	-2.350642
A1BG-AS1	ABHD14A	0.175606	-0.108027	0.432803	1.235840
A1BG-AS1	ABHD14A-ACY1	0.248403	-0.032174	0.492690	1.776676
A1BG-AS1	ABHD14B	0.115198	-0.168559	0.381323	0.803465
A1BG-AS1	ABHD15	0.284514	0.006691	0.521561	2.056146
A1BG-AS1	ABHD16A	-0.235726	-0.482425	0.045620	-1.680518
A1BG-AS1	ABHD16B	0.030108	-0.250343	0.305897	0.208689
A1BG-AS1	ABHD17A	0.164566	-0.119249	0.423518	1.155905
A1BG-AS1	ABHD17B	-0.138055	-0.400998	0.145904	-0.965722
A1BG-AS1	ABHD17C	-0.182233	-0.438350	0.101256	-1.284047
A1CF	A2M	0.181945	-0.101551	0.438109	1.281948
A1CF	A2M-AS1	-0.047107	-0.321247	0.234318	-0.326728
A1CF	A2ML1	0.141032	-0.142931	0.403543	0.986966
A1CF	A2MP1	0.060552	-0.221534	0.333287	0.420289
A1CF	A4GALT	0.052677	-0.229034	0.326246	0.365465
A1CF	A4GNT	-0.024154	-0.300486	0.255919	-0.167390
A1CF	AA06	0.054982	-0.226842	0.328310	0.381503
A1CF	AAAS	-0.161733	-0.421127	0.122118	-1.135465
A1CF	AACS	-0.086387	-0.356175	0.196696	-0.600749
A1CF	AACSP1	0.079856	-0.203009	0.350419	0.555031
A1CF	AADAC	0.159952	-0.123918	0.419622	1.122634
A1CF	AADACL2	0.030204	-0.250252	0.305984	0.209356
A1CF	AADACP1	0.098007	-0.185403	0.366365	0.682299
A1CF	AADAT	0.151840	-0.132095	0.412748	1.064322
A1CF	AAED1	-0.328019	-0.555639	-0.054657	-2.405688
A1CF	AAGAB	0.033181	-0.247457	0.308683	0.230013
A1CF	AAK1	-0.083025	-0.353215	0.199948	-0.577208
A1CF	AAMDC	-0.049028	-0.322973	0.232498	-0.340082
A1CF	AAMP	0.039136	-0.241852	0.314067	0.271348
A1CF	AANAT	0.181465	-0.102042	0.437708	1.278449
A1CF	AAR2	0.015702	-0.263803	0.292775	0.108802
A1CF	AARS	0.107323	-0.176296	0.374488	0.747875
A1CF	AARS2	0.112797	-0.170922	0.379243	0.786501
A1CF	AARSD1	0.120288	-0.163540	0.385726	0.839476
A1CF	AASDH	-0.208355	-0.460028	0.074307	-1.475920
A1CF	AASDHPPT	-0.140648	-0.403215	0.143315	-0.984223
A1CF	AASS	-0.045858	-0.320125	0.235500	-0.318051
A1CF	AATF	0.102233	-0.181278	0.370055	0.712021
A1CF	AATK	0.195966	-0.087139	0.449784	1.384540
A1CF	AB074162	0.062761	-0.219425	0.335257	0.435681
A1CF	AB488780	-0.079472	-0.350080	0.203380	-0.552344
A1CF	ABAT	-0.023577	-0.299961	0.256458	-0.163395
A1CF	ABCA1	-0.217575	-0.467608	0.064696	-1.544402
A1CF	ABCA11P	-0.245330	-0.490207	0.035443	-1.753278
A1CF	ABCA12	0.068523	-0.213909	0.340384	0.475863
A1CF	ABCA13	-0.055174	-0.328482	0.226659	-0.382840
A1CF	ABCA17P	0.072749	-0.209853	0.344133	0.505360
A1CF	ABCA2	0.104730	-0.178836	0.372231	0.729602
A1CF	ABCA3	0.108283	-0.175355	0.375323	0.754646
A1CF	ABCA4	0.053061	-0.228669	0.326590	0.368138
A1CF	ABCA5	0.041537	-0.239586	0.316233	0.288023
A1CF	ABCA6	0.158319	-0.125567	0.418241	1.110879
A1CF	ABCA7	0.261561	-0.018110	0.503272	1.877507
A1CF	ABCA8	0.164178	-0.119642	0.423191	1.153103
A1CF	ABCA9	-0.020408	-0.297073	0.259418	-0.141421
A1CF	ABCB1	0.094934	-0.188397	0.363676	0.660706
A1CF	ABCB10	-0.280576	-0.518439	-0.002412	-2.025239
A1CF	ABCB11	0.134790	-0.149159	0.398202	0.942453
A1CF	ABCB4	-0.006291	-0.284146	0.272539	-0.043583
A1CF	ABCB5	-0.137191	-0.400259	0.146766	-0.959559
A1CF	ABCB6	0.005810	-0.272984	0.283704	0.040256
A1CF	ABCB7	-0.219688	-0.469340	0.062486	-1.560157
A1CF	ABCB8	0.247251	-0.033400	0.491759	1.767895
A1CF	ABCB9	0.133926	-0.150020	0.397461	0.936298
A1CF	ABCC1	0.106267	-0.177331	0.373569	0.740428
A1CF	ABCC10	-0.077071	-0.347959	0.205694	-0.535555
A1CF	ABCC11	-0.025018	-0.301273	0.255111	-0.173384
A1CF	ABCC12	-0.178007	-0.434815	0.105577	-1.253286
A1CF	ABCC13	0.191068	-0.092187	0.445716	1.348607
A1CF	ABCC2	-0.110108	-0.376909	0.173564	-0.767518
A1CF	ABCC3	0.156206	-0.127698	0.416452	1.095680
A1CF	ABCC4	-0.146411	-0.408130	0.137548	-1.025412
A1CF	ABCC5	-0.126243	-0.390860	0.157650	-0.881688
A1CF	ABCC6	-0.063337	-0.335770	0.218874	-0.439697
A1CF	ABCC6P1	-0.047875	-0.321938	0.233590	-0.332070
A1CF	ABCC6P2	-0.248019	-0.492379	0.032583	-1.773748
A1CF	ABCC8	0.043938	-0.237317	0.318396	0.304703
A1CF	ABCC9	-0.035966	-0.311203	0.244837	-0.249344
A1CF	ABCD1	0.250228	-0.030230	0.494161	1.790595
A1CF	ABCD1P2	0.277119	-0.001337	0.515693	1.998194
A1CF	ABCD2	-0.208163	-0.459870	0.074506	-1.474498
A1CF	ABCD3	-0.088691	-0.358201	0.194462	-0.616904
A1CF	ABCD4	-0.032701	-0.308248	0.247908	-0.226681
A1CF	ABCE1	-0.325618	-0.553778	-0.051977	-2.385982
A1CF	ABCF1	0.118079	-0.165720	0.383817	0.823840
A1CF	ABCF2	-0.114718	-0.380907	0.169032	-0.800071
A1CF	ABCF3	0.104442	-0.179118	0.371980	0.727573
A1CF	ABCG1	-0.142569	-0.404855	0.141395	-0.997941
A1CF	ABCG2	0.162353	-0.121490	0.421650	1.139938
A1CF	ABCG4	-0.042689	-0.317272	0.238497	-0.296028
A1CF	ABCG5	0.031068	-0.249441	0.306768	0.215352
A1CF	ABCG8	0.255126	-0.025002	0.498106	1.828060
A1CF	ABHD1	0.260504	-0.019244	0.502425	1.869370
A1CF	ABHD10	-0.144874	-0.406821	0.139087	-1.014418
A1CF	ABHD11	0.041537	-0.239586	0.316233	0.288023
A1CF	ABHD12	-0.104730	-0.372231	0.178836	-0.729602
A1CF	ABHD12B	0.035294	-0.245470	0.310595	0.244677
A1CF	ABHD13	-0.095030	-0.363760	0.188303	-0.661380
A1CF	ABHD14A	-0.042593	-0.317185	0.238588	-0.295361
A1CF	ABHD14A-ACY1	-0.128067	-0.392431	0.155841	-0.894643
A1CF	ABHD14B	0.029436	-0.250973	0.305287	0.204025
A1CF	ABHD15	-0.059016	-0.331916	0.223000	-0.409586
A1CF	ABHD16A	0.175510	-0.108125	0.432723	1.235143
A1CF	ABHD16B	0.277695	-0.000713	0.516151	2.002696
A1CF	ABHD17A	0.132248	-0.151688	0.396022	0.924361
A1CF	ABHD17B	-0.337623	-0.563060	-0.065418	-2.485039
A1CF	ABHD17C	-0.393613	-0.605613	-0.129443	-2.966502
A2M	A2M-AS1	0.315246	0.040442	0.545713	2.301440
A2M	A2ML1	0.214406	-0.068005	0.465007	1.520814
A2M	A2MP1	-0.005426	-0.283351	0.273339	-0.037594
A2M	A4GALT	-0.200096	-0.453206	0.082872	-1.414921
A2M	A4GNT	0.106459	-0.177143	0.373736	0.741782
A2M	AA06	0.292965	0.015910	0.528241	2.122867
A2M	AAAS	0.126918	-0.156981	0.391442	0.886481
A2M	AACS	0.142473	-0.141491	0.404773	0.997255
A2M	AACSP1	0.130276	-0.153648	0.394329	0.910338
A2M	AADAC	0.145642	-0.138318	0.407476	1.019914
A2M	AADACL2	0.146507	-0.137451	0.408212	1.026099
A2M	AADACP1	0.034430	-0.246283	0.309813	0.238678
A2M	AADAT	0.122500	-0.161355	0.387635	0.855145
A2M	AAED1	-0.120672	-0.386057	0.163161	-0.842196
A2M	AAGAB	-0.217959	-0.467923	0.064294	-1.547265
A2M	AAK1	0.474670	0.226205	0.665140	3.736360
A2M	AAMDC	0.007539	-0.271383	0.285293	0.052233
A2M	AAMP	0.248788	-0.031765	0.493000	1.779605
A2M	AANAT	0.149100	-0.134849	0.410419	1.044670
A2M	AAR2	0.357503	0.087897	0.578307	2.652127
A2M	AARS	0.428860	0.170909	0.631792	3.289042
A2M	AARS2	0.361441	0.092382	0.581309	2.685700
A2M	AARSD1	0.066603	-0.215750	0.338676	0.462463
A2M	AASDH	-0.245714	-0.490518	0.035034	-1.756199
A2M	AASDHPPT	0.083217	-0.199763	0.353384	0.578553
A2M	AASS	0.085810	-0.197254	0.355668	0.596712
A2M	AATF	0.367395	0.099186	0.585837	2.736784
A2M	AATK	-0.273085	-0.512482	0.005701	-1.966746
A2M	AB074162	0.229196	-0.052507	0.477110	1.631340
A2M	AB488780	0.336086	0.063692	0.561875	2.472285
A2M	ABAT	-0.198655	-0.452013	0.084362	-1.404314
A2M	ABCA1	-0.366050	-0.584816	-0.097647	-2.725215
A2M	ABCA11P	-0.023962	-0.300311	0.256099	-0.166058
A2M	ABCA12	0.281152	0.003038	0.518896	2.029755
A2M	ABCA13	-0.042305	-0.316925	0.238860	-0.293360
A2M	ABCA17P	0.026843	-0.253403	0.302932	0.186039
A2M	ABCA2	-0.126915	-0.391439	0.156984	-0.886460
A2M	ABCA3	0.339448	0.067470	0.564466	2.500213
A2M	ABCA4	0.168884	-0.114869	0.427156	1.187111
A2M	ABCA5	-0.039328	-0.314240	0.241670	-0.272681
A2M	ABCA6	0.166291	-0.117501	0.424972	1.168362
A2M	ABCA7	-0.031837	-0.307465	0.248720	-0.220683
A2M	ABCA8	0.160336	-0.123530	0.419946	1.125401
A2M	ABCA9	0.073613	-0.209022	0.344899	0.511396
A2M	ABCB1	-0.038175	-0.313200	0.242757	-0.264679
A2M	ABCB10	-0.357791	-0.578527	-0.088225	-2.654578
A2M	ABCB11	-0.077167	-0.348044	0.205602	-0.536227
A2M	ABCB4	0.140264	-0.143699	0.402887	0.981481
A2M	ABCB5	-0.058631	-0.331573	0.223367	-0.406911
A2M	ABCB6	-0.119520	-0.385062	0.164299	-0.834036
A2M	ABCB7	-0.230924	-0.478519	0.050686	-1.644335
A2M	ABCB8	0.249172	-0.031356	0.493309	1.782534
A2M	ABCB9	0.158223	-0.125664	0.418159	1.110188
A2M	ABCC1	0.068331	-0.214093	0.340213	0.474522
A2M	ABCC10	0.207587	-0.075105	0.459395	1.470232
A2M	ABCC11	0.193181	-0.090011	0.447472	1.364094
A2M	ABCC12	0.128259	-0.155650	0.392596	0.896007
A2M	ABCC13	0.079184	-0.203658	0.349826	0.550329
A2M	ABCC2	-0.184634	-0.440355	0.098796	-1.301558
A2M	ABCC3	0.286339	0.008678	0.523006	2.070507
A2M	ABCC4	-0.020120	-0.296810	0.259687	-0.139424
A2M	ABCC5	-0.158031	-0.417997	0.125858	-1.108806
A2M	ABCC6	0.045090	-0.236227	0.319433	0.312711
A2M	ABCC6P1	0.121633	-0.162212	0.386887	0.848999
A2M	ABCC6P2	-0.170516	-0.428529	0.113210	-1.198929
A2M	ABCC8	-0.188571	-0.443638	0.094755	-1.330328
A2M	ABCC9	0.183770	-0.099682	0.439634	1.295251
A2M	ABCD1	0.019736	-0.260045	0.296460	0.136761
A2M	ABCD1P2	-0.046339	-0.320556	0.235046	-0.321388
A2M	ABCD2	-0.188187	-0.443318	0.095149	-1.327518
A2M	ABCD3	0.000240	-0.278131	0.278574	0.001663
A2M	ABCD4	0.170036	-0.113698	0.428125	1.195452
A2M	ABCE1	-0.229388	-0.477267	0.052305	-1.632783
A2M	ABCF1	0.411573	0.150457	0.619010	3.128737
A2M	ABCF2	0.368163	0.100065	0.586420	2.743403
A2M	ABCF3	0.431260	0.173767	0.633559	3.311648
A2M	ABCG1	-0.237551	-0.483906	0.043691	-1.694301
A2M	ABCG2	-0.040384	-0.315194	0.240674	-0.280018
A2M	ABCG4	-0.169844	-0.427964	0.113893	-1.194062
A2M	ABCG5	0.039424	-0.241580	0.314327	0.273348
A2M	ABCG8	0.011573	-0.267642	0.288994	0.080183
A2M	ABHD1	0.115102	-0.168654	0.381240	0.802786
A2M	ABHD10	-0.304778	-0.537529	-0.028875	-2.217043
A2M	ABHD11	0.131909	-0.152026	0.395731	0.921947
A2M	ABHD12	0.154094	-0.129828	0.414660	1.080497
A2M	ABHD12B	-0.080528	-0.351013	0.202360	-0.559734
A2M	ABHD13	-0.424826	-0.628820	-0.166117	-3.251256
A2M	ABHD14A	0.272701	-0.006116	0.512176	1.963757
A2M	ABHD14A-ACY1	0.146603	-0.137355	0.408294	1.026787
A2M	ABHD14B	0.443265	0.188124	0.642361	3.425998
A2M	ABHD15	0.164082	-0.119740	0.423110	1.152410
A2M	ABHD16A	-0.131621	-0.395484	0.152312	-0.919897
A2M	ABHD16B	0.099352	-0.184092	0.367540	0.691752
A2M	ABHD17A	0.411486	0.150355	0.618946	3.127948
A2M	ABHD17B	0.131525	-0.152408	0.395401	0.919214
A2M	ABHD17C	-0.213637	-0.464375	0.068807	-1.515103
A2M-AS1	A2ML1	0.144010	-0.139953	0.406084	1.008237
A2M-AS1	A2MP1	0.091285	-0.191945	0.360478	0.635089
A2M-AS1	A4GALT	-0.086963	-0.356681	0.196138	-0.604787
A2M-AS1	A4GNT	0.180792	-0.102730	0.437146	1.273552
A2M-AS1	AA06	0.122881	-0.160978	0.387964	0.857847
A2M-AS1	AAAS	0.208793	-0.073852	0.460388	1.479158
A2M-AS1	AACS	0.470636	0.221271	0.662234	3.695526
A2M-AS1	AACSP1	-0.002545	-0.280699	0.276003	-0.017632
A2M-AS1	AADAC	0.342905	0.071364	0.567126	2.529053
A2M-AS1	AADACL2	0.027899	-0.252414	0.303892	0.193366
A2M-AS1	AADACP1	0.115486	-0.168276	0.381573	0.805501
A2M-AS1	AADAT	-0.132680	-0.396393	0.151259	-0.927435
A2M-AS1	AAED1	-0.243986	-0.489120	0.036871	-1.743059
A2M-AS1	AAGAB	-0.080432	-0.350928	0.202453	-0.559062
A2M-AS1	AAK1	0.623433	0.417538	0.768436	5.524240
A2M-AS1	AAMDC	-0.180216	-0.436664	0.103319	-1.269357
A2M-AS1	AAMP	0.373349	0.106014	0.590351	2.788257
A2M-AS1	AANAT	-0.023673	-0.300049	0.256368	-0.164061
A2M-AS1	AAR2	0.368067	0.099955	0.586347	2.742576
A2M-AS1	AARS	0.628812	0.424815	0.772034	5.602843
A2M-AS1	AARS2	0.590684	0.373790	0.746327	5.071715
A2M-AS1	AARSD1	0.315630	0.040868	0.546012	2.304554
A2M-AS1	AASDH	-0.276447	-0.515158	0.002065	-1.992944
