Marker1	Marker2	Correlation	Lower	Upper	t-statistic
ABHD2	ABI3BP	0.260224	-0.019544	0.502201	1.867217
ABHD2	ABL1	0.179724	-0.103822	0.436252	1.265775
ABHD2	ABL2	0.514017	0.275013	0.693190	4.151669
ABHD2	ABLIM1	-0.251178	-0.494927	0.029217	-1.797850
ABHD2	ABLIM2	-0.299836	-0.533650	-0.023439	-2.177506
ABHD2	ABLIM3	-0.341476	-0.566027	-0.069754	-2.517118
ABHD2	ABO	0.186361	-0.097025	0.441796	1.314167
ABHD2	LRRK2	-0.019359	-0.296116	0.260397	-0.134147
ABHD2	LRRN1	0.111361	-0.172334	0.377996	0.776358
ABHD2	LRRN2	0.151316	-0.132622	0.412303	1.060562
ABHD2	LRRN3	-0.468919	-0.660995	-0.219174	-3.678231
ABHD2	LRRN4	-0.046126	-0.320365	0.235247	-0.319912
ABHD2	LRRN4CL	-0.243308	-0.488572	0.037590	-1.737915
ABHD2	LRRTM1	-0.171327	-0.429211	0.112385	-1.204802
ABHD2	LRRTM2	0.252095	-0.028239	0.495666	1.804857
ABHD2	LRRTM4	-0.002749	-0.280887	0.275814	-0.019048
ABHD2	LRSAM1	-0.424505	-0.628583	-0.165736	-3.248259
ABHD2	LRTM1	0.051321	-0.230322	0.325030	0.356031
ABHD2	LRTM2	0.029457	-0.250953	0.305306	0.204174
ABHD2	LRTOMT	-0.247617	-0.492055	0.033011	-1.770683
ABHD2	LRWD1	-0.192969	-0.447295	0.090231	-1.362535
ABHD2	LSAMP	0.212488	-0.070005	0.463430	1.506563
ABHD2	LSG1	0.134414	-0.149533	0.397880	0.939777
ABHD2	LSM1	0.041663	-0.239467	0.316347	0.288898
ABHD2	LSM10	-0.329982	-0.557159	-0.056851	-2.421837
ABHD2	LSM11	-0.178959	-0.435612	0.104604	-1.260210
ABHD2	LSM12	0.606610	0.394944	0.757122	5.286440
ABHD2	LSM14A	-0.010251	-0.287782	0.268869	-0.071024
ABHD2	LSM14B	0.240112	-0.040980	0.485983	1.713675
ABHD2	LSM2	-0.004070	-0.282103	0.274593	-0.028200
ABHD2	LSM3	0.113930	-0.169807	0.380225	0.794506
ABHD2	LSM4	0.096170	-0.187194	0.364758	0.669385
ABHD2	LSM5	0.452926	0.199758	0.649406	3.519681
ABHD2	LSM6	0.443743	0.188697	0.642710	3.430591
ABHD2	LSM7	-0.037232	-0.312347	0.243646	-0.258126
ABHD2	LSMD1	-0.072283	-0.343720	0.210301	-0.502103
ABHD2	LSP1	0.104454	-0.179106	0.371991	0.727658
ABHD2	LSR	-0.272272	-0.511834	0.006579	-1.960419
ABHD2	LSS	-0.376523	-0.592751	-0.109663	-2.815851
ABHD2	LST1	0.030208	-0.250248	0.305988	0.209385
ABHD2	LTA	-0.410944	-0.618543	-0.149717	-3.122984
ABHD2	LTA4H	0.007928	-0.271023	0.285650	0.054927
ABHD2	LTB	-0.420447	-0.625586	-0.160928	-3.210502
ABHD2	LTB4R	-0.396354	-0.607665	-0.132634	-2.990990
ABHD2	LTB4R2	0.374862	0.107753	0.591496	2.801394
ABHD2	LTBP1	-0.047954	-0.322008	0.233516	-0.332618
ABHD2	LTBP2	-0.065658	-0.337836	0.216654	-0.455876
ABHD2	LTBP3	-0.481705	-0.670195	-0.234841	-3.808312
ABHD2	LTBP4	0.027268	-0.253005	0.303318	0.188989
ABHD2	LTBR	0.119299	-0.164516	0.384871	0.832475
ABHD2	LTC4S	0.068857	-0.213590	0.340680	0.478189
ABHD2	LTF	-0.247095	-0.491633	0.033566	-1.766707
ABHD2	LTK	-0.172003	-0.429779	0.111697	-1.209702
ABHD2	LTV1	-0.409903	-0.617769	-0.148493	-3.113472
ABHD2	LUC7L	-0.180019	-0.436499	0.103521	-1.267919
ABHD2	LUC7L2	0.037082	-0.243786	0.312212	0.257092
ABHD2	LUC7L3	-0.237323	-0.483721	0.043932	-1.692577
ABHD2	LUM	0.067487	-0.214903	0.339462	0.468629
ABHD2	LUZP1	0.252308	-0.028011	0.495838	1.806490
ABHD2	LUZP2	0.368019	0.099900	0.586311	2.742160
ABHD2	LUZP3P	0.242525	-0.038421	0.487938	1.731972
ABHD2	LUZP4	-0.300595	-0.534246	-0.024273	-2.183570
ABHD2	LXN	-0.519142	-0.696803	-0.281462	-4.208228
ABHD2	PBX1	-0.188103	-0.443248	0.095236	-1.326902
ABHD2	PBX2	0.384078	0.118381	0.598450	2.882015
ABHD2	PBX3	-0.162504	-0.421778	0.121337	-1.141027
ABHD2	PBX4	-0.393176	-0.605286	-0.128935	-2.962606
ABHD2	PBXIP1	-0.584253	-0.741944	-0.365310	-4.987636
ABHD2	PC	0.353164	0.082968	0.574993	2.615324
ABHD2	PCA3	-0.008598	-0.286265	0.270402	-0.059568
ABHD2	PCBD1	0.377243	0.110493	0.593295	2.822129
ABHD2	PCBD2	-0.149064	-0.410389	0.134885	-1.044417
ABHD2	PCBP1	0.212059	-0.070453	0.463077	1.503376
ABHD2	PCBP2	0.474488	0.225983	0.665010	3.734517
ABHD2	PCBP3	-0.044231	-0.318660	0.237040	-0.306743
ABHD2	PCBP4	-0.239889	-0.485803	0.041215	-1.711992
ABHD2	PCCA	-0.240803	-0.486544	0.040247	-1.718916
ABHD2	PCCB	-0.142986	-0.405211	0.140977	-1.000924
ABHD2	PCDH1	0.094448	-0.188870	0.363251	0.657292
ABHD2	PCDH10	-0.078732	-0.349427	0.204093	-0.547173
ABHD3	ABHD4	0.104360	-0.179198	0.371909	0.726995
ABHD3	ABHD5	-0.096658	-0.365185	0.186718	-0.672815
ABHD3	ABHD6	-0.500928	-0.683918	-0.258638	-4.009903
ABHD3	ABHD8	0.048179	-0.233302	0.322211	0.334183
ABHD3	ABI1	0.519608	0.282049	0.697131	4.213396
ABHD3	ABI2	0.145490	-0.138470	0.407346	1.018824
ABHD3	ABI3	0.125890	-0.157999	0.390557	0.879185
ABHD3	ABI3BP	-0.324124	-0.552619	-0.050310	-2.373743
ABHD3	ABL1	-0.598097	-0.751362	-0.383609	-5.170473
ABHD3	ABL2	-0.532348	-0.706074	-0.298179	-4.356880
ABHD3	ABLIM1	-0.333170	-0.559623	-0.060420	-2.448136
ABHD3	ABLIM2	0.051725	-0.229938	0.325393	0.358844
ABHD3	ABLIM3	-0.002462	-0.280622	0.276080	-0.017057
ABHD3	ABO	0.076411	-0.206330	0.347375	0.530946
ABHD3	LRRK2	0.824007	0.708057	0.896690	10.076046
ABHD3	LRRN1	-0.214030	-0.464698	0.068397	-1.518023
ABHD3	LRRN2	0.545535	0.315018	0.715273	4.509763
ABHD3	LRRN3	-0.226228	-0.474689	0.055627	-1.609070
ABHD3	LRRN4	-0.136281	-0.399480	0.147673	-0.953075
ABHD3	LRRN4CL	0.271505	-0.007407	0.511223	1.954460
ABHD3	LRRTM1	-0.099476	-0.367649	0.183971	-0.692625
ABHD3	LRRTM2	-0.060782	-0.333493	0.221315	-0.421893
ABHD3	LRRTM4	0.094772	-0.188554	0.363535	0.659570
ABHD3	LRSAM1	0.126176	-0.157716	0.390803	0.881214
ABHD3	LRTM1	-0.062730	-0.335229	0.219454	-0.435466
ABHD3	LRTM2	0.367387	0.099177	0.585831	2.736719
ABHD3	LRTOMT	-0.265173	-0.506165	0.014230	-1.905383
ABHD3	LRWD1	-0.299905	-0.533704	-0.023515	-2.178059
ABHD3	LSAMP	-0.304274	-0.537134	-0.028320	-2.213003
ABHD3	LSG1	-0.602314	-0.754218	-0.389216	-5.227566
ABHD3	LSM1	-0.392207	-0.604559	-0.127807	-2.953969
ABHD3	LSM10	0.040686	-0.240389	0.315466	0.282115
ABHD3	LSM11	0.355068	0.085129	0.576447	2.631443
ABHD3	LSM12	-0.346916	-0.570206	-0.075892	-2.562653
ABHD3	LSM14A	0.797205	0.666823	0.880231	9.148771
ABHD3	LSM14B	-0.201355	-0.454248	0.081569	-1.424200
ABHD3	LSM2	-0.114351	-0.380590	0.169393	-0.797480
ABHD3	LSM3	-0.409202	-0.617249	-0.147670	-3.107082
ABHD3	LSM4	-0.507003	-0.688229	-0.266221	-4.075227
ABHD3	LSM5	0.358836	0.089414	0.579324	2.663471
ABHD3	LSM6	0.219445	-0.062740	0.469141	1.558346
ABHD3	LSM7	-0.266491	-0.507219	0.012812	-1.915573
ABHD3	LSMD1	-0.574151	-0.735033	-0.352064	-4.858426
ABHD3	LSP1	-0.111876	-0.378443	0.171828	-0.779994
ABHD3	LSR	-0.241788	-0.487341	0.039203	-1.726379
ABHD3	LSS	-0.311172	-0.542533	-0.035932	-2.268488
ABHD3	LST1	-0.181681	-0.437889	0.101821	-1.280024
ABHD3	LTA	-0.226586	-0.474981	0.055252	-1.611752
ABHD3	LTA4H	-0.208965	-0.460530	0.073673	-1.480435
ABHD3	LTB	-0.273261	-0.512622	0.005511	-1.968111
ABHD3	LTB4R	0.048091	-0.233385	0.322132	0.333573
ABHD3	LTB4R2	-0.383690	-0.598159	-0.117933	-2.878606
ABHD3	LTBP1	-0.372717	-0.589872	-0.105288	-2.782774
ABHD3	LTBP2	-0.399443	-0.609975	-0.136238	-3.018701
ABHD3	LTBP3	-0.009096	-0.286723	0.269940	-0.063025
ABHD3	LTBP4	-0.216397	-0.466641	0.065927	-1.535626
ABHD3	LTBR	-0.197550	-0.451098	0.085504	-1.396183
ABHD3	LTC4S	0.176930	-0.106677	0.433913	1.245454
ABHD3	LTF	-0.287254	-0.523730	-0.009675	-2.077724
ABHD3	LTK	0.016037	-0.263492	0.293081	0.111121
ABHD3	LTV1	0.384933	0.119370	0.599094	2.889547
ABHD3	LUC7L	-0.493192	-0.678411	-0.249026	-3.927865
ABHD3	LUC7L2	-0.010098	-0.287642	0.269011	-0.069966
ABHD3	LUC7L3	0.472882	0.224017	0.663853	3.718227
ABHD3	LUM	-0.114878	-0.381046	0.168875	-0.801202
ABHD3	LUZP1	-0.461322	-0.655502	-0.209926	-3.602364
ABHD3	LUZP2	0.154242	-0.129678	0.414786	1.081563
ABHD3	LUZP3P	0.029670	-0.250753	0.305500	0.205653
ABHD3	LUZP4	0.091134	-0.192091	0.360346	0.634035
ABHD3	LXN	-0.018239	-0.295094	0.261441	-0.126387
ABHD3	PBX1	-0.278012	-0.516402	0.000369	-2.005171
ABHD3	PBX2	0.017056	-0.262543	0.294013	0.118185
ABHD3	PBX3	0.212887	-0.069589	0.463759	1.509530
ABHD3	PBX4	-0.369826	-0.587681	-0.101970	-2.757751
ABHD3	PBXIP1	0.138947	-0.145014	0.401761	0.972080
ABHD3	PC	0.075215	-0.207481	0.346317	0.522585
ABHD3	PCA3	0.059909	-0.222148	0.332713	0.415808
ABHD3	PCBD1	-0.470343	-0.662023	-0.220913	-3.692572
ABHD3	PCBD2	0.272263	-0.006588	0.511827	1.960354
ABHD3	PCBP1	-0.463710	-0.657230	-0.212828	-3.626097
ABHD3	PCBP2	0.334225	0.061603	0.560438	2.456862
ABHD3	PCBP3	0.158030	-0.125859	0.417995	1.108794
ABHD3	PCBP4	-0.718370	-0.830630	-0.549994	-7.154362
ABHD3	PCCA	0.356191	0.086405	0.577306	2.640976
ABHD3	PCCB	-0.227394	-0.475641	0.054402	-1.617815
ABHD3	PCDH1	-0.218962	-0.468745	0.063245	-1.554741
ABHD3	PCDH10	-0.145569	-0.407414	0.138391	-1.019392
ABHD4	ABHD5	0.416071	0.155758	0.622347	3.170050
ABHD4	ABHD6	-0.083281	-0.353440	0.199701	-0.579000
ABHD4	ABHD8	0.300943	0.024656	0.534520	2.186352
ABHD4	ABI1	-0.099920	-0.368036	0.183538	-0.695745
ABHD4	ABI2	0.033549	-0.247111	0.309016	0.232563
ABHD4	ABI3	0.321442	0.047324	0.550536	2.351832
ABHD4	ABI3BP	-0.124142	-0.389050	0.159731	-0.866783
ABHD4	ABL1	-0.155305	-0.415688	0.128607	-1.089200
ABHD4	ABL2	-0.524590	-0.700635	-0.288341	-4.269038
ABHD4	ABLIM1	-0.294552	-0.529492	-0.017646	-2.135453
ABHD4	ABLIM2	-0.021369	-0.297949	0.258521	-0.148084
ABHD4	ABLIM3	-0.019030	-0.295816	0.260703	-0.131868
ABHD4	ABO	-0.224895	-0.473600	0.057027	-1.599084
ABHD4	LRRK2	0.222734	-0.059295	0.471833	1.582907
ABHD4	LRRN1	-0.331914	-0.558653	-0.059014	-2.437765
ABHD4	LRRN2	-0.078485	-0.349209	0.204331	-0.545444
ABHD4	LRRN3	-0.071440	-0.342972	0.211111	-0.496218
ABHD4	LRRN4	0.086475	-0.196610	0.356252	0.601368
ABHD4	LRRN4CL	0.222975	-0.059042	0.472031	1.584714
ABHD4	LRRTM1	-0.092528	-0.361568	0.190737	-0.643815
ABHD4	LRRTM2	-0.466450	-0.659212	-0.216163	-3.653460
ABHD4	LRRTM4	0.145232	-0.138729	0.407126	1.016978
ABHD4	LRSAM1	0.433888	0.176900	0.635490	3.336486
ABHD4	LRTM1	-0.026529	-0.302647	0.253697	-0.183864
ABHD4	LRTM2	-0.070376	-0.342029	0.212132	-0.488793
ABHD4	LRTOMT	0.326681	0.053163	0.554603	2.394701
ABHD4	LRWD1	0.120497	-0.163334	0.385906	0.840955
ABHD4	LSAMP	0.259315	-0.020518	0.501471	1.860221
ABHD4	LSG1	-0.384947	-0.599105	-0.119387	-2.889677
ABHD4	LSM1	-0.009553	-0.287142	0.269516	-0.066188
ABHD4	LSM10	0.455158	0.202455	0.651029	3.541542
ABHD4	LSM11	0.443105	0.187931	0.642243	3.424452
ABHD4	LSM12	-0.420155	-0.625370	-0.160583	-3.207794
ABHD4	LSM14A	-0.122088	-0.387280	0.161762	-0.852227
ABHD4	LSM14B	0.165654	-0.118147	0.424436	1.163762
ABHD4	LSM2	0.121534	-0.162310	0.386801	0.848298
ABHD4	LSM3	0.036076	-0.244734	0.311302	0.250104
ABHD4	LSM4	0.006970	-0.271910	0.284770	0.048288
ABHD4	LSM5	-0.280641	-0.518491	-0.002482	-2.025748
ABHD4	LSM6	-0.089651	-0.359044	0.193531	-0.623632
ABHD4	LSM7	-0.147042	-0.408668	0.136914	-1.029932
ABHD4	LSMD1	0.319778	0.045473	0.549242	2.338260
ABHD4	LSP1	-0.187555	-0.442791	0.095799	-1.322898
ABHD4	LSR	-0.269754	-0.509825	0.009297	-1.940858
ABHD4	LSS	0.255109	-0.025020	0.498092	1.827931
ABHD4	LST1	0.146916	-0.137040	0.408561	1.029033
ABHD4	LTA	-0.153640	-0.414276	0.130284	-1.077243
ABHD4	LTA4H	0.298191	0.021635	0.532357	2.164397
ABHD4	LTB	-0.061157	-0.333827	0.220957	-0.424505
ABHD4	LTB4R	0.628599	0.424526	0.771892	5.599707
ABHD4	LTB4R2	-0.081784	-0.352121	0.201147	-0.568524
ABHD4	LTBP1	-0.236170	-0.482785	0.045150	-1.683869
ABHD4	LTBP2	-0.199169	-0.452439	0.083831	-1.408098
ABHD4	LTBP3	0.166399	-0.117391	0.425063	1.169143
ABHD4	LTBP4	-0.289109	-0.525196	-0.011697	-2.092355
ABHD4	LTBR	0.262038	-0.017598	0.503654	1.881185
ABHD4	LTC4S	-0.241646	-0.487226	0.039354	-1.725303
ABHD4	LTF	-0.040520	-0.315316	0.240545	-0.280964
